iter	RMSE
648	25.71473693
649	25.71384116
650	25.71192947
651	25.71093811
652	25.71023613
653	25.70909092
654	25.70718177
655	25.70637851
656	25.70556977
657	25.70412222
658	25.70314256
659	25.70161224
660	25.70048959
661	25.69995063
662	25.6991926
663	25.69795397
664	25.69699585
665	25.69596143
666	25.69509139
667	25.6940333
668	25.69257255
669	25.69181485
670	25.69143056
671	25.69044266
672	25.68913907
673	25.68806049
674	25.68714378
675	25.68621975
676	25.68481891
677	25.6823784
678	25.68150409
679	25.6807707
680	25.67966485
681	25.67844263
682	25.67770987
683	25.67685035
684	25.67570301
685	25.67480295
686	25.6734516
687	25.67278296
688	25.67193629
689	25.67104071
690	25.67003668
691	25.66940615
692	25.6688721
693	25.66795433
694	25.66738145
695	25.66610848
696	25.66544983
697	25.66476254
698	25.66408192
699	25.66317654
700	25.66227323
701	25.66094221
702	25.65976369
703	25.65841273
704	25.6580279
705	25.65685556
706	25.65609725
707	25.65490926
708	25.65361929
709	25.65308043
710	25.65168826
711	25.65087341
712	25.64958125
713	25.64828757
714	25.64777309
715	25.6467978
716	25.64612393
717	25.64509602
718	25.6441317
719	25.64341624
720	25.64256492
721	25.64162532
722	25.64064461
723	25.6400862
724	25.63872363
725	25.6381743
726	25.63751068
727	25.63697832
728	25.63619711
729	25.63516073
730	25.63479075
731	25.63327198
732	25.63192282
733	25.63069231
734	25.63014251
735	25.62948592
736	25.62849597
737	25.62799235
738	25.62661859
739	25.62589744
740	25.62530875
741	25.62434998
742	25.62352747
743	25.62270858
744	25.62127026
745	25.61964984
746	25.61876892
747	25.61840987
748	25.61739522
749	25.61632653
750	25.6157462
751	25.61390505
752	25.6135957
753	25.61265654
754	25.61217283
755	25.61152973
756	25.61049989
757	25.60975566
758	25.60913652
759	25.60813164
760	25.60709445
761	25.60621329
762	25.60578847
763	25.60461435
764	25.60363945
765	25.60299635
766	25.60203078
767	25.60119493
768	25.5999877
769	25.59889374
770	25.59825374
771	25.59708138
772	25.59629512
773	25.59574959
774	25.59530051
775	25.59450417
776	25.59356899
777	25.59266684
778	25.5916861
779	25.59096003
780	25.59019044
781	25.58919627
782	25.58778961
783	25.58704447
784	25.58601353
785	25.58513556
786	25.58428532
787	25.58343984
788	25.58284599
789	25.5816479
790	25.58095914
791	25.58000668
792	25.57917798
793	25.57848498
794	25.57801229
795	25.57770878
796	25.57741543
797	25.57638716
798	25.57532889
799	25.57447332
800	25.57388868
801	25.57317246
802	25.57207836
803	25.57121411
804	25.57061897
805	25.56980624
806	25.56910997
807	25.56843734
808	25.56783415
809	25.56583489
810	25.56438619
811	25.56372185
812	25.56296514
813	25.56228918
814	25.5616043
815	25.5611468
816	25.56049434
817	25.559876
818	25.55898932
819	25.55787178
820	25.55680234
821	25.55605878
822	25.55476971
823	25.55409804
824	25.55375261
825	25.55289587
826	25.55165097
827	25.551113
828	25.54996817
829	25.5495521
830	25.54835217
831	25.54790505
832	25.54765033
833	25.54566339
834	25.54455827
835	25.54423296
836	25.54331578
837	25.54230068
838	25.54122057
839	25.53949073
840	25.53894371
841	25.53774099
842	25.53708175
843	25.53595185
844	25.5352321
845	25.53419736
846	25.53335338
847	25.53291246
848	25.53267882
849	25.53192526
850	25.53110505
851	25.53086864
852	25.53005596
853	25.52956097
854	25.52865239
855	25.52780474
856	25.5269889
857	25.52653663
858	25.5254875
859	25.52437011
860	25.52388497
861	25.52316112
862	25.5226932
863	25.52240849
864	25.52188894
865	25.52157982
866	25.52082329
867	25.51928197
868	25.51802858
869	25.51745818
870	25.51709568
871	25.5148285
872	25.51458583
873	25.51404105
874	25.51359847
875	25.51292716
876	25.51248273
877	25.51125231
878	25.51038819
879	25.50953725
880	25.50869642
881	25.50790685
882	25.50755958
883	25.50648288
884	25.50553484
885	25.5048043
886	25.50457943
887	25.50422407
888	25.50360831
889	25.50303108
890	25.50225441
891	25.5016791
892	25.50147095
893	25.50098962
894	25.50048316
895	25.50000913
896	25.49905474
897	25.49769131
898	25.49709199
899	25.49610138
900	25.49537104
901	25.49481428
902	25.49404399
903	25.49300508
904	25.49175193
905	25.4907847
906	25.49035201
907	25.4897779
908	25.48881734
909	25.48799928
910	25.48729945
911	25.48658
912	25.48600554
913	25.48575097
914	25.48528174
915	25.48458511
916	25.48393968
917	25.48304573
918	25.48271201
919	25.48154337
920	25.48085123
921	25.4799874
922	25.47908386
923	25.47846602
924	25.47789415
925	25.4773217
926	25.47614979
927	25.47539521
928	25.47479952
929	25.47448618
930	25.47413172
931	25.47364095
932	25.47287708
933	25.47257927
934	25.47194257
935	25.47101334
936	25.47037021
937	25.46960852
938	25.46875847
939	25.46794163
940	25.46701639
941	25.46610892
942	25.46587146
943	25.46534054
944	25.46449132
945	25.46418565
946	25.46317486
947	25.46193048
948	25.46160561
949	25.46116715
950	25.4606244
951	25.45995008
952	25.45906202
953	25.45856228
954	25.45832108
955	25.45660163
956	25.45555413
957	25.45471625
958	25.45452349
959	25.45410025
960	25.45357858
961	25.45319515
962	25.45281035
963	25.45256289
964	25.45173018
965	25.45055878
966	25.4493217
967	25.44871965
968	25.44772031
969	25.44699419
970	25.4463327
971	25.44559155
972	25.44431452
973	25.44362825
974	25.44344991
975	25.44327162
976	25.44250777
977	25.44164875
978	25.4408601
979	25.43931836
980	25.43881593
981	25.4381808
982	25.43761122
983	25.43700965
984	25.43651221
985	25.43555882
986	25.43534857
987	25.43498608
988	25.43467843
989	25.43445125
990	25.4332662
991	25.43291001
992	25.43260219
993	25.43242395
994	25.43196025
995	25.4315467
996	25.43100389
997	25.43019255
998	25.42982102
999	25.42882441
