MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,CRS_DEP_TIME,DEP_DELAY_NEW
2,4,OO,JFK,900,0.0
2,4,OO,JFK,1600,38.0
2,4,YX,JFK,1830,0.0
2,4,YX,JFK,1225,0.0
2,4,OO,LGA,1400,0.0
2,4,OO,LGA,1655,0.0
2,4,OO,HPN,1200,0.0
2,4,OO,LGA,1915,0.0
2,4,OO,HPN,620,0.0
2,4,OO,HPN,1800,0.0
2,4,UA,LGA,800,0.0
2,4,UA,LGA,1110,0.0
2,4,UA,LGA,900,0.0
2,4,UA,LGA,1006,0.0
2,4,UA,LGA,629,0.0
2,4,YX,LGA,1810,0.0
2,4,YX,LGA,1500,0.0
2,4,YX,LGA,1300,0.0
2,4,YX,LGA,2100,0.0
2,5,AA,JFK,900,0.0
2,5,AA,LGA,1230,14.0
2,5,AA,LGA,930,0.0
2,5,AA,LGA,1130,0.0
2,5,AA,LGA,1730,37.0
2,5,AA,LGA,1335,0.0
2,5,AA,JFK,1725,1.0
2,5,AA,LGA,1630,0.0
2,5,AA,LGA,1830,10.0
2,5,AA,LGA,1430,0.0
2,5,AA,LGA,600,0.0
2,5,AA,LGA,830,0.0
2,5,AA,LGA,730,0.0
2,5,AA,LGA,1030,0.0
2,5,MQ,HPN,700,107.0
2,5,MQ,HPN,1202,0.0
2,5,MQ,HPN,1703,0.0
2,5,B6,JFK,2059,2.0
2,5,B6,JFK,1310,0.0
2,5,B6,JFK,630,0.0
2,5,DL,LGA,1600,0.0
2,5,DL,LGA,1129,0.0
2,5,DL,LGA,1825,14.0
2,5,DL,LGA,600,0.0
2,5,DL,LGA,2045,30.0
2,5,DL,LGA,730,0.0
2,5,DL,LGA,1429,13.0
2,5,OO,JFK,1600,19.0
2,5,OO,JFK,900,0.0
2,5,YX,JFK,1225,0.0
2,5,YX,JFK,1830,0.0
2,5,OO,LGA,1400,0.0
2,5,OO,LGA,1500,0.0
2,5,OO,LGA,1300,29.0
2,5,OO,HPN,620,0.0
2,5,OO,HPN,1800,14.0
2,5,OO,LGA,1655,69.0
2,5,OO,HPN,1200,24.0
2,5,UA,LGA,800,0.0
2,5,UA,LGA,1110,0.0
2,5,UA,LGA,900,0.0
2,5,UA,LGA,629,0.0
2,5,UA,LGA,1006,0.0
2,5,UA,LGA,2100,0.0
2,5,YX,LGA,1915,35.0
2,5,YX,LGA,1810,28.0
2,6,AA,JFK,900,0.0
2,6,AA,JFK,1725,0.0
2,6,AA,LGA,1130,45.0
2,6,AA,LGA,1335,0.0
2,6,AA,LGA,1930,0.0
2,6,AA,LGA,600,0.0
2,6,AA,LGA,1730,0.0
2,6,AA,LGA,1230,0.0
2,6,MQ,HPN,1202,7.0
2,6,MQ,HPN,700,28.0
2,6,B6,JFK,2100,4.0
2,6,B6,JFK,630,6.0
2,6,B6,JFK,1310,105.0
2,6,DL,LGA,825,0.0
2,6,DL,LGA,1700,0.0
2,6,DL,LGA,1130,175.0
2,6,DL,LGA,1400,2.0
2,6,OO,JFK,1600,17.0
2,6,OO,JFK,900,70.0
2,6,YX,JFK,1830,0.0
2,6,YX,JFK,1225,0.0
2,6,OO,HPN,1800,0.0
2,6,OO,HPN,620,0.0
2,6,UA,LGA,900,0.0
2,6,UA,LGA,800,116.0
2,6,UA,LGA,1655,9.0
2,6,UA,LGA,629,0.0
2,6,UA,LGA,1006,35.0
2,6,YX,LGA,1810,0.0
2,6,YX,LGA,2100,0.0
2,6,YX,LGA,1300,0.0
2,7,AA,JFK,900,6.0
2,7,AA,LGA,930,0.0
2,7,AA,LGA,1130,0.0
2,7,AA,JFK,1725,0.0
2,7,AA,LGA,1930,1.0
2,7,AA,LGA,1830,0.0
2,7,AA,LGA,1335,0.0
2,7,AA,LGA,1730,0.0
2,7,AA,LGA,830,0.0
2,7,AA,LGA,1630,0.0
2,7,AA,LGA,730,0.0
2,7,AA,LGA,1430,2.0
2,7,AA,LGA,1030,0.0
2,7,AA,LGA,1230,0.0
2,7,AA,LGA,600,0.0
2,7,MQ,HPN,1703,35.0
2,7,MQ,HPN,1202,37.0
2,7,B6,JFK,630,0.0
2,7,B6,JFK,1310,0.0
2,7,B6,JFK,2100,0.0
2,7,DL,LGA,2045,0.0
2,7,DL,LGA,1430,0.0
2,7,DL,LGA,1600,22.0
2,7,DL,LGA,1129,0.0
2,7,DL,LGA,1825,0.0
2,7,DL,LGA,825,0.0
2,7,OO,JFK,1830,0.0
2,7,OO,JFK,1600,0.0
2,7,OO,JFK,900,0.0
2,7,YX,JFK,1225,0.0
2,7,OO,LGA,1400,3.0
2,7,OO,LGA,1915,0.0
2,7,OO,HPN,1200,0.0
2,7,OO,HPN,620,0.0
2,7,OO,HPN,1800,5.0
2,7,UA,LGA,800,0.0
2,7,UA,LGA,1110,0.0
2,7,UA,LGA,900,0.0
2,7,UA,LGA,629,0.0
2,7,UA,LGA,1501,0.0
2,7,UA,LGA,1006,0.0
2,7,YX,LGA,1655,18.0
2,7,YX,LGA,1300,0.0
2,7,YX,LGA,2100,0.0
2,7,YX,LGA,1810,0.0
2,1,AA,JFK,900,37.0
2,1,AA,LGA,1930,0.0
2,1,AA,LGA,1130,1.0
2,1,AA,LGA,930,0.0
2,1,AA,LGA,1630,0.0
2,1,AA,LGA,1335,0.0
2,1,AA,LGA,830,0.0
2,1,AA,LGA,600,0.0
2,1,AA,LGA,1730,0.0
2,1,AA,LGA,1230,0.0
2,1,AA,LGA,1030,0.0
2,1,AA,JFK,1725,0.0
2,1,AA,LGA,1830,0.0
2,1,AA,LGA,730,0.0
2,1,AA,LGA,1430,0.0
2,1,MQ,HPN,1202,9.0
2,1,MQ,HPN,1703,8.0
2,1,MQ,HPN,700,8.0
2,1,B6,JFK,630,0.0
2,1,B6,JFK,1310,41.0
2,1,B6,JFK,2130,0.0
2,1,DL,LGA,830,0.0
2,1,DL,LGA,1600,0.0
2,1,DL,LGA,730,0.0
2,1,DL,LGA,1425,0.0
2,1,DL,LGA,2045,0.0
2,1,DL,LGA,1130,0.0
2,1,DL,LGA,1820,0.0
2,1,DL,LGA,600,0.0
2,1,OO,JFK,900,0.0
2,1,OO,JFK,1230,0.0
2,1,OO,JFK,1800,17.0
2,1,OO,JFK,1650,5.0
2,1,OO,LGA,1400,0.0
2,1,OO,LGA,1915,12.0
2,1,OO,LGA,1500,0.0
2,1,OO,HPN,1200,0.0
2,1,OO,HPN,620,0.0
2,1,OO,HPN,1800,0.0
2,1,UA,LGA,800,0.0
2,1,UA,LGA,1110,0.0
2,1,UA,LGA,900,0.0
2,1,UA,LGA,629,0.0
2,1,UA,LGA,1006,0.0
2,1,UA,LGA,1655,0.0
2,1,YX,LGA,1810,0.0
2,1,YX,LGA,1300,0.0
2,1,YX,LGA,2100,0.0
2,2,AA,JFK,900,0.0
2,2,AA,LGA,1930,0.0
2,2,AA,LGA,1030,0.0
2,2,AA,LGA,1130,0.0
2,2,AA,LGA,1830,0.0
2,2,AA,LGA,600,0.0
2,2,AA,LGA,930,0.0
2,2,AA,LGA,1230,0.0
2,2,AA,LGA,1630,0.0
2,2,AA,LGA,830,0.0
2,2,AA,LGA,1335,0.0
2,2,AA,LGA,730,0.0
2,2,AA,LGA,1430,0.0
2,2,AA,LGA,1730,0.0
2,2,AA,JFK,1725,0.0
2,2,MQ,HPN,700,0.0
2,2,MQ,HPN,1703,0.0
2,2,MQ,HPN,1202,0.0
2,2,B6,JFK,2130,20.0
2,2,B6,JFK,630,0.0
2,2,B6,JFK,1310,0.0
2,2,DL,LGA,830,0.0
2,2,DL,LGA,2045,0.0
2,2,DL,LGA,730,0.0
2,2,DL,LGA,1425,0.0
2,2,DL,LGA,1600,0.0
2,2,DL,LGA,1130,0.0
2,2,DL,LGA,1820,0.0
2,2,DL,LGA,600,0.0
2,2,OO,JFK,900,0.0
2,2,OO,JFK,1650,0.0
2,2,OO,JFK,1800,0.0
2,2,OO,JFK,1230,0.0
2,2,OO,LGA,1655,0.0
2,2,OO,LGA,1400,0.0
2,2,OO,LGA,1915,0.0
2,2,OO,HPN,1200,0.0
2,2,OO,HPN,1800,0.0
2,2,OO,HPN,620,0.0
2,2,UA,LGA,800,0.0
2,2,UA,LGA,1110,0.0
2,2,UA,LGA,1006,0.0
2,2,UA,LGA,900,0.0
2,2,UA,LGA,629,0.0
2,2,YX,LGA,1500,0.0
2,2,YX,LGA,1300,0.0
2,2,YX,LGA,2100,0.0
2,2,YX,LGA,1810,0.0
2,3,AA,JFK,900,0.0
2,3,AA,LGA,930,0.0
2,3,AA,LGA,1130,0.0
2,3,AA,JFK,1725,0.0
2,3,AA,LGA,1930,0.0
2,3,AA,LGA,1430,0.0
2,3,AA,LGA,1630,0.0
2,3,AA,LGA,830,0.0
2,3,AA,LGA,730,0.0
2,3,AA,LGA,1335,92.0
2,3,AA,LGA,1230,0.0
2,3,AA,LGA,1730,120.0
2,3,AA,LGA,1830,0.0
2,3,AA,LGA,600,0.0
2,3,AA,LGA,1030,0.0
2,3,MQ,HPN,1703,0.0
2,3,MQ,HPN,700,32.0
2,3,MQ,HPN,1202,2.0
2,3,B6,JFK,1310,0.0
2,3,B6,JFK,630,0.0
2,3,B6,JFK,2130,0.0
2,3,DL,LGA,600,0.0
2,3,DL,LGA,730,0.0
2,3,DL,LGA,1425,0.0
2,3,DL,LGA,1600,7.0
2,3,DL,LGA,1130,27.0
2,3,DL,LGA,1820,0.0
2,3,DL,LGA,830,0.0
2,3,DL,LGA,2045,0.0
2,3,OO,JFK,1650,2.0
2,3,OO,JFK,900,0.0
2,3,OO,JFK,1230,0.0
2,3,OO,JFK,1800,5.0
2,3,OO,LGA,1655,0.0
2,3,OO,LGA,1915,0.0
2,3,OO,LGA,1400,0.0
2,3,OO,HPN,1200,0.0
2,3,OO,HPN,1800,0.0
2,3,OO,HPN,620,0.0
2,3,UA,LGA,900,0.0
2,3,UA,LGA,800,0.0
2,3,UA,LGA,629,0.0
2,3,UA,LGA,1006,0.0
2,3,YX,LGA,1500,0.0
2,3,YX,LGA,1300,0.0
2,3,YX,LGA,2100,0.0
2,3,YX,LGA,1810,0.0
2,4,AA,JFK,900,0.0
2,4,AA,LGA,1830,0.0
2,4,AA,LGA,730,0.0
2,4,AA,LGA,1430,0.0
2,4,AA,LGA,1030,0.0
2,4,AA,LGA,930,0.0
2,4,AA,LGA,600,0.0
2,4,AA,LGA,1130,17.0
2,4,AA,LGA,1730,0.0
2,4,AA,LGA,1335,0.0
2,4,AA,LGA,1930,25.0
2,4,AA,LGA,1230,0.0
2,4,AA,JFK,1725,0.0
2,4,AA,LGA,1630,0.0
2,4,AA,LGA,830,0.0
2,4,MQ,HPN,1703,10.0
2,4,MQ,HPN,700,0.0
2,4,MQ,HPN,1202,14.0
2,4,B6,JFK,630,0.0
2,4,B6,JFK,2130,0.0
2,4,B6,JFK,1310,30.0
2,4,DL,LGA,600,0.0
2,4,DL,LGA,1600,0.0
2,4,DL,LGA,730,0.0
2,4,DL,LGA,1425,4.0
2,4,DL,LGA,1130,0.0
2,4,DL,LGA,1820,0.0
2,4,DL,LGA,2045,0.0
2,4,DL,LGA,830,0.0
2,4,OO,JFK,1800,0.0
2,4,OO,JFK,900,0.0
2,4,OO,JFK,1650,0.0
2,4,OO,JFK,1230,0.0
2,4,OO,LGA,1655,0.0
2,4,OO,LGA,1915,7.0
2,4,OO,LGA,1500,0.0
2,4,OO,HPN,620,0.0
2,4,OO,HPN,1200,0.0
2,4,OO,HPN,1800,0.0
2,4,UA,LGA,800,0.0
2,4,UA,LGA,900,0.0
2,4,UA,LGA,1110,8.0
2,4,UA,LGA,629,0.0
2,4,UA,LGA,1006,0.0
2,4,YX,LGA,1300,0.0
2,4,YX,LGA,2100,0.0
2,4,YX,LGA,1810,0.0
2,4,YX,LGA,1400,0.0
2,5,AA,JFK,900,0.0
2,5,AA,LGA,930,0.0
2,5,AA,LGA,1130,0.0
2,5,AA,LGA,1830,0.0
2,5,AA,LGA,1630,0.0
2,5,AA,LGA,600,1.0
2,5,AA,LGA,1030,0.0
2,5,AA,LGA,1730,25.0
2,5,AA,LGA,1335,0.0
2,5,AA,LGA,1230,0.0
2,5,AA,JFK,1725,0.0
2,5,AA,LGA,1430,0.0
2,5,AA,LGA,730,0.0
2,5,AA,LGA,1930,0.0
2,5,MQ,HPN,700,33.0
2,5,MQ,HPN,1703,0.0
2,5,MQ,HPN,1202,60.0
2,5,B6,JFK,1310,20.0
2,5,B6,JFK,2130,0.0
2,5,B6,JFK,630,0.0
2,5,DL,LGA,730,0.0
2,5,DL,LGA,1425,0.0
2,5,DL,LGA,830,0.0
2,5,DL,LGA,1600,0.0
2,5,DL,LGA,600,0.0
2,5,DL,LGA,1130,0.0
2,5,DL,LGA,1820,0.0
2,5,DL,LGA,2045,0.0
2,5,OO,JFK,1800,11.0
2,5,OO,JFK,1230,0.0
2,5,OO,JFK,1650,35.0
2,5,OO,JFK,900,0.0
2,5,OO,LGA,1300,0.0
2,5,OO,LGA,2100,0.0
2,5,OO,LGA,1400,0.0
2,5,OO,LGA,1915,0.0
2,5,OO,HPN,1200,0.0
2,5,OO,HPN,1829,0.0
2,5,OO,HPN,620,0.0
2,5,UA,LGA,800,0.0
2,5,UA,LGA,1100,0.0
2,5,UA,LGA,1800,0.0
2,5,UA,LGA,1659,0.0
2,5,UA,LGA,900,0.0
2,5,UA,LGA,1000,0.0
2,5,UA,LGA,629,0.0
2,5,UA,LGA,1500,0.0
2,6,AA,LGA,1130,0.0
2,6,AA,LGA,1335,0.0
2,6,AA,LGA,1230,0.0
2,6,AA,JFK,900,0.0
2,6,AA,LGA,600,0.0
2,6,AA,LGA,1930,0.0
2,6,AA,LGA,1730,0.0
2,6,AA,JFK,1725,23.0
2,6,MQ,HPN,700,0.0
2,6,MQ,HPN,1703,0.0
2,6,MQ,HPN,1202,0.0
2,6,B6,JFK,2130,0.0
2,6,B6,JFK,1310,0.0
2,6,B6,JFK,630,0.0
2,6,DL,LGA,1330,0.0
2,6,DL,LGA,1130,4.0
2,6,DL,LGA,830,0.0
2,6,DL,LGA,1600,0.0
2,6,OO,JFK,1230,0.0
2,6,OO,JFK,900,27.0
2,6,OO,JFK,1650,0.0
2,6,OO,JFK,1800,0.0
2,6,OO,LGA,1800,0.0
2,6,OO,HPN,620,0.0
2,6,OO,HPN,1829,0.0
2,6,UA,LGA,800,0.0
2,6,UA,LGA,1304,0.0
2,6,UA,LGA,900,0.0
2,6,UA,LGA,1659,0.0
2,6,UA,LGA,1000,1.0
2,6,UA,LGA,2100,0.0
2,6,UA,LGA,629,0.0
2,7,AA,LGA,830,0.0
2,7,AA,LGA,1430,0.0
2,7,AA,LGA,1630,0.0
2,7,AA,LGA,1130,0.0
2,7,AA,LGA,930,0.0
2,7,AA,LGA,1930,48.0
2,7,AA,LGA,1030,0.0
2,7,AA,LGA,730,0.0
2,7,AA,LGA,600,0.0
2,7,AA,LGA,1230,0.0
2,7,AA,LGA,1830,0.0
2,7,AA,LGA,1335,46.0
2,7,AA,LGA,1730,0.0
2,7,AA,JFK,1725,0.0
2,7,MQ,HPN,1703,0.0
2,7,MQ,HPN,1202,2.0
2,7,MQ,HPN,700,1.0
2,7,B6,JFK,2130,0.0
2,7,B6,JFK,630,0.0
2,7,B6,JFK,1310,3.0
2,7,DL,LGA,1125,0.0
2,7,DL,LGA,1820,0.0
2,7,DL,LGA,830,0.0
2,7,DL,LGA,2045,0.0
2,7,DL,LGA,1600,0.0
2,7,DL,LGA,1430,0.0
2,7,OO,JFK,1800,0.0
2,7,OO,JFK,900,0.0
2,7,OO,JFK,1650,0.0
2,7,OO,JFK,1230,0.0
2,7,OO,LGA,1400,0.0
2,7,OO,LGA,1915,30.0
2,7,OO,LGA,1300,0.0
2,7,OO,HPN,620,0.0
2,7,OO,HPN,1200,0.0
2,7,OO,HPN,1829,0.0
2,7,UA,LGA,800,0.0
2,7,UA,LGA,900,0.0
2,7,UA,LGA,2100,2.0
2,7,UA,LGA,1800,0.0
2,7,UA,LGA,1500,0.0
2,7,UA,LGA,629,0.0
2,7,UA,LGA,1100,0.0
2,7,UA,LGA,1000,0.0
2,7,UA,LGA,1659,3.0
2,1,AA,LGA,730,0.0
2,1,AA,LGA,1430,0.0
2,1,AA,LGA,1024,0.0
2,1,AA,JFK,900,0.0
2,1,AA,LGA,930,0.0
2,1,AA,LGA,1230,16.0
2,1,AA,LGA,830,0.0
2,1,AA,LGA,1130,0.0
2,1,AA,LGA,1335,0.0
2,1,AA,LGA,1830,0.0
2,1,AA,LGA,1930,0.0
2,1,AA,JFK,1725,0.0
2,1,AA,LGA,600,0.0
2,1,AA,LGA,1730,23.0
2,1,AA,LGA,1630,0.0
2,1,MQ,HPN,700,0.0
2,1,MQ,HPN,1703,0.0
2,1,MQ,HPN,1202,0.0
2,1,B6,JFK,1310,0.0
2,1,B6,JFK,2130,0.0
2,1,B6,JFK,630,0.0
2,1,DL,LGA,2045,0.0
2,1,DL,LGA,830,2.0
2,1,DL,LGA,1130,0.0
2,1,DL,LGA,1820,0.0
2,1,DL,LGA,600,0.0
2,1,DL,LGA,1600,0.0
2,1,DL,LGA,730,0.0
2,1,DL,LGA,1425,0.0
2,1,OO,JFK,1650,28.0
2,1,OO,JFK,1230,0.0
2,1,OO,JFK,1800,40.0
2,1,OO,JFK,900,0.0
2,1,OO,LGA,1400,5.0
2,1,OO,LGA,1300,0.0
2,1,OO,LGA,1915,0.0
2,1,OO,HPN,1200,0.0
2,1,OO,HPN,1829,0.0
2,1,OO,HPN,620,0.0
2,1,UA,LGA,1100,0.0
2,1,UA,LGA,1000,0.0
2,1,UA,LGA,900,0.0
2,1,UA,LGA,800,0.0
2,1,UA,LGA,629,0.0
2,1,UA,LGA,1659,0.0
2,1,UA,LGA,1500,0.0
2,1,UA,LGA,2100,0.0
2,1,UA,LGA,1800,0.0
2,2,AA,JFK,900,11.0
2,2,AA,LGA,1130,0.0
2,2,AA,LGA,930,0.0
2,2,AA,LGA,1030,0.0
2,2,AA,LGA,1830,0.0
2,2,AA,LGA,600,0.0
2,2,AA,LGA,1930,0.0
2,2,AA,LGA,830,0.0
2,2,AA,JFK,1725,0.0
2,2,AA,LGA,1335,0.0
2,2,AA,LGA,730,0.0
2,2,AA,LGA,1430,0.0
2,2,AA,LGA,1230,0.0
2,2,AA,LGA,1730,0.0
2,2,AA,LGA,1630,0.0
2,2,MQ,HPN,1202,0.0
2,2,MQ,HPN,1703,7.0
2,2,B6,JFK,1310,0.0
2,2,B6,JFK,2130,0.0
2,2,B6,JFK,630,0.0
2,2,DL,LGA,830,0.0
2,2,DL,LGA,1130,0.0
2,2,DL,LGA,1820,0.0
2,2,DL,LGA,600,0.0
2,2,DL,LGA,730,0.0
2,2,DL,LGA,1425,0.0
2,2,DL,LGA,2045,0.0
2,2,DL,LGA,1600,0.0
2,2,OO,JFK,1650,0.0
2,2,OO,JFK,1230,0.0
2,2,OO,JFK,900,0.0
2,2,OO,JFK,1800,0.0
2,2,OO,LGA,1915,0.0
2,2,OO,LGA,1400,0.0
2,2,OO,LGA,1300,0.0
2,2,OO,HPN,620,0.0
2,2,OO,HPN,1200,0.0
2,2,OO,HPN,1829,0.0
2,2,UA,LGA,1100,0.0
2,2,UA,LGA,629,0.0
2,2,UA,LGA,900,24.0
2,2,UA,LGA,800,0.0
2,2,UA,LGA,1000,0.0
2,2,UA,LGA,2100,0.0
2,2,UA,LGA,1800,0.0
2,2,UA,LGA,1500,0.0
2,2,UA,LGA,1659,0.0
2,3,AA,JFK,900,0.0
2,3,AA,LGA,1930,0.0
2,3,AA,LGA,1130,0.0
2,3,AA,LGA,930,0.0
2,3,AA,LGA,1830,6.0
2,3,AA,LGA,1335,0.0
2,3,AA,JFK,1725,0.0
2,3,AA,LGA,830,0.0
2,3,AA,LGA,1430,38.0
2,3,AA,LGA,730,0.0
2,3,AA,LGA,1630,0.0
2,3,AA,LGA,1030,13.0
2,3,AA,LGA,600,0.0
2,3,AA,LGA,1730,0.0
2,3,AA,LGA,1230,4.0
2,3,MQ,HPN,1703,42.0
2,3,MQ,HPN,1202,10.0
2,3,MQ,HPN,700,157.0
2,3,B6,JFK,630,0.0
2,3,B6,JFK,1310,0.0
2,3,B6,JFK,2130,0.0
2,3,DL,LGA,730,32.0
2,3,DL,LGA,1425,24.0
2,3,DL,LGA,600,0.0
2,3,DL,LGA,830,23.0
2,3,DL,LGA,2045,0.0
2,3,DL,LGA,1615,0.0
2,3,DL,LGA,1130,0.0
2,3,DL,LGA,1820,0.0
2,3,OO,JFK,1650,8.0
2,3,OO,JFK,900,0.0
2,3,OO,JFK,1800,17.0
2,3,OO,JFK,1230,0.0
2,3,OO,LGA,1400,0.0
2,3,OO,LGA,1915,0.0
2,3,OO,LGA,1300,38.0
2,3,OO,HPN,1829,0.0
2,3,OO,HPN,1200,0.0
2,3,OO,HPN,620,7.0
2,3,UA,LGA,1100,0.0
2,3,UA,LGA,900,10.0
2,3,UA,LGA,800,64.0
2,3,UA,LGA,1659,40.0
2,3,UA,LGA,1000,16.0
2,3,UA,LGA,2100,0.0
2,3,UA,LGA,629,0.0
2,3,UA,LGA,1800,1.0
2,3,UA,LGA,1500,0.0
2,4,AA,JFK,900,0.0
2,4,AA,LGA,930,0.0
2,4,AA,JFK,1725,0.0
2,4,AA,LGA,1730,0.0
2,4,AA,LGA,1830,88.0
2,4,AA,LGA,1030,8.0
2,4,AA,LGA,600,0.0
2,4,AA,LGA,1630,0.0
2,4,AA,LGA,1430,47.0
2,4,AA,LGA,1230,0.0
2,4,AA,LGA,1335,52.0
2,4,AA,LGA,730,0.0
2,4,MQ,HPN,1703,88.0
2,4,MQ,HPN,700,0.0
2,4,MQ,HPN,1202,17.0
2,4,B6,JFK,730,0.0
2,4,DL,LGA,2045,138.0
2,4,DL,LGA,830,0.0
2,4,DL,LGA,1610,5.0
2,4,DL,LGA,730,0.0
2,4,DL,LGA,1425,0.0
2,4,DL,LGA,1130,83.0
2,4,DL,LGA,600,0.0
2,4,DL,LGA,1820,27.0
2,4,OO,JFK,1650,0.0
2,4,OO,JFK,1800,23.0
2,4,OO,JFK,1230,0.0
2,4,OO,JFK,900,0.0
2,4,OO,LGA,1915,0.0
2,4,OO,LGA,1300,13.0
2,4,OO,LGA,1400,0.0
2,4,UA,LGA,1100,3.0
2,4,UA,LGA,900,0.0
2,4,UA,LGA,800,10.0
2,4,UA,LGA,2100,58.0
2,4,UA,LGA,629,0.0
2,4,UA,LGA,1800,28.0
2,4,UA,LGA,1500,0.0
2,4,UA,LGA,1659,84.0
2,5,AA,LGA,600,0.0
2,5,AA,LGA,930,69.0
2,5,AA,LGA,1130,0.0
2,5,AA,JFK,900,0.0
2,5,AA,LGA,730,0.0
2,5,AA,LGA,1430,16.0
2,5,AA,JFK,1725,0.0
2,5,AA,LGA,1335,0.0
2,5,AA,LGA,1030,0.0
2,5,AA,LGA,1830,72.0
2,5,AA,LGA,1630,27.0
2,5,AA,LGA,1930,151.0
2,5,AA,LGA,1230,0.0
2,5,AA,LGA,1730,11.0
2,5,MQ,HPN,1202,5.0
2,5,MQ,HPN,700,33.0
2,5,MQ,HPN,1703,4.0
2,5,B6,JFK,730,0.0
2,5,DL,LGA,2045,81.0
2,5,DL,LGA,1425,78.0
2,5,DL,LGA,1610,20.0
2,5,DL,LGA,830,0.0
2,5,DL,LGA,1130,5.0
2,5,DL,LGA,1820,40.0
2,5,DL,LGA,600,0.0
2,5,OO,JFK,1800,10.0
2,5,OO,JFK,1230,23.0
2,5,OO,JFK,900,0.0
2,5,OO,JFK,1650,0.0
2,5,OO,LGA,1300,24.0
2,5,OO,LGA,1400,72.0
2,5,OO,HPN,1200,0.0
2,5,OO,HPN,620,6.0
2,5,OO,HPN,1829,0.0
2,5,UA,LGA,1100,80.0
2,5,UA,LGA,1659,101.0
2,5,UA,LGA,900,0.0
2,5,UA,LGA,1000,0.0
2,5,UA,LGA,800,0.0
2,5,UA,LGA,1500,58.0
2,5,UA,LGA,1800,160.0
2,5,UA,LGA,629,0.0
2,6,AA,LGA,1130,28.0
2,6,AA,LGA,1930,0.0
2,6,AA,JFK,1725,0.0
2,6,AA,JFK,900,0.0
2,6,AA,LGA,1730,166.0
2,6,AA,LGA,1335,0.0
2,6,MQ,HPN,700,15.0
2,6,MQ,HPN,1202,0.0
2,6,MQ,HPN,1703,0.0
2,6,YX,LGA,1235,0.0
2,6,B6,JFK,730,0.0
2,6,DL,LGA,830,0.0
2,6,DL,LGA,1600,0.0
2,6,DL,LGA,1130,0.0
2,6,DL,LGA,1330,0.0
2,6,OO,JFK,1650,40.0
2,6,OO,JFK,1800,0.0
2,6,OO,JFK,900,13.0
2,6,OO,JFK,1230,5.0
2,6,OO,LGA,1800,42.0
2,6,OO,HPN,1829,0.0
2,6,UA,LGA,1304,0.0
2,6,UA,LGA,800,0.0
2,6,UA,LGA,900,2.0
2,6,UA,LGA,1659,11.0
2,6,UA,LGA,1000,0.0
2,6,UA,LGA,629,0.0
2,6,UA,LGA,2100,0.0
2,7,AA,LGA,730,0.0
2,7,AA,LGA,1430,0.0
2,7,AA,JFK,900,41.0
2,7,AA,LGA,1230,8.0
2,7,AA,LGA,1130,0.0
2,7,AA,JFK,1725,18.0
2,7,AA,LGA,930,0.0
2,7,AA,LGA,1335,3.0
2,7,AA,LGA,1930,0.0
2,7,AA,LGA,1830,0.0
2,7,AA,LGA,600,0.0
2,7,AA,LGA,1030,0.0
2,7,AA,LGA,830,0.0
2,7,AA,LGA,1630,0.0
2,7,AA,LGA,1730,0.0
2,7,MQ,HPN,1202,0.0
2,7,MQ,HPN,1703,0.0
2,7,MQ,HPN,700,32.0
2,7,B6,JFK,730,0.0
2,7,DL,LGA,1610,0.0
2,7,DL,LGA,1125,7.0
2,7,DL,LGA,2045,0.0
2,7,DL,LGA,830,0.0
2,7,DL,LGA,1430,0.0
2,7,DL,LGA,1820,17.0
2,7,OO,JFK,1230,0.0
2,7,OO,JFK,900,10.0
2,7,OO,JFK,1800,0.0
2,7,OO,JFK,1650,0.0
2,7,OO,LGA,1300,0.0
2,7,OO,LGA,1400,6.0
2,7,OO,LGA,1915,0.0
2,7,OO,HPN,1200,0.0
2,7,OO,HPN,620,0.0
2,7,OO,HPN,1829,0.0
2,7,UA,LGA,800,0.0
2,7,UA,LGA,1800,0.0
2,7,UA,LGA,2100,1.0
2,7,UA,LGA,629,0.0
2,7,UA,LGA,900,0.0
2,7,UA,LGA,1500,0.0
2,7,UA,LGA,1659,0.0
2,7,UA,LGA,1100,41.0
2,7,UA,LGA,1000,1.0
2,1,AA,LGA,930,0.0
2,1,AA,LGA,1930,24.0
2,1,AA,JFK,900,0.0
2,1,AA,LGA,1130,0.0
2,1,AA,LGA,730,0.0
2,1,AA,LGA,1430,0.0
2,1,AA,LGA,1230,124.0
2,1,AA,LGA,1030,11.0
2,1,AA,LGA,1730,11.0
2,1,AA,LGA,830,0.0
2,1,AA,LGA,1630,0.0
2,1,AA,LGA,1335,0.0
2,1,AA,LGA,600,0.0
2,1,AA,LGA,1830,30.0
2,1,AA,JFK,1725,20.0
2,1,MQ,HPN,1703,0.0
2,1,MQ,HPN,1202,3.0
2,1,MQ,HPN,700,0.0
2,1,B6,JFK,730,1.0
2,1,DL,LGA,2045,0.0
2,1,DL,LGA,1130,1.0
2,1,DL,LGA,1820,0.0
2,1,DL,LGA,600,0.0
2,1,DL,LGA,730,0.0
2,1,DL,LGA,1425,0.0
2,1,DL,LGA,1610,0.0
2,1,DL,LGA,830,0.0
2,1,OO,JFK,900,0.0
2,1,OO,JFK,1800,11.0
2,1,OO,JFK,1230,5.0
2,1,OO,JFK,1650,0.0
2,1,OO,LGA,1300,0.0
