MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,CRS_DEP_TIME,DEP_DELAY_NEW
10,3,OO,HPN,620,0.0
10,3,OO,HPN,1200,0.0
10,3,OO,HPN,1805,0.0
10,3,UA,LGA,800,0.0
10,3,UA,LGA,1500,0.0
10,3,UA,LGA,630,0.0
10,3,UA,LGA,900,0.0
10,3,UA,LGA,1815,0.0
10,3,UA,LGA,2100,0.0
10,3,UA,LGA,1005,0.0
10,3,YX,LGA,700,0.0
10,4,AA,JFK,900,14.0
10,4,AA,LGA,600,0.0
10,4,AA,JFK,1552,0.0
10,4,AA,LGA,1130,0.0
10,4,AA,LGA,930,0.0
10,4,AA,LGA,1630,0.0
10,4,AA,LGA,830,0.0
10,4,AA,LGA,1530,4.0
10,4,AA,LGA,1930,0.0
10,4,AA,LGA,1343,8.0
10,4,AA,LGA,2030,0.0
10,4,AA,LGA,730,0.0
10,4,AA,LGA,1430,55.0
10,4,AA,LGA,1730,38.0
10,4,AA,LGA,1030,0.0
10,4,AA,LGA,1830,5.0
10,4,OO,HPN,1200,112.0
10,4,OO,HPN,705,0.0
10,4,OO,HPN,1630,0.0
10,4,B6,JFK,1336,0.0
10,4,B6,JFK,800,0.0
10,4,B6,JFK,1729,0.0
10,4,9E,JFK,1555,0.0
10,4,9E,JFK,1200,0.0
10,4,9E,JFK,815,0.0
10,4,DL,LGA,735,0.0
10,4,DL,LGA,1130,0.0
10,4,DL,LGA,1830,7.0
10,4,DL,LGA,610,0.0
10,4,DL,LGA,1325,0.0
10,4,DL,LGA,1635,0.0
10,4,DL,LGA,850,1.0
10,4,DL,LGA,2035,25.0
10,4,YX,JFK,1929,0.0
10,4,OO,LGA,1656,0.0
10,4,OO,LGA,1915,0.0
10,4,OO,LGA,1300,0.0
10,4,OO,LGA,1107,0.0
10,4,OO,HPN,620,0.0
10,4,OO,HPN,1200,0.0
10,4,OO,HPN,1805,2.0
10,4,UA,LGA,1500,0.0
10,4,UA,LGA,800,0.0
10,4,UA,LGA,900,0.0
10,4,UA,LGA,1815,0.0
10,4,UA,LGA,1005,0.0
10,4,UA,LGA,630,0.0
10,4,UA,LGA,2100,0.0
10,4,YX,LGA,700,0.0
10,5,AA,JFK,900,0.0
10,5,AA,JFK,1552,2.0
10,5,AA,LGA,830,0.0
10,5,AA,LGA,1130,2.0
10,5,AA,LGA,930,0.0
10,5,AA,LGA,1030,17.0
10,5,AA,LGA,1930,0.0
10,5,AA,LGA,1343,17.0
10,5,AA,LGA,2030,0.0
10,5,AA,LGA,730,0.0
10,5,AA,LGA,600,0.0
10,5,AA,LGA,1430,0.0
10,5,AA,LGA,1830,115.0
10,5,AA,LGA,1530,0.0
10,5,AA,LGA,1730,0.0
10,5,OO,HPN,1200,0.0
10,5,OO,HPN,1630,6.0
10,5,OO,HPN,705,0.0
10,5,B6,JFK,1336,0.0
10,5,B6,JFK,800,0.0
10,5,B6,JFK,1729,0.0
10,5,9E,JFK,1555,0.0
10,5,9E,JFK,1200,6.0
10,5,9E,JFK,815,0.0
10,5,DL,LGA,1635,0.0
10,5,DL,LGA,610,0.0
10,5,DL,LGA,1325,0.0
10,5,DL,LGA,850,0.0
10,5,DL,LGA,735,0.0
10,5,DL,LGA,1130,0.0
10,5,DL,LGA,2035,0.0
10,5,DL,LGA,1830,0.0
10,5,YX,JFK,1929,0.0
10,5,OO,LGA,1107,0.0
10,5,OO,LGA,1915,0.0
10,5,OO,LGA,1656,0.0
10,5,OO,LGA,1300,0.0
10,5,OO,HPN,620,0.0
10,5,OO,HPN,1200,13.0
10,5,OO,HPN,1805,0.0
10,5,UA,LGA,800,0.0
10,5,UA,LGA,1500,0.0
10,5,UA,LGA,900,0.0
10,5,UA,LGA,1815,0.0
10,5,UA,LGA,1005,0.0
10,5,UA,LGA,630,0.0
10,5,UA,LGA,2100,0.0
10,5,YX,LGA,700,0.0
10,6,AA,LGA,600,0.0
10,6,AA,JFK,900,0.0
10,6,AA,LGA,1130,0.0
10,6,AA,LGA,930,0.0
10,6,AA,LGA,1630,1.0
10,6,AA,LGA,730,0.0
10,6,AA,LGA,1430,0.0
10,6,AA,LGA,1330,0.0
10,6,AA,LGA,1930,0.0
10,6,AA,JFK,1552,8.0
10,6,OO,HPN,705,0.0
10,6,OO,HPN,1630,0.0
10,6,OO,HPN,1200,0.0
10,6,B6,JFK,1336,0.0
10,6,B6,JFK,800,0.0
10,6,B6,JFK,1729,13.0
10,6,9E,JFK,815,0.0
10,6,9E,JFK,1159,2.0
10,6,9E,JFK,1555,0.0
10,6,DL,LGA,1425,0.0
10,6,DL,LGA,1830,0.0
10,6,DL,LGA,850,0.0
10,6,DL,LGA,1130,0.0
10,6,YX,JFK,1929,0.0
10,6,OO,LGA,1915,0.0
10,6,OO,LGA,1300,0.0
10,6,OO,LGA,1005,0.0
10,6,OO,LGA,1656,0.0
10,6,OO,HPN,1805,5.0
10,6,OO,HPN,620,0.0
10,6,UA,LGA,1500,0.0
10,6,UA,LGA,800,0.0
10,6,UA,LGA,900,0.0
10,6,UA,LGA,1815,0.0
10,6,UA,LGA,630,0.0
10,6,YX,LGA,700,0.0
10,7,AA,LGA,1930,0.0
10,7,AA,LGA,1030,0.0
10,7,AA,LGA,1230,0.0
10,7,AA,LGA,930,51.0
10,7,AA,LGA,1630,4.0
10,7,AA,LGA,1130,0.0
10,7,AA,JFK,1552,0.0
10,7,AA,LGA,730,0.0
10,7,AA,LGA,1430,15.0
10,7,AA,LGA,1530,0.0
10,7,AA,LGA,600,0.0
10,7,AA,LGA,1730,52.0
10,7,AA,LGA,1343,0.0
10,7,AA,LGA,2030,0.0
10,7,AA,LGA,1830,0.0
10,7,AA,LGA,800,0.0
10,7,OO,HPN,1630,52.0
10,7,OO,HPN,1200,0.0
10,7,OO,HPN,705,0.0
10,7,B6,JFK,800,4.0
10,7,B6,JFK,1336,3.0
10,7,B6,JFK,1729,5.0
10,7,9E,JFK,815,0.0
10,7,9E,JFK,1200,0.0
10,7,9E,JFK,1555,0.0
10,7,DL,LGA,850,0.0
10,7,DL,LGA,1325,32.0
10,7,DL,LGA,2035,2.0
10,7,DL,LGA,1635,0.0
10,7,DL,LGA,1130,9.0
10,7,DL,LGA,1830,0.0
10,7,YX,JFK,1929,0.0
10,7,OO,LGA,1915,0.0
10,7,OO,LGA,1656,0.0
10,7,OO,LGA,1300,0.0
10,7,OO,LGA,1107,32.0
10,7,OO,HPN,620,0.0
10,7,OO,HPN,1200,0.0
10,7,OO,HPN,1805,0.0
10,7,UA,LGA,800,0.0
10,7,UA,LGA,2100,0.0
10,7,UA,LGA,1500,0.0
10,7,UA,LGA,1815,2.0
10,7,UA,LGA,900,0.0
10,7,UA,LGA,1005,0.0
10,7,UA,LGA,630,0.0
10,7,YX,LGA,700,0.0
10,1,AA,JFK,900,0.0
10,1,AA,JFK,1552,0.0
10,1,AA,LGA,2030,30.0
10,1,AA,LGA,1530,73.0
10,1,AA,LGA,1130,0.0
10,1,AA,LGA,930,0.0
10,1,AA,LGA,600,0.0
10,1,AA,LGA,1230,4.0
10,1,AA,LGA,730,0.0
10,1,AA,LGA,1930,0.0
10,1,AA,LGA,1430,0.0
10,1,AA,LGA,1630,5.0
10,1,AA,LGA,1730,48.0
10,1,AA,LGA,1343,0.0
10,1,AA,LGA,1830,41.0
10,1,AA,LGA,830,65.0
10,1,AA,LGA,1030,0.0
10,1,OO,HPN,705,0.0
10,1,OO,HPN,1200,95.0
10,1,OO,HPN,1630,0.0
10,1,B6,JFK,800,0.0
10,1,B6,JFK,1336,0.0
10,1,B6,JFK,1729,22.0
10,1,9E,JFK,815,0.0
10,1,9E,JFK,1200,0.0
10,1,9E,JFK,1555,10.0
10,1,DL,LGA,850,0.0
10,1,DL,LGA,2035,7.0
10,1,DL,LGA,735,0.0
10,1,DL,LGA,1635,0.0
10,1,DL,LGA,1130,1.0
10,1,DL,LGA,1830,21.0
10,1,DL,LGA,610,0.0
10,1,DL,LGA,1325,0.0
10,1,YX,JFK,1929,0.0
10,1,OO,LGA,1107,0.0
10,1,OO,LGA,1300,0.0
10,1,OO,LGA,1656,0.0
10,1,OO,LGA,1915,0.0
10,1,OO,LGA,1815,0.0
10,1,OO,HPN,1200,0.0
10,1,OO,HPN,1805,0.0
10,1,OO,HPN,620,0.0
10,1,UA,LGA,800,0.0
10,1,UA,LGA,1500,0.0
10,1,UA,LGA,630,0.0
10,1,UA,LGA,900,0.0
10,1,UA,LGA,1005,0.0
10,1,UA,LGA,2100,0.0
10,1,YX,LGA,700,0.0
10,2,AA,JFK,900,0.0
10,2,AA,LGA,1930,74.0
10,2,AA,LGA,730,0.0
10,2,AA,LGA,1130,129.0
10,2,AA,LGA,1230,108.0
10,2,AA,LGA,600,95.0
10,2,AA,LGA,1830,16.0
10,2,AA,LGA,1343,109.0
10,2,AA,LGA,2030,0.0
10,2,AA,LGA,1430,175.0
10,2,AA,LGA,1630,72.0
10,2,AA,LGA,1730,66.0
10,2,AA,LGA,830,4.0
10,2,AA,LGA,1530,137.0
10,2,OO,HPN,1630,0.0
10,2,OO,HPN,705,0.0
10,2,B6,JFK,1336,0.0
10,2,B6,JFK,1729,0.0
10,2,9E,JFK,1200,0.0
10,2,9E,JFK,815,0.0
10,2,9E,JFK,1555,38.0
10,2,DL,LGA,735,0.0
10,2,DL,LGA,1830,180.0
10,2,DL,LGA,610,84.0
10,2,DL,LGA,850,0.0
10,2,DL,LGA,1635,134.0
10,2,YX,JFK,1929,0.0
10,2,OO,LGA,1656,67.0
10,2,OO,LGA,1915,0.0
10,2,OO,HPN,1200,158.0
10,2,OO,HPN,620,0.0
10,2,OO,HPN,1805,0.0
10,2,UA,LGA,800,0.0
10,2,UA,LGA,1500,72.0
10,2,UA,LGA,900,0.0
10,2,UA,LGA,1815,101.0
10,2,UA,LGA,630,0.0
10,2,UA,LGA,2100,0.0
10,2,YX,LGA,700,0.0
10,3,AA,JFK,900,0.0
10,3,AA,JFK,1552,16.0
10,3,AA,LGA,1230,87.0
10,3,AA,LGA,1130,51.0
10,3,AA,LGA,1930,2.0
10,3,AA,LGA,1730,0.0
10,3,AA,LGA,1430,22.0
10,3,AA,LGA,830,0.0
10,3,AA,LGA,1530,0.0
10,3,AA,LGA,600,0.0
10,3,AA,LGA,1630,13.0
10,3,AA,LGA,730,0.0
10,3,AA,LGA,1343,58.0
10,3,AA,LGA,2030,66.0
10,3,AA,LGA,1030,0.0
10,3,AA,LGA,1830,13.0
10,3,OO,HPN,1200,1.0
10,3,OO,HPN,1630,0.0
10,3,B6,JFK,800,166.0
10,3,B6,JFK,1336,10.0
10,3,B6,JFK,1729,9.0
10,3,9E,JFK,815,5.0
10,3,9E,JFK,1555,4.0
10,3,9E,JFK,1200,0.0
10,3,DL,LGA,1830,13.0
10,3,DL,LGA,610,0.0
10,3,DL,LGA,1325,0.0
10,3,DL,LGA,1130,0.0
10,3,DL,LGA,735,0.0
10,3,DL,LGA,2035,1.0
10,3,DL,LGA,1635,45.0
10,3,YX,JFK,1929,0.0
10,3,OO,LGA,1915,125.0
10,3,OO,LGA,1656,0.0
10,3,OO,LGA,1300,159.0
10,3,OO,LGA,1107,60.0
10,3,OO,HPN,1200,0.0
10,3,OO,HPN,1805,117.0
10,3,UA,LGA,800,0.0
10,3,UA,LGA,1500,53.0
10,3,UA,LGA,900,0.0
10,3,UA,LGA,1815,16.0
10,3,UA,LGA,630,0.0
10,3,UA,LGA,2100,0.0
10,3,UA,LGA,1005,13.0
10,3,YX,LGA,700,0.0
10,4,AA,LGA,1430,0.0
10,4,AA,LGA,1930,0.0
10,4,AA,LGA,930,0.0
10,4,AA,LGA,1130,0.0
10,4,AA,LGA,1230,0.0
10,4,AA,LGA,1630,0.0
10,4,AA,LGA,1830,1.0
10,4,AA,LGA,1030,0.0
10,4,AA,JFK,1552,30.0
10,4,AA,LGA,600,0.0
10,4,AA,LGA,1343,0.0
10,4,AA,LGA,2030,0.0
10,4,AA,LGA,830,0.0
10,4,AA,LGA,1530,37.0
10,4,AA,LGA,730,0.0
10,4,AA,JFK,900,0.0
10,4,AA,LGA,1730,0.0
10,4,OO,HPN,1630,0.0
10,4,OO,HPN,1200,0.0
10,4,OO,HPN,705,0.0
10,4,B6,JFK,800,0.0
10,4,B6,JFK,1336,5.0
10,4,B6,JFK,1729,0.0
10,4,9E,JFK,1555,0.0
10,4,9E,JFK,815,0.0
10,4,9E,JFK,1200,0.0
10,4,DL,LGA,1130,0.0
10,4,DL,LGA,1830,0.0
10,4,DL,LGA,735,0.0
10,4,DL,LGA,1325,0.0
10,4,DL,LGA,2035,20.0
10,4,DL,LGA,610,0.0
10,4,DL,LGA,850,0.0
10,4,DL,LGA,1635,0.0
10,4,YX,JFK,1929,0.0
10,4,OO,LGA,1300,0.0
10,4,OO,LGA,1656,0.0
10,4,OO,LGA,1915,0.0
10,4,OO,LGA,1107,0.0
10,4,OO,HPN,620,0.0
10,4,OO,HPN,1200,0.0
10,4,OO,HPN,1805,0.0
10,4,UA,LGA,1815,0.0
10,4,UA,LGA,1500,0.0
10,4,UA,LGA,800,0.0
10,4,UA,LGA,900,0.0
10,4,UA,LGA,1005,0.0
10,4,UA,LGA,630,0.0
10,4,UA,LGA,2100,3.0
10,4,YX,LGA,700,0.0
10,5,AA,LGA,1130,3.0
10,5,AA,LGA,930,10.0
10,5,AA,LGA,1230,0.0
10,5,AA,LGA,1630,0.0
10,5,AA,LGA,1430,0.0
10,5,AA,LGA,2030,22.0
10,5,AA,LGA,1930,0.0
10,5,AA,LGA,730,0.0
10,5,AA,LGA,1030,94.0
10,5,AA,LGA,1343,0.0
10,5,AA,LGA,1530,0.0
10,5,AA,LGA,1730,33.0
10,5,AA,JFK,900,0.0
10,5,AA,JFK,1552,0.0
10,5,AA,LGA,600,0.0
10,5,AA,LGA,1830,0.0
10,5,OO,HPN,1200,0.0
10,5,OO,HPN,705,16.0
10,5,OO,HPN,1630,0.0
10,5,B6,JFK,1336,0.0
10,5,B6,JFK,800,0.0
10,5,B6,JFK,1729,0.0
10,5,9E,JFK,1200,0.0
10,5,9E,JFK,815,0.0
10,5,9E,JFK,1555,0.0
10,5,DL,LGA,610,0.0
10,5,DL,LGA,850,0.0
10,5,DL,LGA,2035,16.0
10,5,DL,LGA,1635,0.0
10,5,DL,LGA,1130,65.0
10,5,DL,LGA,1830,23.0
10,5,DL,LGA,735,0.0
10,5,DL,LGA,1325,0.0
10,5,YX,JFK,1929,0.0
10,5,OO,LGA,1656,0.0
10,5,OO,LGA,1107,0.0
10,5,OO,LGA,1300,0.0
10,5,OO,LGA,1915,0.0
10,5,OO,HPN,620,0.0
10,5,OO,HPN,1805,0.0
10,5,OO,HPN,1200,0.0
10,5,UA,LGA,1815,0.0
10,5,UA,LGA,800,0.0
10,5,UA,LGA,1500,0.0
10,5,UA,LGA,900,0.0
10,5,UA,LGA,630,0.0
10,5,UA,LGA,1005,0.0
10,5,UA,LGA,2100,0.0
10,5,YX,LGA,700,0.0
10,6,AA,JFK,900,0.0
10,6,AA,JFK,1552,0.0
10,6,AA,LGA,1330,0.0
10,6,AA,LGA,1130,24.0
10,6,AA,LGA,730,0.0
10,6,AA,LGA,930,16.0
10,6,AA,LGA,1630,0.0
10,6,AA,LGA,600,0.0
10,6,AA,LGA,1930,0.0
10,6,AA,LGA,1430,61.0
10,6,OO,HPN,1200,29.0
10,6,OO,HPN,705,0.0
10,6,OO,HPN,1630,13.0
10,6,B6,JFK,800,0.0
10,6,B6,JFK,1336,79.0
10,6,B6,JFK,1729,6.0
10,6,9E,JFK,815,0.0
10,6,9E,JFK,1555,22.0
10,6,9E,JFK,1159,1.0
10,6,DL,LGA,1830,0.0
10,6,DL,LGA,1130,0.0
10,6,DL,LGA,850,0.0
10,6,YX,JFK,1929,0.0
10,6,OO,LGA,1656,0.0
10,6,OO,LGA,1300,0.0
10,6,OO,LGA,1915,0.0
10,6,OO,HPN,1805,7.0
10,6,OO,HPN,620,20.0
10,6,UA,LGA,1815,0.0
10,6,UA,LGA,800,0.0
10,6,UA,LGA,1500,0.0
10,6,UA,LGA,900,0.0
10,6,UA,LGA,630,0.0
10,6,UA,LGA,1005,0.0
10,6,YX,LGA,700,0.0
10,7,AA,JFK,900,0.0
10,7,AA,JFK,1552,0.0
10,7,AA,LGA,2030,18.0
10,7,AA,LGA,930,0.0
10,7,AA,LGA,1130,0.0
10,7,AA,LGA,1230,0.0
10,7,AA,LGA,1030,0.0
10,7,AA,LGA,730,0.0
10,7,AA,LGA,1430,0.0
10,7,AA,LGA,1343,0.0
10,7,AA,LGA,1630,2.0
10,7,AA,LGA,600,0.0
10,7,AA,LGA,1830,0.0
10,7,AA,LGA,800,0.0
10,7,AA,LGA,1930,27.0
10,7,AA,LGA,1530,0.0
10,7,AA,LGA,1730,21.0
10,7,OO,HPN,705,0.0
10,7,OO,HPN,1630,0.0
10,7,OO,HPN,1200,7.0
10,7,B6,JFK,2100,4.0
10,7,B6,JFK,630,16.0
10,7,B6,JFK,1300,0.0
10,7,9E,JFK,830,0.0
10,7,9E,JFK,1505,0.0
10,7,9E,JFK,1200,0.0
10,7,DL,LGA,1830,0.0
10,7,DL,LGA,2035,4.0
10,7,DL,LGA,850,0.0
10,7,DL,LGA,1130,0.0
10,7,DL,LGA,1325,0.0
10,7,DL,LGA,1635,4.0
10,7,YX,JFK,1929,0.0
10,7,OO,LGA,1400,0.0
10,7,OO,LGA,1105,0.0
10,7,OO,LGA,1915,0.0
10,7,OO,HPN,1829,0.0
10,7,OO,HPN,620,32.0
10,7,OO,HPN,1200,0.0
10,7,UA,LGA,2100,0.0
10,7,UA,LGA,1300,0.0
10,7,UA,LGA,1500,0.0
10,7,UA,LGA,800,0.0
10,7,UA,LGA,600,0.0
10,7,UA,LGA,1810,5.0
10,7,UA,LGA,900,0.0
10,7,UA,LGA,1005,0.0
10,7,UA,LGA,1659,0.0
10,1,AA,LGA,1230,0.0
10,1,AA,JFK,1552,0.0
10,1,AA,LGA,930,0.0
10,1,AA,JFK,900,73.0
10,1,AA,LGA,1630,0.0
10,1,AA,LGA,1130,0.0
10,1,AA,LGA,1929,0.0
10,1,AA,LGA,730,0.0
10,1,AA,LGA,1030,0.0
10,1,AA,LGA,1430,0.0
10,1,AA,LGA,600,0.0
10,1,AA,LGA,830,0.0
10,1,AA,LGA,2030,0.0
10,1,AA,LGA,1530,21.0
10,1,AA,LGA,1343,0.0
10,1,AA,LGA,1730,0.0
10,1,AA,LGA,1830,0.0
10,1,OO,HPN,705,0.0
10,1,OO,HPN,1630,0.0
10,1,OO,HPN,1200,0.0
10,1,B6,JFK,2100,22.0
10,1,B6,JFK,1300,0.0
10,1,B6,JFK,630,0.0
10,1,9E,JFK,830,0.0
10,1,9E,JFK,1505,0.0
10,1,9E,JFK,1200,0.0
10,1,DL,LGA,1830,0.0
10,1,DL,LGA,1635,0.0
10,1,DL,LGA,1130,0.0
10,1,DL,LGA,1325,0.0
10,1,DL,LGA,850,0.0
10,1,DL,LGA,2035,0.0
10,1,DL,LGA,610,0.0
10,1,DL,LGA,735,0.0
10,1,YX,JFK,1929,0.0
10,1,OO,LGA,1400,0.0
10,1,OO,LGA,1915,0.0
10,1,OO,LGA,1105,0.0
10,1,OO,HPN,1200,0.0
10,1,OO,HPN,620,0.0
10,1,OO,HPN,1829,0.0
10,1,UA,LGA,1300,0.0
10,1,UA,LGA,800,0.0
10,1,UA,LGA,900,0.0
10,1,UA,LGA,1500,0.0
10,1,UA,LGA,2100,0.0
10,1,UA,LGA,1810,0.0
10,1,UA,LGA,1005,0.0
10,1,UA,LGA,1659,0.0
10,1,UA,LGA,600,0.0
11,2,AA,LGA,2030,0.0
11,2,AA,JFK,1552,0.0
11,2,AA,JFK,900,0.0
11,2,AA,LGA,1929,78.0
11,2,AA,LGA,1230,0.0
11,2,AA,LGA,930,0.0
11,2,AA,LGA,830,159.0
11,2,AA,LGA,1130,43.0
11,2,AA,LGA,730,0.0
11,2,AA,LGA,1830,0.0
11,2,AA,LGA,1030,0.0
11,2,AA,LGA,1630,0.0
11,2,AA,LGA,1730,0.0
11,2,AA,LGA,1343,0.0
11,2,AA,LGA,600,0.0
11,2,AA,LGA,1530,16.0
11,2,AA,LGA,1430,0.0
11,2,OO,HPN,1200,0.0
11,2,OO,HPN,705,0.0
11,2,OO,HPN,1630,0.0
11,2,B6,JFK,630,0.0
11,2,B6,JFK,1300,0.0
11,2,B6,JFK,2100,0.0
11,2,9E,JFK,1455,0.0
11,2,9E,JFK,1200,0.0
11,2,9E,JFK,829,3.0
11,2,DL,LGA,850,0.0
11,2,DL,LGA,1130,0.0
11,2,DL,LGA,2035,0.0
11,2,DL,LGA,610,0.0
11,2,DL,LGA,735,0.0
11,2,DL,LGA,1325,0.0
11,2,DL,LGA,1635,10.0
11,2,DL,LGA,1830,5.0
11,2,YX,JFK,1859,0.0
11,2,OO,LGA,1400,0.0
11,2,OO,LGA,1915,0.0
11,2,OO,LGA,1105,0.0
11,2,OO,HPN,1829,0.0
11,2,OO,HPN,1200,28.0
11,2,OO,HPN,620,0.0
11,2,UA,LGA,800,0.0
11,2,UA,LGA,629,0.0
11,2,UA,LGA,1300,0.0
11,2,UA,LGA,1810,0.0
11,2,UA,LGA,1500,0.0
11,2,UA,LGA,1005,0.0
11,2,UA,LGA,1659,0.0
11,2,UA,LGA,900,0.0
11,2,YX,LGA,2100,77.0
11,3,AA,JFK,900,0.0
11,3,AA,JFK,1552,0.0
11,3,AA,LGA,1430,5.0
11,3,AA,LGA,930,12.0
11,3,AA,LGA,1230,2.0
11,3,AA,LGA,1130,0.0
11,3,AA,LGA,1030,0.0
11,3,AA,LGA,1630,0.0
11,3,AA,LGA,1929,0.0
11,3,AA,LGA,1830,0.0
11,3,AA,LGA,1730,0.0
11,3,AA,LGA,1343,0.0
11,3,AA,LGA,2030,0.0
11,3,AA,LGA,600,0.0
11,3,AA,LGA,730,0.0
11,3,AA,LGA,830,0.0
11,3,AA,LGA,1530,0.0
11,3,OO,HPN,1630,28.0
11,3,OO,HPN,705,0.0
11,3,OO,HPN,1200,156.0
11,3,B6,JFK,1300,0.0
11,3,B6,JFK,630,0.0
11,3,B6,JFK,2100,0.0
11,3,9E,JFK,829,0.0
11,3,9E,JFK,1455,0.0
11,3,9E,JFK,1200,0.0
11,3,DL,LGA,735,0.0
11,3,DL,LGA,1130,0.0
11,3,DL,LGA,2035,0.0
11,3,DL,LGA,610,0.0
11,3,DL,LGA,1325,3.0
11,3,DL,LGA,1830,0.0
11,3,DL,LGA,850,0.0
11,3,DL,LGA,1635,0.0
11,3,YX,JFK,1859,0.0
11,3,OO,LGA,1300,0.0
11,3,OO,LGA,1105,0.0
11,3,OO,LGA,1915,0.0
11,3,OO,HPN,1829,0.0
11,3,OO,HPN,1200,37.0
11,3,UA,LGA,1810,0.0
11,3,UA,LGA,800,0.0
11,3,UA,LGA,629,0.0
11,3,UA,LGA,1500,0.0
11,3,UA,LGA,1005,0.0
11,3,UA,LGA,1659,0.0
11,3,UA,LGA,900,0.0
11,3,YX,LGA,2100,0.0
11,4,AA,JFK,900,0.0
11,4,AA,LGA,1130,0.0
11,4,AA,LGA,1430,0.0
11,4,AA,LGA,930,111.0
11,4,AA,LGA,1733,0.0
11,4,AA,LGA,1230,18.0
11,4,AA,LGA,1830,0.0
11,4,AA,LGA,1930,0.0
11,4,AA,LGA,1630,0.0
11,4,AA,LGA,1345,0.0
11,4,AA,LGA,730,0.0
11,4,AA,LGA,630,0.0
11,4,AA,JFK,1735,0.0
11,4,AA,LGA,1030,13.0
11,4,OO,HPN,1725,0.0
11,4,OO,HPN,700,0.0
11,4,OO,HPN,1202,0.0
11,4,B6,JFK,2100,0.0
11,4,B6,JFK,1300,0.0
11,4,B6,JFK,630,0.0
11,4,9E,JFK,1455,0.0
11,4,9E,JFK,829,0.0
11,4,9E,JFK,1200,0.0
11,4,DL,LGA,1635,0.0
11,4,DL,LGA,1325,0.0
11,4,DL,LGA,1830,0.0
11,4,DL,LGA,1130,0.0
11,4,DL,LGA,610,0.0
11,4,DL,LGA,850,7.0
11,4,DL,LGA,735,0.0
11,4,DL,LGA,2035,16.0
11,4,YX,JFK,1859,0.0
11,4,OO,LGA,1300,7.0
11,4,OO,LGA,1915,0.0
11,4,OO,LGA,1400,0.0
11,4,OO,LGA,1100,0.0
11,4,OO,HPN,1200,0.0
11,4,OO,HPN,1829,1.0
11,4,OO,HPN,620,0.0
11,4,UA,LGA,1810,0.0
11,4,UA,LGA,629,0.0
11,4,UA,LGA,800,0.0
11,4,UA,LGA,1500,0.0
11,4,UA,LGA,900,0.0
11,4,UA,LGA,1005,0.0
11,4,UA,LGA,1659,0.0
11,4,YX,LGA,2100,0.0
11,5,AA,LGA,1430,157.0
11,5,AA,LGA,730,0.0
11,5,AA,LGA,1130,48.0
11,5,AA,LGA,1733,3.0
11,5,AA,LGA,830,0.0
11,5,AA,LGA,630,0.0
11,5,AA,LGA,1345,29.0
11,5,AA,LGA,1930,53.0
11,5,AA,LGA,1630,53.0
11,5,AA,LGA,1230,20.0
11,5,AA,LGA,1830,116.0
11,5,AA,JFK,1735,31.0
11,5,OO,HPN,700,0.0
11,5,OO,HPN,1725,23.0
11,5,OO,HPN,1202,0.0
11,5,B6,JFK,630,0.0
11,5,B6,JFK,1300,2.0
11,5,B6,JFK,2100,0.0
11,5,9E,JFK,829,0.0
11,5,9E,JFK,1455,0.0
11,5,9E,JFK,1200,0.0
11,5,DL,LGA,735,0.0
11,5,DL,LGA,1325,78.0
11,5,DL,LGA,850,0.0
11,5,DL,LGA,1635,50.0
11,5,DL,LGA,610,0.0
11,5,DL,LGA,1830,70.0
11,5,DL,LGA,2035,146.0
11,5,YX,JFK,1859,0.0
11,5,OO,LGA,1915,59.0
11,5,OO,LGA,1105,162.0
11,5,OO,HPN,1829,0.0
11,5,OO,HPN,1200,0.0
11,5,OO,HPN,620,0.0
11,5,UA,LGA,800,0.0
11,5,UA,LGA,629,11.0
11,5,UA,LGA,1810,102.0
11,5,UA,LGA,1005,160.0
11,5,UA,LGA,1659,148.0
11,5,UA,LGA,900,0.0
11,5,YX,LGA,2100,0.0
11,6,AA,JFK,900,34.0
11,6,AA,LGA,1130,1.0
11,6,AA,LGA,930,0.0
11,6,AA,JFK,1735,93.0
11,6,AA,LGA,830,0.0
11,6,AA,LGA,1830,13.0
11,6,AA,LGA,1630,95.0
11,6,OO,HPN,700,92.0
11,6,OO,HPN,1202,179.0
11,6,B6,JFK,630,0.0
11,6,B6,JFK,2100,12.0
11,6,9E,JFK,1200,138.0
11,6,DL,LGA,1830,37.0
11,6,DL,LGA,850,75.0
11,6,DL,LGA,1130,1.0
11,6,YX,JFK,1859,0.0
11,6,OO,HPN,620,0.0
11,6,UA,LGA,629,3.0
11,7,AA,JFK,900,0.0
11,7,AA,LGA,630,0.0
11,7,AA,LGA,730,0.0
11,7,AA,LGA,1030,30.0
11,7,AA,LGA,1130,0.0
11,7,AA,LGA,1930,110.0
11,7,AA,LGA,1430,0.0
11,7,AA,LGA,930,0.0
11,7,AA,LGA,830,0.0
11,7,AA,LGA,1230,0.0
11,7,AA,LGA,1733,47.0
11,7,AA,JFK,1735,0.0
11,7,AA,LGA,1830,67.0
11,7,OO,HPN,1202,0.0
11,7,OO,HPN,700,0.0
11,7,OO,HPN,1725,37.0
11,7,B6,JFK,630,16.0
11,7,B6,JFK,1305,7.0
11,7,B6,JFK,2100,1.0
11,7,9E,JFK,829,0.0
11,7,9E,JFK,1200,0.0
11,7,9E,JFK,1455,0.0
11,7,DL,LGA,1635,0.0
11,7,DL,LGA,1130,0.0
11,7,DL,LGA,850,0.0
11,7,DL,LGA,1325,0.0
