Year,Month,Day,DayOfWeek,UniqueCarrier,Tai_lNum,Origin_Airport,Scheduled_Departure,Dep_Delay,Distance
2016,7,1,5,AA,N793AA,BOS,600,-6,187
2016,7,2,6,AA,N784AA,BOS,600,-6,187
2016,7,4,1,AA,N785AA,BOS,600,1,187
2016,7,5,2,AA,N790AA,BOS,600,-4,187
2016,7,6,3,AA,N799AA,BOS,600,-8,187
2016,7,7,4,AA,N786AA,BOS,600,-5,187
2016,7,8,5,AA,N787AA,BOS,600,-4,187
2016,7,9,6,AA,N788AA,BOS,600,-4,187
2016,7,11,1,AA,N799AA,BOS,600,-5,187
2016,7,12,2,AA,N798AA,BOS,600,-11,187
2016,7,13,3,AA,N796AA,BOS,600,-7,187
2016,7,14,4,AA,N790AA,BOS,600,40,187
2016,7,15,5,AA,N794AA,BOS,600,0,187
2016,7,16,6,AA,N799AA,BOS,600,-5,187
2016,7,18,1,AA,N796AA,BOS,600,-5,187
2016,7,19,2,AA,N784AA,BOS,600,-4,187
2016,7,20,3,AA,N786AA,BOS,600,-9,187
2016,7,21,4,AA,N790AA,BOS,600,105,187
2016,7,22,5,AA,N799AA,BOS,600,-7,187
2016,7,23,6,AA,N791AA,BOS,600,21,187
2016,7,27,3,AA,N797AA,BOS,600,-7,187
2016,7,28,4,AA,N792AA,BOS,600,-11,187
2016,7,29,5,AA,N783AA,BOS,600,-3,187
2016,7,30,6,AA,N787AA,BOS,600,48,187
2016,7,1,5,AA,N797AA,JFK,830,16,2475
2016,7,2,6,AA,N791AA,JFK,830,1,2475
2016,7,3,7,AA,N790AA,JFK,830,0,2475
2016,7,4,1,AA,N785AA,JFK,830,-3,2475
2016,7,5,2,AA,N786AA,JFK,830,44,2475
2016,7,6,3,AA,N799AA,JFK,830,-6,2475
2016,7,7,4,AA,N789AA,JFK,830,-2,2475
2016,7,8,5,AA,N787AA,JFK,830,-7,2475
2016,7,9,6,AA,N788AA,JFK,830,-3,2475
2016,7,10,7,AA,N783AA,JFK,830,1,2475
2016,7,11,1,AA,N799AA,JFK,830,-5,2475
2016,7,12,2,AA,N798AA,JFK,830,-7,2475
2016,7,13,3,AA,N796AA,JFK,830,1,2475
2016,7,14,4,AA,N790AA,JFK,830,6,2475
2016,7,15,5,AA,N794AA,JFK,830,-1,2475
2016,7,16,6,AA,N786AA,JFK,830,0,2475
2016,7,17,7,AA,N791AA,JFK,830,1,2475
2016,7,18,1,AA,N796AA,JFK,830,-3,2475
2016,7,20,3,AA,N786AA,JFK,830,-6,2475
2016,7,21,4,AA,N790AA,JFK,830,126,2475
2016,7,22,5,AA,N785AA,JFK,830,-2,2475
2016,7,23,6,AA,N791AA,JFK,830,2,2475
2016,7,24,7,AA,N788AA,JFK,830,29,2475
2016,7,25,1,AA,N792AA,JFK,830,-8,2475
2016,7,26,2,AA,N783AA,JFK,830,-8,2475
2016,7,27,3,AA,N797AA,JFK,830,4,2475
2016,7,28,4,AA,N792AA,JFK,830,-4,2475
2016,7,29,5,AA,N791AA,JFK,830,-6,2475
2016,7,30,6,AA,N798AA,JFK,830,43,2475
2016,7,31,7,AA,N799AA,JFK,830,89,2475
2016,7,1,5,AA,N783AA,LAX,900,222,2475
2016,7,2,6,AA,N790AA,LAX,900,-3,2475
2016,7,3,7,AA,N783AA,LAX,900,-3,2475
2016,7,4,1,AA,N784AA,LAX,900,-1,2475
2016,7,5,2,AA,N783AA,LAX,900,40,2475
2016,7,6,3,AA,N791AA,LAX,900,-3,2475
2016,7,7,4,AA,N798AA,LAX,900,114,2475
2016,7,8,5,AA,N784AA,LAX,900,6,2475
2016,7,9,6,AA,N796AA,LAX,900,-3,2475
2016,7,10,7,AA,N794AA,LAX,900,-8,2475
2016,7,11,1,AA,N792AA,LAX,900,-3,2475
2016,7,12,2,AA,N788AA,LAX,900,-6,2475
2016,7,13,3,AA,N797AA,LAX,900,-6,2475
2016,7,14,4,AA,N798AA,LAX,900,10,2475
2016,7,15,5,AA,N785AA,LAX,900,-2,2475
2016,7,16,6,AA,N784AA,LAX,900,-5,2475
2016,7,17,7,AA,N794AA,LAX,900,-7,2475
2016,7,18,1,AA,N795AA,LAX,900,13,2475
2016,7,19,2,AA,N783AA,LAX,900,-3,2475
2016,7,20,3,AA,N796AA,LAX,900,-4,2475
2016,7,21,4,AA,N791AA,LAX,900,3,2475
2016,7,22,5,AA,N792AA,LAX,900,0,2475
2016,7,23,6,AA,N799AA,LAX,900,-9,2475
2016,7,24,7,AA,N796AA,LAX,900,-7,2475
2016,7,26,2,AA,N798AA,LAX,900,-4,2475
2016,7,27,3,AA,N790AA,LAX,900,1,2475
2016,7,28,4,AA,N784AA,LAX,900,139,2475
2016,7,29,5,AA,N786AA,LAX,900,7,2475
2016,7,30,6,AA,N789AA,LAX,900,16,2475
2016,7,31,7,AA,N783AA,LAX,900,-4,2475
2016,7,1,5,AA,N793AA,JFK,1245,-4,2475
2016,7,2,6,AA,N798AA,JFK,1245,-3,2475
2016,7,3,7,AA,N793AA,JFK,1245,0,2475
2016,7,4,1,AA,N791AA,JFK,1245,-2,2475
2016,7,5,2,AA,N797AA,JFK,1245,-3,2475
2016,7,6,3,AA,N784AA,JFK,1245,4,2475
2016,7,7,4,AA,N790AA,JFK,1245,-2,2475
2016,7,8,5,AA,N794AA,JFK,1245,9,2475
2016,7,9,6,AA,N784AA,JFK,1245,-3,2475
2016,7,10,7,AA,N787AA,JFK,1245,-5,2475
2016,7,11,1,AA,N783AA,JFK,1245,-4,2475
2016,7,12,2,AA,N799AA,JFK,1245,-8,2475
2016,7,13,3,AA,N794AA,JFK,1245,44,2475
2016,7,14,4,AA,N791AA,JFK,1245,-2,2475
2016,7,15,5,AA,N792AA,JFK,1245,164,2475
2016,7,16,6,AA,N795AA,JFK,1245,-3,2475
2016,7,17,7,AA,N797AA,JFK,1245,96,2475
2016,7,18,1,AA,N789AA,JFK,1245,375,2475
2016,7,19,2,AA,N793AA,JFK,1245,-3,2475
2016,7,20,3,AA,N794AA,JFK,1245,149,2475
2016,7,21,4,AA,N788AA,JFK,1245,-4,2475
2016,7,22,5,AA,N784AA,JFK,1245,-3,2475
2016,7,23,6,AA,N795AA,JFK,1245,-4,2475
2016,7,25,1,AA,N784AA,JFK,1245,-6,2475
2016,7,26,2,AA,N795AA,JFK,1245,-4,2475
2016,7,27,3,AA,N783AA,JFK,1245,2,2475
2016,7,28,4,AA,N788AA,JFK,1245,16,2475
2016,7,29,5,AA,N788AA,JFK,1245,69,2475
2016,7,30,6,AA,N786AA,JFK,1245,-5,2475
2016,7,31,7,AA,N795AA,JFK,1245,194,2475
2016,7,1,5,AA,N784AA,LAX,1130,160,2475
2016,7,3,7,AA,N785AA,LAX,1130,23,2475
2016,7,4,1,AA,N790AA,LAX,1130,9,2475
2016,7,5,2,AA,N799AA,LAX,1130,21,2475
2016,7,6,3,AA,N786AA,LAX,1130,4,2475
2016,7,7,4,AA,N787AA,LAX,1130,-2,2475
2016,7,8,5,AA,N793AA,LAX,1130,61,2475
2016,7,10,7,AA,N799AA,LAX,1130,37,2475
2016,7,11,1,AA,N798AA,LAX,1130,-7,2475
2016,7,12,2,AA,N796AA,LAX,1130,17,2475
2016,7,13,3,AA,N787AA,LAX,1130,129,2475
2016,7,14,4,AA,N791AA,LAX,1130,302,2475
2016,7,15,5,AA,N789AA,LAX,1130,-1,2475
2016,7,17,7,AA,N796AA,LAX,1130,11,2475
2016,7,18,1,AA,N791AA,LAX,1130,42,2475
2016,7,19,2,AA,N786AA,LAX,1130,-3,2475
2016,7,20,3,AA,N790AA,LAX,1130,-4,2475
2016,7,21,4,AA,N783AA,LAX,1130,26,2475
2016,7,22,5,AA,N798AA,LAX,1130,76,2475
2016,7,24,7,AA,N786AA,LAX,1130,0,2475
2016,7,25,1,AA,N790AA,LAX,1130,65,2475
2016,7,26,2,AA,N787AA,LAX,1130,7,2475
2016,7,27,3,AA,N792AA,LAX,1130,-3,2475
2016,7,28,4,AA,N783AA,LAX,1130,2,2475
2016,7,29,5,AA,N787AA,LAX,1130,82,2475
2016,7,31,7,AA,N790AA,LAX,1130,187,2475
2016,7,1,5,AA,N369AA,DFW,1110,-2,3784
2016,7,2,6,AA,N396AA,DFW,1110,-1,3784
2016,7,3,7,AA,N377AA,DFW,1110,135,3784
2016,7,4,1,AA,N377AA,DFW,1110,105,3784
2016,7,5,2,AA,N387AA,DFW,1110,46,3784
2016,7,6,3,AA,N387AA,DFW,1110,-5,3784
2016,7,7,4,AA,N383AA,DFW,1110,20,3784
2016,7,8,5,AA,N362AA,DFW,1110,-2,3784
2016,7,9,6,AA,N389AA,DFW,1110,164,3784
2016,7,10,7,AA,N351AA,DFW,1110,6,3784
2016,7,11,1,AA,N387AA,DFW,1110,-1,3784
2016,7,12,2,AA,N365AA,DFW,1110,1,3784
2016,7,13,3,AA,N356AA,DFW,1110,-7,3784
2016,7,14,4,AA,N396AA,DFW,1110,0,3784
2016,7,15,5,AA,N356AA,DFW,1110,365,3784
2016,7,16,6,AA,N351AA,DFW,1110,31,3784
2016,7,17,7,AA,N362AA,DFW,1110,23,3784
2016,7,18,1,AA,N351AA,DFW,1110,4,3784
2016,7,19,2,AA,N389AA,DFW,1110,114,3784
2016,7,20,3,AA,N369AA,DFW,1110,89,3784
2016,7,21,4,AA,N362AA,DFW,1110,-2,3784
2016,7,22,5,AA,N380AA,DFW,1110,103,3784
2016,7,23,6,AA,N351AA,DFW,1110,175,3784
2016,7,24,7,AA,N351AA,DFW,1110,-3,3784
2016,7,25,1,AA,N362AA,DFW,1110,146,3784
2016,7,26,2,AA,N342AA,DFW,1110,-6,3784
2016,7,27,3,AA,N373AA,DFW,1110,-7,3784
2016,7,28,4,AA,N382AA,DFW,1110,2,3784
2016,7,29,5,AA,N361AA,DFW,1110,-2,3784
2016,7,30,6,AA,N347AA,DFW,1110,285,3784
2016,7,31,7,AA,N396AA,DFW,1110,44,3784
2016,7,1,5,AA,N342AA,DFW,905,0,3711
2016,7,2,6,AA,N387AA,DFW,905,-2,3711
2016,7,3,7,AA,N342AA,DFW,905,-2,3711
2016,7,4,1,AA,N368AA,DFW,905,43,3711
2016,7,5,2,AA,N362AA,DFW,905,161,3711
2016,7,6,3,AA,N361AA,DFW,905,3,3711
2016,7,7,4,AA,N362AA,DFW,905,-1,3711
2016,7,8,5,AA,N389AA,DFW,905,78,3711
2016,7,9,6,AA,N351AA,DFW,905,-6,3711
2016,7,10,7,AA,N343AA,DFW,905,-6,3711
2016,7,11,1,AA,N351AA,DFW,905,16,3711
2016,7,12,2,AA,N354AA,DFW,905,1,3711
2016,7,13,3,AA,N399AA,DFW,905,-8,3711
2016,7,14,4,AA,N356AA,DFW,905,-3,3711
2016,7,15,5,AA,N353AA,DFW,905,98,3711
2016,7,16,6,AA,N373AA,DFW,905,-7,3711
2016,7,17,7,AA,N383AA,DFW,905,7,3711
2016,7,18,1,AA,N362AA,DFW,905,32,3711
2016,7,19,2,AA,N380AA,DFW,905,88,3711
2016,7,20,3,AA,N382AA,DFW,905,-7,3711
2016,7,21,4,AA,N356AA,DFW,905,4,3711
2016,7,22,5,AA,N382AA,DFW,905,-4,3711
2016,7,23,6,AA,N342AA,DFW,905,-7,3711
2016,7,24,7,AA,N342AA,DFW,905,77,3711
2016,7,25,1,AA,N342AA,DFW,905,52,3711
2016,7,26,2,AA,N382AA,DFW,905,49,3711
2016,7,27,3,AA,N383AA,DFW,905,6,3711
2016,7,28,4,AA,N351AA,DFW,905,-7,3711
2016,7,29,5,AA,N373AA,DFW,905,0,3711
2016,7,30,6,AA,N361AA,DFW,905,0,3711
2016,7,31,7,AA,N347AA,DFW,905,92,3711
2016,7,1,5,AA,N785AA,JFK,700,-2,2586
2016,7,2,6,AA,N799AA,JFK,700,78,2586
2016,7,4,1,AA,N789AA,JFK,700,-5,2586
2016,7,5,2,AA,N785AA,JFK,700,-6,2586
2016,7,6,3,AA,N793AA,JFK,700,-6,2586
2016,7,7,4,AA,N783AA,JFK,700,-7,2586
2016,7,8,5,AA,N792AA,JFK,700,1,2586
2016,7,9,6,AA,N793AA,JFK,700,0,2586
2016,7,10,7,AA,N788AA,JFK,700,-1,2586
2016,7,11,1,AA,N785AA,JFK,700,-5,2586
2016,7,12,2,AA,N789AA,JFK,700,-3,2586
2016,7,13,3,AA,N784AA,JFK,700,-3,2586
2016,7,14,4,AA,N794AA,JFK,700,-1,2586
2016,7,15,5,AA,N791AA,JFK,700,4,2586
2016,7,16,6,AA,N797AA,JFK,700,-4,2586
2016,7,17,7,AA,N786AA,JFK,700,-5,2586
2016,7,18,1,AA,N798AA,JFK,700,-5,2586
2016,7,19,2,AA,N797AA,JFK,700,-4,2586
2016,7,20,3,AA,N789AA,JFK,700,-4,2586
2016,7,21,4,AA,N793AA,JFK,700,-11,2586
2016,7,22,5,AA,N796AA,JFK,700,-5,2586
2016,7,23,6,AA,N789AA,JFK,700,7,2586
2016,7,24,7,AA,N790AA,JFK,700,-5,2586
2016,7,25,1,AA,N799AA,JFK,700,-6,2586
2016,7,26,2,AA,N794AA,JFK,700,-5,2586
2016,7,27,3,AA,N785AA,JFK,700,-1,2586
2016,7,28,4,AA,N789AA,JFK,700,-8,2586
2016,7,29,5,AA,N796AA,JFK,700,-8,2586
2016,7,30,6,AA,N788AA,JFK,700,-7,2586
2016,7,31,7,AA,N786AA,JFK,700,16,2586
2016,7,2,6,AA,N789AA,LAX,2115,-4,2475
2016,7,3,7,AA,N797AA,LAX,2115,3,2475
2016,7,4,1,AA,N786AA,LAX,2115,-3,2475
2016,7,5,2,AA,N793AA,LAX,2115,-4,2475
2016,7,6,3,AA,N790AA,LAX,2115,3,2475
2016,7,7,4,AA,N793AA,LAX,2115,4,2475
2016,7,8,5,AA,N797AA,LAX,2115,-1,2475
2016,7,9,6,AA,N791AA,LAX,2115,0,2475
2016,7,10,7,AA,N796AA,LAX,2115,0,2475
2016,7,11,1,AA,N790AA,LAX,2115,21,2475
2016,7,12,2,AA,N793AA,LAX,2115,15,2475
2016,7,13,3,AA,N797AA,LAX,2115,98,2475
2016,7,14,4,AA,N784AA,LAX,2115,18,2475
2016,7,15,5,AA,N788AA,LAX,2115,4,2475
2016,7,16,6,AA,N789AA,LAX,2115,74,2475
2016,7,17,7,AA,N788AA,LAX,2115,4,2475
2016,7,18,1,AA,N799AA,LAX,2115,50,2475
2016,7,19,2,AA,N791AA,LAX,2115,26,2475
2016,7,20,3,AA,N785AA,LAX,2115,-4,2475
2016,7,21,4,AA,N789AA,LAX,2115,-7,2475
2016,7,22,5,AA,N793AA,LAX,2115,11,2475
2016,7,23,6,AA,N793AA,LAX,2115,-3,2475
2016,7,24,7,AA,N798AA,LAX,2115,-7,2475
2016,7,26,2,AA,N799AA,LAX,2115,-8,2475
2016,7,27,3,AA,N799AA,LAX,2115,0,2475
2016,7,28,4,AA,N795AA,LAX,2115,105,2475
2016,7,29,5,AA,N792AA,LAX,2115,7,2475
2016,7,30,6,AA,N794AA,LAX,2115,162,2475
2016,7,31,7,AA,N785AA,LAX,2115,65,2475
2016,7,2,6,AA,N799AA,SFO,1115,59,2586
2016,7,6,3,AA,N793AA,SFO,1110,12,2586
2016,7,7,4,AA,N783AA,SFO,1110,0,2586
2016,7,9,6,AA,N793AA,SFO,1115,21,2586
2016,7,10,7,AA,N788AA,SFO,1110,31,2586
2016,7,13,3,AA,N784AA,SFO,1110,17,2586
2016,7,14,4,AA,N794AA,SFO,1110,80,2586
2016,7,16,6,AA,N797AA,SFO,1115,1,2586
2016,7,17,7,AA,N786AA,SFO,1110,-4,2586
2016,7,20,3,AA,N789AA,SFO,1110,-3,2586
2016,7,21,4,AA,N793AA,SFO,1110,2,2586
2016,7,23,6,AA,N789AA,SFO,1115,-6,2586
2016,7,24,7,AA,N790AA,SFO,1110,116,2586
2016,7,27,3,AA,N785AA,SFO,1110,-3,2586
2016,7,28,4,AA,N789AA,SFO,1110,555,2586
2016,7,30,6,AA,N788AA,SFO,1115,-3,2586
2016,7,31,7,AA,N786AA,SFO,1110,133,2586
2016,7,3,7,AA,N799AA,BOS,600,-8,187
2016,7,17,7,AA,N797AA,BOS,600,360,187
2016,7,24,7,AA,N791AA,BOS,600,187,187
2016,7,31,7,AA,N796AA,BOS,600,2,187
2016,7,1,5,AA,N791AA,JFK,815,-6,2586
2016,7,3,7,AA,N799AA,JFK,815,-2,2586
2016,7,4,1,AA,N792AA,JFK,815,65,2586
2016,7,5,2,AA,N788AA,JFK,815,-4,2586
2016,7,6,3,AA,N794AA,JFK,815,-4,2586
2016,7,7,4,AA,N786AA,JFK,815,-5,2586
2016,7,8,5,AA,N791AA,JFK,815,36,2586
2016,7,10,7,AA,N795AA,JFK,815,7,2586
2016,7,11,1,AA,N786AA,JFK,815,-5,2586
2016,7,12,2,AA,N794AA,JFK,815,28,2586
2016,7,13,3,AA,N795AA,JFK,815,-7,2586
2016,7,14,4,AA,N797AA,JFK,815,19,2586
2016,7,15,5,AA,N797AA,JFK,815,7,2586
2016,7,17,7,AA,N789AA,JFK,815,-3,2586
2016,7,18,1,AA,N793AA,JFK,815,-6,2586
2016,7,19,2,AA,N792AA,JFK,815,-1,2586
2016,7,20,3,AA,N797AA,JFK,815,-1,2586
2016,7,21,4,AA,N785AA,JFK,815,-4,2586
2016,7,22,5,AA,N795AA,JFK,815,-1,2586
2016,7,24,7,AA,N792AA,JFK,815,24,2586
2016,7,25,1,AA,N797AA,JFK,815,-7,2586
2016,7,26,2,AA,N789AA,JFK,815,1,2586
2016,7,27,3,AA,N793AA,JFK,815,-6,2586
2016,7,28,4,AA,N791AA,JFK,815,6,2586
2016,7,29,5,AA,N795AA,JFK,815,36,2586
2016,7,31,7,AA,N796AA,JFK,815,0,2586
2016,7,1,5,AA,N785AA,SFO,1230,130,2586
2016,7,3,7,AA,N799AA,SFO,1230,-3,2586
2016,7,4,1,AA,N792AA,SFO,1230,52,2586
2016,7,5,2,AA,N788AA,SFO,1230,-5,2586
2016,7,8,5,AA,N792AA,SFO,1230,90,2586
2016,7,10,7,AA,N795AA,SFO,1230,12,2586
2016,7,11,1,AA,N786AA,SFO,1230,-8,2586
2016,7,12,2,AA,N794AA,SFO,1230,127,2586
2016,7,15,5,AA,N791AA,SFO,1230,-5,2586
2016,7,17,7,AA,N789AA,SFO,1230,-8,2586
2016,7,18,1,AA,N793AA,SFO,1230,89,2586
2016,7,19,2,AA,N792AA,SFO,1230,14,2586
2016,7,22,5,AA,N796AA,SFO,1230,-6,2586
2016,7,24,7,AA,N792AA,SFO,1230,8,2586
2016,7,25,1,AA,N797AA,SFO,1230,59,2586
2016,7,26,2,AA,N789AA,SFO,1230,-3,2586
2016,7,29,5,AA,N796AA,SFO,1230,-1,2586
2016,7,31,7,AA,N796AA,SFO,1230,194,2586
2016,7,2,6,AA,N786AA,SFO,2300,0,2586
2016,7,6,3,AA,N785AA,SFO,2300,-7,2586
2016,7,7,4,AA,N794AA,SFO,2300,-7,2586
2016,7,9,6,AA,N785AA,SFO,2300,0,2586
2016,7,13,3,AA,N789AA,SFO,2300,73,2586
2016,7,14,4,AA,N3MFAA,SFO,2300,574,2586
2016,7,16,6,AA,N798AA,SFO,2300,38,2586
2016,7,20,3,AA,N798AA,SFO,2300,-6,2586
2016,7,21,4,AA,N785AA,SFO,2300,-6,2586
2016,7,23,6,AA,N799AA,SFO,2300,-6,2586
2016,7,27,3,AA,N787AA,SFO,2300,11,2586
2016,7,28,4,AA,N785AA,SFO,2300,64,2586
2016,7,30,6,AA,N784AA,SFO,2300,-6,2586
2016,7,1,5,AA,N798AA,JFK,1130,-3,2475
2016,7,2,6,AA,N796AA,JFK,1130,-2,2475
2016,7,3,7,AA,N791AA,JFK,1130,-2,2475
2016,7,4,1,AA,N797AA,JFK,1130,-5,2475
2016,7,5,2,AA,N790AA,JFK,1130,-8,2475
2016,7,6,3,AA,N787AA,JFK,1130,-4,2475
2016,7,7,4,AA,N792AA,JFK,1130,-2,2475
2016,7,8,5,AA,N785AA,JFK,1130,-11,2475
2016,7,9,6,AA,N798AA,JFK,1130,-5,2475
2016,7,10,7,AA,N798AA,JFK,1130,-4,2475
2016,7,11,1,AA,N789AA,JFK,1130,-4,2475
2016,7,12,2,AA,N784AA,JFK,1130,-6,2475
2016,7,13,3,AA,N792AA,JFK,1130,-6,2475
2016,7,14,4,AA,N793AA,JFK,1130,-7,2475
2016,7,15,5,AA,N796AA,JFK,1130,-6,2475
2016,7,16,6,AA,N799AA,JFK,1130,-3,2475
2016,7,17,7,AA,N790AA,JFK,1130,156,2475
2016,7,18,1,AA,N797AA,JFK,1130,-2,2475
2016,7,19,2,AA,N789AA,JFK,1130,-6,2475
2016,7,20,3,AA,N793AA,JFK,1130,-2,2475
2016,7,21,4,AA,N796AA,JFK,1130,-5,2475
2016,7,22,5,AA,N789AA,JFK,1130,-3,2475
2016,7,23,6,AA,N790AA,JFK,1130,-3,2475
2016,7,24,7,AA,N784AA,JFK,1130,-4,2475
2016,7,25,1,AA,N794AA,JFK,1130,-6,2475
2016,7,26,2,AA,N792AA,JFK,1130,-8,2475
2016,7,27,3,AA,N786AA,JFK,1130,-5,2475
2016,7,28,4,AA,N796AA,JFK,1130,-3,2475
2016,7,29,5,AA,N783AA,JFK,1130,2,2475
2016,7,30,6,AA,N793AA,JFK,1130,219,2475
2016,7,31,7,AA,N787AA,JFK,1130,-3,2475
2016,7,1,5,AA,N791AA,SFO,1500,33,2586
2016,7,2,6,AA,N793AA,SFO,1500,0,2586
2016,7,3,7,AA,N798AA,SFO,1500,-7,2586
2016,7,4,1,AA,N795AA,SFO,1500,-4,2586
2016,7,5,2,AA,N787AA,SFO,1500,-2,2586
2016,7,6,3,AA,N783AA,SFO,1500,-8,2586
2016,7,7,4,AA,N785AA,SFO,1500,12,2586
2016,7,8,5,AA,N791AA,SFO,1500,2,2586
2016,7,9,6,AA,N799AA,SFO,1500,-5,2586
2016,7,10,7,AA,N797AA,SFO,1500,-5,2586
2016,7,11,1,AA,N791AA,SFO,1500,-1,2586
2016,7,12,2,AA,N787AA,SFO,1500,7,2586
2016,7,13,3,AA,N785AA,SFO,1500,0,2586
2016,7,14,4,AA,N789AA,SFO,1500,5,2586
2016,7,15,5,AA,N797AA,SFO,1500,18,2586
2016,7,16,6,AA,N790AA,SFO,1500,-7,2586
2016,7,17,7,AA,N785AA,SFO,1500,31,2586
2016,7,18,1,AA,N784AA,SFO,1500,13,2586
2016,7,19,2,AA,N790AA,SFO,1500,6,2586
2016,7,20,3,AA,N783AA,SFO,1500,-5,2586
2016,7,21,4,AA,N798AA,SFO,1500,46,2586
2016,7,22,5,AA,N795AA,SFO,1500,0,2586
2016,7,23,6,AA,N786AA,SFO,1500,-6,2586
2016,7,24,7,AA,N791AA,SFO,1500,30,2586
2016,7,25,1,AA,N787AA,SFO,1500,27,2586
2016,7,26,2,AA,N785AA,SFO,1500,-1,2586
2016,7,27,3,AA,N788AA,SFO,1500,-11,2586
2016,7,28,4,AA,N787AA,SFO,1500,16,2586
2016,7,29,5,AA,N795AA,SFO,1500,-7,2586
2016,7,30,6,AA,N790AA,SFO,1500,-2,2586
2016,7,31,7,AA,N794AA,SFO,1500,87,2586
2016,7,2,6,AA,N795AA,JFK,1900,80,2475
2016,7,3,7,AA,N783AA,JFK,1900,1,2475
2016,7,4,1,AA,N784AA,JFK,1900,-2,2475
2016,7,5,2,AA,N783AA,JFK,1900,-1,2475
2016,7,6,3,AA,N791AA,JFK,1900,-4,2475
2016,7,7,4,AA,N796AA,JFK,1900,-3,2475
2016,7,8,5,AA,N784AA,JFK,1900,17,2475
2016,7,9,6,AA,N792AA,JFK,1900,5,2475
2016,7,10,7,AA,N789AA,JFK,1900,57,2475
2016,7,11,1,AA,N792AA,JFK,1900,-5,2475
2016,7,12,2,AA,N785AA,JFK,1900,-4,2475
2016,7,13,3,AA,N797AA,JFK,1900,0,2475
2016,7,14,4,AA,N798AA,JFK,1900,10,2475
2016,7,15,5,AA,N785AA,JFK,1900,0,2475
2016,7,16,6,AA,N784AA,JFK,1900,12,2475
2016,7,17,7,AA,N794AA,JFK,1900,9,2475
2016,7,18,1,AA,N795AA,JFK,1900,34,2475
2016,7,19,2,AA,N783AA,JFK,1900,15,2475
2016,7,20,3,AA,N796AA,JFK,1900,-5,2475
2016,7,21,4,AA,N791AA,JFK,1900,9,2475
2016,7,22,5,AA,N792AA,JFK,1900,9,2475
2016,7,23,6,AA,N787AA,JFK,1900,-4,2475
2016,7,24,7,AA,N785AA,JFK,1900,-1,2475
2016,7,25,1,AA,N786AA,JFK,1900,166,2475
2016,7,26,2,AA,N788AA,JFK,1900,-3,2475
2016,7,27,3,AA,N790AA,JFK,1900,0,2475
2016,7,28,4,AA,N798AA,JFK,1900,27,2475
2016,7,29,5,AA,N786AA,JFK,1900,0,2475
2016,7,30,6,AA,N789AA,JFK,1900,38,2475
2016,7,31,7,AA,N797AA,JFK,1900,22,2475
2016,7,1,5,AA,N798AA,LAX,1530,41,2475
2016,7,2,6,AA,N796AA,LAX,1530,125,2475
2016,7,3,7,AA,N791AA,LAX,1530,18,2475
2016,7,4,1,AA,N797AA,LAX,1530,-5,2475
2016,7,5,2,AA,N790AA,LAX,1530,0,2475
2016,7,6,3,AA,N787AA,LAX,1530,-1,2475
2016,7,7,4,AA,N792AA,LAX,1530,9,2475
2016,7,8,5,AA,N785AA,LAX,1530,-2,2475
2016,7,9,6,AA,N798AA,LAX,1530,1,2475
2016,7,10,7,AA,N798AA,LAX,1530,-6,2475
2016,7,11,1,AA,N789AA,LAX,1530,-6,2475
2016,7,12,2,AA,N784AA,LAX,1530,-4,2475
2016,7,13,3,AA,N792AA,LAX,1530,-4,2475
2016,7,14,4,AA,N793AA,LAX,1530,0,2475
2016,7,15,5,AA,N796AA,LAX,1530,-1,2475
2016,7,16,6,AA,N799AA,LAX,1530,-4,2475
2016,7,17,7,AA,N790AA,LAX,1530,135,2475
2016,7,18,1,AA,N797AA,LAX,1530,16,2475
2016,7,19,2,AA,N789AA,LAX,1530,-4,2475
2016,7,20,3,AA,N793AA,LAX,1530,3,2475
2016,7,21,4,AA,N796AA,LAX,1530,27,2475
2016,7,22,5,AA,N789AA,LAX,1530,-4,2475
2016,7,23,6,AA,N790AA,LAX,1530,-6,2475
2016,7,24,7,AA,N784AA,LAX,1530,-2,2475
2016,7,25,1,AA,N794AA,LAX,1530,9,2475
2016,7,26,2,AA,N792AA,LAX,1530,-3,2475
2016,7,27,3,AA,N786AA,LAX,1530,4,2475
2016,7,28,4,AA,N788AA,LAX,1530,108,2475
2016,7,29,5,AA,N783AA,LAX,1530,11,2475
2016,7,30,6,AA,N793AA,LAX,1530,276,2475
2016,7,31,7,AA,N787AA,LAX,1530,44,2475
2016,7,1,5,AA,N785AA,JFK,2230,251,2475
2016,7,4,1,AA,N796AA,JFK,2230,-2,2475
2016,7,5,2,AA,N792AA,JFK,2230,0,2475
2016,7,6,3,AA,N799AA,JFK,2230,-4,2475
2016,7,7,4,AA,N789AA,JFK,2230,0,2475
2016,7,8,5,AA,N796AA,JFK,2230,151,2475
2016,7,10,7,AA,N795AA,JFK,2230,-6,2475
2016,7,11,1,AA,N786AA,JFK,2230,-1,2475
2016,7,12,2,AA,N798AA,JFK,2230,-1,2475
2016,7,13,3,AA,N787AA,JFK,2230,31,2475
2016,7,14,4,AA,N790AA,JFK,2230,64,2475
2016,7,15,5,AA,N794AA,JFK,2230,-2,2475
2016,7,17,7,AA,N789AA,JFK,2230,9,2475
2016,7,18,1,AA,N796AA,JFK,2230,51,2475
2016,7,19,2,AA,N787AA,JFK,2230,1,2475
2016,7,20,3,AA,N786AA,JFK,2230,-5,2475
2016,7,21,4,AA,N787AA,JFK,2230,93,2475
