Year,Month,Day,DayOfWeek,UniqueCarrier,Tai_lNum,Origin_Airport,Scheduled_Departure,Dep_Delay,Distance
2016,7,26,2,AA,N799AA,JFK,1645,-5,2475
2016,7,27,3,AA,N796AA,JFK,1645,-5,2475
2016,7,28,4,AA,N793AA,JFK,1645,188,2475
2016,7,29,5,AA,N792AA,JFK,1645,-2,2475
2016,7,30,6,AA,N794AA,JFK,1700,63,2475
2016,7,31,7,AA,N785AA,JFK,1645,83,2475
2016,7,1,5,AA,N3GGAA,LGA,750,0,1389
2016,7,2,6,AA,N3KKAA,LGA,750,-3,1389
2016,7,3,7,AA,N3CAAA,LGA,750,-1,1389
2016,7,4,1,AA,N3HWAA,LGA,750,-6,1389
2016,7,5,2,AA,N3FYAA,LGA,750,5,1389
2016,7,6,3,AA,N3HYAA,LGA,750,-4,1389
2016,7,7,4,AA,N3BEAA,LGA,750,1,1389
2016,7,8,5,AA,N3EYAA,LGA,750,3,1389
2016,7,9,6,AA,N3DAAA,LGA,750,-2,1389
2016,7,10,7,AA,N3GLAA,LGA,750,-5,1389
2016,7,11,1,AA,N3DTAA,LGA,750,-5,1389
2016,7,12,2,AA,N3DBAA,LGA,750,0,1389
2016,7,13,3,AA,N3MRAA,LGA,750,-6,1389
2016,7,14,4,AA,N3JGAA,LGA,750,-4,1389
2016,7,15,5,AA,N3CJAA,LGA,750,0,1389
2016,7,16,6,AA,N3DTAA,LGA,750,-3,1389
2016,7,17,7,AA,N3ENAA,LGA,750,-1,1389
2016,7,18,1,AA,N3KJAA,LGA,750,-5,1389
2016,7,19,2,AA,N3HRAA,LGA,750,0,1389
2016,7,20,3,AA,N3LSAA,LGA,750,20,1389
2016,7,21,4,AA,N3FJAA,LGA,750,-8,1389
2016,7,22,5,AA,N3JDAA,LGA,750,-3,1389
2016,7,23,6,AA,N3FPAA,LGA,750,11,1389
2016,7,24,7,AA,N3ARAA,LGA,750,0,1389
2016,7,25,1,AA,N3HAAA,LGA,750,0,1389
2016,7,26,2,AA,N3LVAA,LGA,750,-1,1389
2016,7,27,3,AA,N3DAAA,LGA,750,-1,1389
2016,7,28,4,AA,N3BXAA,LGA,750,25,1389
2016,7,29,5,AA,N3BBAA,LGA,750,-3,1389
2016,7,30,6,AA,N3EPAA,LGA,750,-2,1389
2016,7,31,7,AA,N3LYAA,LGA,750,28,1389
2016,7,5,2,AA,N3JPAA,DFW,1842,4,1391
2016,7,6,3,AA,N3HGAA,DFW,1842,4,1391
2016,7,7,4,AA,N3DTAA,DFW,1842,4,1391
2016,7,8,5,AA,N3MEAA,DFW,1842,50,1391
2016,7,9,6,AA,N3HEAA,DFW,1842,57,1391
2016,7,10,7,AA,N3NMAA,DFW,1842,21,1391
2016,7,11,1,AA,N3FBAA,DFW,1842,28,1391
2016,7,12,2,AA,N3NAAA,DFW,1842,0,1391
2016,7,13,3,AA,N3MUAA,DFW,1842,55,1391
2016,7,14,4,AA,N3EBAA,DFW,1842,10,1391
2016,7,15,5,AA,N3DBAA,DFW,1842,97,1391
2016,7,16,6,AA,N3LSAA,DFW,1842,-4,1391
2016,7,17,7,AA,N3JSAA,DFW,1842,-5,1391
2016,7,18,1,AA,N3AMAA,DFW,1842,8,1391
2016,7,19,2,AA,N3FWAA,DFW,1842,7,1391
2016,7,20,3,AA,N3AUAA,DFW,1842,3,1391
2016,7,21,4,AA,N3AAAA,DFW,1842,45,1391
2016,7,22,5,AA,N3HJAA,DFW,1842,14,1391
2016,7,23,6,AA,N3HFAA,DFW,1842,-3,1391
2016,7,24,7,AA,N3BYAA,DFW,1842,-1,1391
2016,7,26,2,AA,N3DXAA,DFW,1842,69,1391
2016,7,27,3,AA,N3JMAA,DFW,1842,0,1391
2016,7,28,4,AA,N3KUAA,DFW,1842,15,1391
2016,7,29,5,AA,N3HEAA,DFW,1842,-7,1391
2016,7,30,6,AA,N3EFAA,DFW,1842,-1,1391
2016,7,31,7,AA,N3FDAA,DFW,1842,83,1391
2016,7,1,5,AA,N3LFAA,DFW,1810,4,1389
2016,7,2,6,AA,N3GEAA,DFW,1810,3,1389
2016,7,3,7,AA,N866AA,DFW,1810,87,1389
2016,7,4,1,AA,N889AA,DFW,1810,98,1389
2016,7,1,5,AA,N008AA,ATL,815,-5,594
2016,7,2,6,AA,N015AA,ATL,815,-2,594
2016,7,3,7,AA,N023AA,ATL,815,-2,594
2016,7,4,1,AA,N016AA,ATL,815,-7,594
2016,7,5,2,AA,N3HLAA,ATL,815,-4,594
2016,7,6,3,AA,N3DWAA,ATL,815,-7,594
2016,7,7,4,AA,N3FJAA,ATL,815,-3,594
2016,7,8,5,AA,N3HVAA,ATL,815,-3,594
2016,7,9,6,AA,N3GVAA,ATL,815,-4,594
2016,7,10,7,AA,N3HYAA,ATL,815,-8,594
2016,7,11,1,AA,N3ARAA,ATL,815,-6,594
2016,7,12,2,AA,N3MUAA,ATL,815,-6,594
2016,7,13,3,AA,N3JRAA,ATL,815,-1,594
2016,7,14,4,AA,N3BNAA,ATL,815,-3,594
2016,7,15,5,AA,N3LAAA,ATL,815,-2,594
2016,7,16,6,AA,N3HDAA,ATL,815,6,594
2016,7,17,7,AA,N3MXAA,ATL,815,-3,594
2016,7,18,1,AA,N3KCAA,ATL,815,-5,594
2016,7,19,2,AA,N3FNAA,ATL,815,-6,594
2016,7,20,3,AA,N3DYAA,ATL,815,-4,594
2016,7,21,4,AA,N3CPAA,ATL,815,-8,594
2016,7,22,5,AA,N3KSAA,ATL,815,-3,594
2016,7,23,6,AA,N3FCAA,ATL,815,-4,594
2016,7,24,7,AA,N3JNAA,ATL,815,-7,594
2016,7,25,1,AA,N3AYAA,ATL,815,-6,594
2016,7,26,2,AA,N3DFAA,ATL,815,-2,594
2016,7,27,3,AA,N3HRAA,ATL,815,-5,594
2016,7,28,4,AA,N3FHAA,ATL,815,-2,594
2016,7,29,5,AA,N3HLAA,ATL,815,-5,594
2016,7,30,6,AA,N3GXAA,ATL,815,-4,594
2016,7,31,7,AA,N3KJAA,ATL,815,0,594
2016,7,23,6,AA,N896AA,LAS,1908,50,236
2016,7,24,7,AA,N879AA,LAS,1908,7,236
2016,7,25,1,AA,N882AA,LAS,1908,35,236
2016,7,26,2,AA,N870AA,LAS,1908,-4,236
2016,7,27,3,AA,N884AA,LAS,1908,25,236
2016,7,28,4,AA,N890AA,LAS,1908,8,236
2016,7,29,5,AA,N852AA,LAS,1908,20,236
2016,7,30,6,AA,N887AA,LAS,1908,65,236
2016,7,31,7,AA,N883AA,LAS,1908,14,236
2016,7,1,5,AA,N4YAAA,DFW,1700,3,431
2016,7,2,6,AA,N487AA,DFW,1700,40,431
2016,7,3,7,AA,N550AA,DFW,1700,9,431
2016,7,4,1,AA,N482AA,DFW,1700,25,431
2016,7,5,2,AA,N547AA,DFW,1700,56,431
2016,7,6,3,AA,N477AA,DFW,1700,-6,431
2016,7,7,4,AA,N482AA,DFW,1700,-6,431
2016,7,8,5,AA,N438AA,DFW,1700,52,431
2016,7,9,6,AA,N4XUAA,DFW,1700,39,431
2016,7,10,7,AA,N514AA,DFW,1700,31,431
2016,7,11,1,AA,N483AA,DFW,1700,46,431
2016,7,12,2,AA,N513AA,DFW,1700,77,431
2016,7,13,3,AA,N514AA,DFW,1700,-5,431
2016,7,14,4,AA,N565AA,DFW,1700,54,431
2016,7,15,5,AA,N4XPAA,DFW,1700,56,431
2016,7,16,6,AA,N4XEAA,DFW,1700,-2,431
2016,7,17,7,AA,N520AA,DFW,1700,-7,431
2016,7,18,1,AA,N499AA,DFW,1700,-7,431
2016,7,19,2,AA,N424AA,DFW,1700,19,431
2016,7,20,3,AA,N590AA,DFW,1700,33,431
2016,7,21,4,AA,N4WJAA,DFW,1700,25,431
2016,7,22,5,AA,N4XJAA,DFW,1700,-3,431
2016,7,23,6,AA,N4YRAA,DFW,1700,-1,431
2016,7,24,7,AA,N4UBAA,DFW,1747,-2,431
2016,7,25,1,AA,N4XWAA,DFW,1700,110,431
2016,7,26,2,AA,N504AA,DFW,1700,30,431
2016,7,27,3,AA,N479AA,DFW,1700,273,431
2016,7,28,4,AA,N485AA,DFW,1700,30,431
2016,7,29,5,AA,N426AA,DFW,1700,90,431
2016,7,30,6,AA,N4XJAA,DFW,1700,26,431
2016,7,31,7,AA,N4XTAA,DFW,1700,59,431
2016,7,1,5,AA,N3NNAA,SLC,1335,21,989
2016,7,2,6,AA,N4WNAA,SLC,1335,-9,989
2016,7,3,7,AA,N3CTAA,SLC,1335,21,989
2016,7,4,1,AA,N3ESAA,SLC,1335,-6,989
2016,7,5,2,AA,N3CWAA,SLC,1335,0,989
2016,7,6,3,AA,N3NHAA,SLC,1335,-8,989
2016,7,7,4,AA,N3HJAA,SLC,1335,10,989
2016,7,8,5,AA,N3APAA,SLC,1335,0,989
2016,7,9,6,AA,N3EDAA,SLC,1335,-1,989
2016,7,10,7,AA,N3GEAA,SLC,1335,-4,989
2016,7,11,1,AA,N3AXAA,SLC,1335,-5,989
2016,7,12,2,AA,N3GDAA,SLC,1335,-6,989
2016,7,13,3,AA,N3DHAA,SLC,1335,-6,989
2016,7,14,4,AA,N3BKAA,SLC,1335,0,989
2016,7,15,5,AA,N3GNAA,SLC,1335,-5,989
2016,7,16,6,AA,N3MPAA,SLC,1335,-6,989
2016,7,17,7,AA,N3NGAA,SLC,1335,-1,989
2016,7,18,1,AA,N3KHAA,SLC,1335,-2,989
2016,7,19,2,AA,N3FUAA,SLC,1335,-8,989
2016,7,20,3,AA,N3DFAA,SLC,1335,8,989
2016,7,21,4,AA,N3NNAA,SLC,1335,-3,989
2016,7,22,5,AA,N3KGAA,SLC,1335,-3,989
2016,7,23,6,AA,N3GJAA,SLC,1335,1,989
2016,7,24,7,AA,N3NLAA,SLC,1335,-6,989
2016,7,25,1,AA,N3LPAA,SLC,1335,0,989
2016,7,26,2,AA,N3NNAA,SLC,1335,-3,989
2016,7,27,3,AA,N3HPAA,SLC,1335,-9,989
2016,7,28,4,AA,N3LCAA,SLC,1335,0,989
2016,7,29,5,AA,N3KGAA,SLC,1335,-1,989
2016,7,30,6,AA,N3EFAA,SLC,1335,-5,989
2016,7,31,7,AA,N3GJAA,SLC,1335,11,989
2016,7,1,5,AA,N3KVAA,DFW,2210,-3,989
2016,7,2,6,AA,N3GHAA,DFW,2210,-3,989
2016,7,3,7,AA,N3MYAA,DFW,2210,-5,989
2016,7,4,1,AA,N3EEAA,DFW,2210,-3,989
2016,7,5,2,AA,N3CHAA,DFW,2210,-1,989
2016,7,6,3,AA,N3GYAA,DFW,2210,8,989
2016,7,7,4,AA,N3KRAA,DFW,2210,18,989
2016,7,8,5,AA,N3GSAA,DFW,2210,15,989
2016,7,9,6,AA,N3CVAA,DFW,2210,56,989
2016,7,10,7,AA,N3JMAA,DFW,2210,35,989
2016,7,11,1,AA,N3HTAA,DFW,2210,-2,989
2016,7,12,2,AA,N3DNAA,DFW,2210,-7,989
2016,7,13,3,AA,N3HJAA,DFW,2210,-2,989
2016,7,14,4,AA,N3NFAA,DFW,2210,-1,989
2016,7,15,5,AA,N3KTAA,DFW,2210,112,989
2016,7,16,6,AA,N3DAAA,DFW,2210,0,989
2016,7,17,7,AA,N3ATAA,DFW,2210,-6,989
2016,7,18,1,AA,N3HKAA,DFW,2210,12,989
2016,7,19,2,AA,N3FVAA,DFW,2210,1,989
2016,7,20,3,AA,N3MBAA,DFW,2210,-5,989
2016,7,21,4,AA,N3JRAA,DFW,2210,5,989
2016,7,22,5,AA,N3BWAA,DFW,2210,4,989
2016,7,23,6,AA,N3FRAA,DFW,2210,-6,989
2016,7,24,7,AA,N3EVAA,DFW,2210,0,989
2016,7,25,1,AA,N3HRAA,DFW,2210,80,989
2016,7,26,2,AA,N3JBAA,DFW,2210,21,989
2016,7,27,3,AA,N3KJAA,DFW,2210,124,989
2016,7,29,5,AA,N3JHAA,DFW,2210,17,989
2016,7,30,6,AA,N3CLAA,DFW,2210,26,989
2016,7,31,7,AA,N3BUAA,DFW,2210,553,989
2016,7,1,5,AA,N502AA,DEN,1815,5,641
2016,7,2,6,AA,N470AA,DEN,1815,32,641
2016,7,3,7,AA,N487AA,DEN,1815,1,641
2016,7,4,1,AA,N4XCAA,DEN,1815,-2,641
2016,7,5,2,AA,N4XLAA,DEN,1820,-7,641
2016,7,6,3,AA,N565AA,DEN,1820,58,641
2016,7,7,4,AA,N528AA,DEN,1820,9,641
2016,7,8,5,AA,N550AA,DEN,1820,13,641
2016,7,9,6,AA,N3ESAA,DEN,1820,66,641
2016,7,10,7,AA,N4YUAA,DEN,1820,82,641
2016,7,11,1,AA,N4XVAA,DEN,1820,17,641
2016,7,12,2,AA,N486AA,DEN,1820,-4,641
2016,7,13,3,AA,N4YNAA,DEN,1820,0,641
2016,7,14,4,AA,N541AA,DEN,1820,33,641
2016,7,15,5,AA,N472AA,DEN,1820,80,641
2016,7,16,6,AA,N3ARAA,DEN,1820,2,641
2016,7,17,7,AA,N499AA,DEN,1820,9,641
2016,7,18,1,AA,N570AA,DEN,1820,-2,641
2016,7,19,2,AA,N4XBAA,DEN,1820,-6,641
2016,7,20,3,AA,N4YRAA,DEN,1820,-1,641
2016,7,22,5,AA,N571AA,DEN,1820,1109,641
2016,7,23,6,AA,N3KFAA,DEN,1820,35,641
2016,7,24,7,AA,N555AA,DEN,1820,13,641
2016,7,25,1,AA,N438AA,DEN,1820,147,641
2016,7,26,2,AA,N547AA,DEN,1820,31,641
2016,7,27,3,AA,N4WTAA,DEN,1820,91,641
2016,7,28,4,AA,N434AA,DEN,1820,36,641
2016,7,29,5,AA,N4XJAA,DEN,1820,70,641
2016,7,30,6,AA,N3GRAA,DEN,1820,-3,641
2016,7,31,7,AA,N4XFAA,DEN,1820,96,641
2016,7,1,5,AA,N867AA,DFW,1859,3,641
2016,7,2,6,AA,N884AA,DFW,1859,33,641
2016,7,3,7,AA,N988AA,DFW,1859,-6,641
2016,7,4,1,AA,N896AA,DFW,1859,18,641
2016,7,5,2,AA,N866AA,DFW,1905,63,641
2016,7,6,3,AA,N880AA,DFW,1905,1,641
2016,7,7,4,AA,N879AA,DFW,1905,31,641
2016,7,8,5,AA,N890AA,DFW,1905,167,641
2016,7,9,6,AA,N872AA,DFW,1905,142,641
2016,7,10,7,AA,N896AA,DFW,1905,5,641
2016,7,11,1,AA,N881AA,DFW,1905,-3,641
2016,7,12,2,AA,N895AA,DFW,1905,5,641
2016,7,13,3,AA,N889AA,DFW,1905,51,641
2016,7,14,4,AA,N886AA,DFW,1905,48,641
2016,7,15,5,AA,N893AA,DFW,1905,32,641
2016,7,16,6,AA,N880AA,DFW,1905,-2,641
2016,7,17,7,AA,N883AA,DFW,1905,10,641
2016,7,18,1,AA,N4XHAA,DFW,1905,256,641
2016,7,19,2,AA,N891AA,DFW,1905,13,641
2016,7,20,3,AA,N884AA,DFW,1905,23,641
2016,7,21,4,AA,N891AA,DFW,1905,-4,641
2016,7,22,5,AA,N868AA,DFW,1905,-3,641
2016,7,23,6,AA,N988AA,DFW,1905,-1,641
2016,7,24,7,AA,N885AA,DFW,1905,0,641
2016,7,25,1,AA,N875AA,DFW,1905,173,641
2016,7,26,2,AA,N867AA,DFW,1905,11,641
2016,7,27,3,AA,N887AA,DFW,1905,144,641
2016,7,28,4,AA,N895AA,DFW,1905,19,641
2016,7,29,5,AA,N894AA,DFW,1905,-4,641
2016,7,30,6,AA,N878AA,DFW,1905,6,641
2016,7,31,7,AA,N876AA,DFW,1905,63,641
2016,7,5,2,AA,N796AA,LAX,800,-5,2475
2016,7,6,3,AA,N792AA,LAX,800,-2,2475
2016,7,7,4,AA,N799AA,LAX,800,-7,2475
2016,7,8,5,AA,N789AA,LAX,800,-3,2475
2016,7,9,6,AA,N783AA,LAX,800,-6,2475
2016,7,10,7,AA,N792AA,LAX,800,-8,2475
2016,7,11,1,AA,N784AA,LAX,800,-6,2475
2016,7,12,2,AA,N786AA,LAX,800,3,2475
2016,7,13,3,AA,N798AA,LAX,800,-4,2475
2016,7,14,4,AA,N786AA,LAX,800,-7,2475
2016,7,15,5,AA,N790AA,LAX,800,-4,2475
2016,7,16,6,AA,N791AA,LAX,800,-5,2475
2016,7,17,7,AA,N784AA,LAX,800,-5,2475
2016,7,18,1,AA,N789AA,LAX,800,-6,2475
2016,7,19,2,AA,N796AA,LAX,800,-4,2475
2016,7,20,3,AA,N787AA,LAX,800,-4,2475
2016,7,21,4,AA,N786AA,LAX,800,-7,2475
2016,7,22,5,AA,N786AA,LAX,800,-3,2475
2016,7,23,6,AA,N788AA,LAX,800,-7,2475
2016,7,24,7,AA,N787AA,LAX,800,-1,2475
2016,7,26,2,AA,N797AA,LAX,800,179,2475
2016,7,27,3,AA,N784AA,LAX,800,6,2475
2016,7,28,4,AA,N795AA,LAX,800,42,2475
2016,7,29,5,AA,N790AA,LAX,800,6,2475
2016,7,30,6,AA,N799AA,LAX,800,0,2475
2016,7,31,7,AA,N789AA,LAX,800,1,2475
2016,7,5,2,AA,N796AA,JFK,1800,10,2475
2016,7,6,3,AA,N792AA,JFK,1800,-7,2475
2016,7,7,4,AA,N799AA,JFK,1800,77,2475
2016,7,8,5,AA,N783AA,JFK,1800,4,2475
2016,7,9,6,AA,N783AA,JFK,1800,14,2475
2016,7,10,7,AA,N792AA,JFK,1800,29,2475
2016,7,11,1,AA,N784AA,JFK,1800,0,2475
2016,7,12,2,AA,N791AA,JFK,1800,32,2475
2016,7,13,3,AA,N793AA,JFK,1800,-2,2475
2016,7,14,4,AA,N796AA,JFK,1800,77,2475
2016,7,15,5,AA,N790AA,JFK,1800,4,2475
2016,7,16,6,AA,N791AA,JFK,1800,5,2475
2016,7,17,7,AA,N784AA,JFK,1800,-2,2475
2016,7,18,1,AA,N783AA,JFK,1800,60,2475
2016,7,19,2,AA,N796AA,JFK,1800,1,2475
2016,7,20,3,AA,N787AA,JFK,1800,0,2475
2016,7,21,4,AA,N794AA,JFK,1800,106,2475
2016,7,22,5,AA,N786AA,JFK,1800,-2,2475
2016,7,23,6,AA,N788AA,JFK,1800,-4,2475
2016,7,24,7,AA,N787AA,JFK,1800,-3,2475
2016,7,25,1,AA,N799AA,JFK,1800,270,2475
2016,7,26,2,AA,N798AA,JFK,1800,61,2475
2016,7,27,3,AA,N784AA,JFK,1800,38,2475
2016,7,28,4,AA,N795AA,JFK,1800,24,2475
2016,7,29,5,AA,N790AA,JFK,1800,-1,2475
2016,7,30,6,AA,N799AA,JFK,1800,78,2475
2016,7,31,7,AA,N798AA,JFK,1800,180,2475
2016,7,1,5,AA,N796AA,BOS,1740,201,187
2016,7,2,6,AA,N797AA,BOS,1740,-5,187
2016,7,3,7,AA,N786AA,BOS,1740,-6,187
2016,7,4,1,AA,N793AA,BOS,1740,-4,187
2016,7,5,2,AA,N798AA,BOS,1740,28,187
2016,7,6,3,AA,N795AA,BOS,1740,-2,187
2016,7,7,4,AA,N797AA,BOS,1740,1043,187
2016,7,8,5,AA,N795AA,BOS,1740,121,187
2016,7,10,7,AA,N793AA,BOS,1740,-6,187
2016,7,11,1,AA,N795AA,BOS,1740,10,187
2016,7,12,2,AA,N786AA,BOS,1740,91,187
2016,7,13,3,AA,N783AA,BOS,1740,24,187
2016,7,14,4,AA,N787AA,BOS,1740,110,187
2016,7,15,5,AA,N787AA,BOS,1740,89,187
2016,7,16,6,AA,N788AA,BOS,1740,12,187
2016,7,17,7,AA,N792AA,BOS,1740,-4,187
2016,7,19,2,AA,N785AA,BOS,1740,99,187
2016,7,20,3,AA,N3CAAA,BOS,1740,42,187
2016,7,21,4,AA,N786AA,BOS,1740,128,187
2016,7,23,6,AA,N798AA,BOS,1740,-7,187
2016,7,24,7,AA,N789AA,BOS,1740,5,187
2016,7,26,2,AA,N791AA,BOS,1740,-6,187
2016,7,27,3,AA,N789AA,BOS,1740,-3,187
2016,7,28,4,AA,N797AA,BOS,1740,98,187
2016,7,29,5,AA,N784AA,BOS,1740,4,187
2016,7,31,7,AA,N789AA,BOS,1740,906,187
2016,7,3,7,AA,N788AA,JFK,2000,-4,2586
2016,7,4,1,AA,N794AA,JFK,2000,-4,2586
2016,7,5,2,AA,N789AA,JFK,2000,54,2586
2016,7,6,3,AA,N795AA,JFK,2000,-4,2586
2016,7,7,4,AA,N798AA,JFK,2000,9,2586
2016,7,8,5,AA,N795AA,JFK,2000,120,2586
2016,7,10,7,AA,N793AA,JFK,2000,-6,2586
2016,7,11,1,AA,N795AA,JFK,2000,-5,2586
2016,7,12,2,AA,N788AA,JFK,2000,-8,2586
2016,7,13,3,AA,N783AA,JFK,2000,13,2586
2016,7,14,4,AA,N787AA,JFK,2000,125,2586
2016,7,15,5,AA,N787AA,JFK,2000,101,2586
2016,7,17,7,AA,N792AA,JFK,2000,-4,2586
2016,7,18,1,AA,N784AA,JFK,2000,731,2586
2016,7,19,2,AA,N788AA,JFK,2000,-1,2586
2016,7,20,3,AA,N795AA,JFK,2000,-4,2586
2016,7,21,4,AA,N790AA,JFK,2000,359,2586
2016,7,22,5,AA,N785AA,JFK,2000,161,2586
2016,7,24,7,AA,N789AA,JFK,2000,12,2586
2016,7,26,2,AA,N791AA,JFK,2000,-2,2586
2016,7,27,3,AA,N785AA,JFK,2000,55,2586
2016,7,28,4,AA,N797AA,JFK,2000,98,2586
2016,7,29,5,AA,N784AA,JFK,2000,0,2586
2016,7,31,7,AA,N788AA,JFK,2000,37,2586
2016,7,1,5,AA,N3CSAA,ORD,2020,-3,1739
2016,7,4,1,AA,N3NGAA,ORD,2020,-2,1739
2016,7,5,2,AA,N3MFAA,ORD,2020,-6,1739
2016,7,6,3,AA,N3JAAA,ORD,2020,-2,1739
2016,7,7,4,AA,N3CVAA,ORD,2020,57,1739
2016,7,8,5,AA,N3LAAA,ORD,2020,-6,1739
2016,7,10,7,AA,N3FWAA,ORD,2020,18,1739
2016,7,11,1,AA,N3LXAA,ORD,2020,47,1739
2016,7,12,2,AA,N3BPAA,ORD,2020,95,1739
2016,7,14,4,AA,N3BEAA,ORD,2020,-4,1739
2016,7,15,5,AA,N3HPAA,ORD,2020,7,1739
2016,7,16,6,AA,N3NLAA,ORD,2020,-1,1739
2016,7,17,7,AA,N3FXAA,ORD,2020,-4,1739
2016,7,18,1,AA,N3BEAA,ORD,2020,53,1739
2016,7,19,2,AA,N3EPAA,ORD,2020,24,1739
2016,7,20,3,AA,N3LGAA,ORD,2020,20,1739
2016,7,22,5,AA,N3EKAA,ORD,2020,-3,1739
2016,7,24,7,AA,N3BEAA,ORD,2020,113,1739
2016,7,25,1,AA,N3JEAA,ORD,2020,74,1739
2016,7,26,2,AA,N3NFAA,ORD,2020,16,1739
2016,7,27,3,AA,N3KGAA,ORD,2020,19,1739
2016,7,28,4,AA,N3KEAA,ORD,2020,5,1739
2016,7,29,5,AA,N3JXAA,ORD,2020,195,1739
2016,7,30,6,AA,N3BWAA,ORD,2020,75,1739
2016,7,31,7,AA,N3LPAA,ORD,2020,57,1739
2016,7,1,5,AA,N3NEAA,DFW,1850,18,989
2016,7,2,6,AA,N3JCAA,DFW,1850,0,989
2016,7,3,7,AA,N3LWAA,DFW,1850,39,989
2016,7,4,1,AA,N3JVAA,DFW,1850,58,989
2016,7,5,2,AA,N3JDAA,DFW,1850,2,989
2016,7,6,3,AA,N3HFAA,DFW,1850,-2,989
2016,7,7,4,AA,N3BXAA,DFW,1850,-1,989
2016,7,8,5,AA,N3ACAA,DFW,1850,-4,989
2016,7,9,6,AA,N3DEAA,DFW,1850,82,989
2016,7,10,7,AA,N3MMAA,DFW,1850,0,989
2016,7,11,1,AA,N3DVAA,DFW,1850,18,989
2016,7,12,2,AA,N3BBAA,DFW,1850,-3,989
2016,7,13,3,AA,N3CKAA,DFW,1850,7,989
2016,7,14,4,AA,N3KYAA,DFW,1850,2,989
2016,7,15,5,AA,N3JSAA,DFW,1850,14,989
2016,7,16,6,AA,N3MAAA,DFW,1850,15,989
2016,7,17,7,AA,N3BJAA,DFW,1850,19,989
2016,7,18,1,AA,N3EPAA,DFW,1850,2,989
2016,7,19,2,AA,N3KMAA,DFW,1850,40,989
2016,7,20,3,AA,N3JKAA,DFW,1850,17,989
2016,7,21,4,AA,N3HPAA,DFW,1850,-3,989
2016,7,22,5,AA,N3BHAA,DFW,1850,2,989
2016,7,23,6,AA,N3ABAA,DFW,1850,-2,989
2016,7,24,7,AA,N3FLAA,DFW,1850,-6,989
2016,7,25,1,AA,N3KBAA,DFW,1850,58,989
2016,7,26,2,AA,N3CYAA,DFW,1850,94,989
2016,7,27,3,AA,N3HEAA,DFW,1850,223,989
2016,7,28,4,AA,N3AXAA,DFW,1850,15,989
2016,7,29,5,AA,N3AAAA,DFW,1850,47,989
2016,7,30,6,AA,N3GBAA,DFW,1850,146,989
2016,7,31,7,AA,N3BBAA,DFW,1850,61,989
2016,7,1,5,AA,N437AA,DFW,510,-4,802
2016,7,2,6,AA,N571AA,DFW,510,3,802
2016,7,3,7,AA,N499AA,DFW,510,-5,802
2016,7,4,1,AA,N477AA,DFW,510,183,802
2016,7,1,5,AA,N3JVAA,ORD,2210,3,802
2016,7,3,7,AA,N3GRAA,ORD,2210,-3,802
2016,7,4,1,AA,N3FLAA,ORD,2210,8,802
2016,7,5,2,AA,N3DUAA,ORD,2210,40,802
2016,7,6,3,AA,N472AA,ORD,2210,1,802
2016,7,7,4,AA,N3NMAA,ORD,2210,8,802
2016,7,8,5,AA,N3KLAA,ORD,2210,-1,802
2016,7,10,7,AA,N3CAAA,ORD,2210,24,802
2016,7,11,1,AA,N3HWAA,ORD,2210,4,802
2016,7,12,2,AA,N3MGAA,ORD,2210,51,802
2016,7,14,4,AA,N3HPAA,ORD,2210,47,802
2016,7,15,5,AA,N3MVAA,ORD,2210,-4,802
2016,7,17,7,AA,N3LMAA,ORD,2210,1,802
2016,7,18,1,AA,N3GPAA,ORD,2210,4,802
2016,7,19,2,AA,N3KAAA,ORD,2210,11,802
2016,7,20,3,AA,N3MHAA,ORD,2210,-4,802
2016,7,21,4,AA,N3MMAA,ORD,2210,101,802
2016,7,22,5,AA,N3KBAA,ORD,2210,0,802
2016,7,24,7,AA,N3ETAA,ORD,2210,123,802
2016,7,25,1,AA,N3KDAA,ORD,2210,21,802
2016,7,26,2,AA,N3LMAA,ORD,2210,-2,802
2016,7,27,3,AA,N3FDAA,ORD,2210,39,802
2016,7,28,4,AA,N3NGAA,ORD,2210,99,802
2016,7,29,5,AA,N3LFAA,ORD,2210,68,802
2016,7,31,7,AA,N514AA,ORD,2210,97,802
2016,7,1,5,AA,N3BWAA,JFK,1725,110,2446
2016,7,2,6,AA,N3EDAA,JFK,1725,-2,2446
2016,7,3,7,AA,N3EJAA,JFK,1725,7,2446
2016,7,4,1,AA,N3HWAA,JFK,1725,33,2446
2016,7,5,2,AA,N3BLAA,JFK,1725,10,2446
2016,7,6,3,AA,N3MLAA,JFK,1725,-2,2446
2016,7,7,4,AA,N3GVAA,JFK,1725,32,2446
2016,7,8,5,AA,N3LPAA,JFK,1725,9,2446
2016,7,9,6,AA,N3MEAA,JFK,1725,53,2446
2016,7,10,7,AA,N3MKAA,JFK,1725,1,2446
2016,7,11,1,AA,N3ENAA,JFK,1725,-1,2446
2016,7,12,2,AA,N3EYAA,JFK,1725,83,2446
2016,7,13,3,AA,N3EVAA,JFK,1725,5,2446
2016,7,14,4,AA,N3KWAA,JFK,1725,23,2446
2016,7,15,5,AA,N3BJAA,JFK,1725,4,2446
2016,7,16,6,AA,N3LEAA,JFK,1725,23,2446
2016,7,17,7,AA,N3LEAA,JFK,1725,28,2446
2016,7,18,1,AA,N3HHAA,JFK,1725,60,2446
2016,7,19,2,AA,N3BKAA,JFK,1725,0,2446
2016,7,20,3,AA,N3DXAA,JFK,1725,-2,2446
