iter	RMSE
126	27.54867609
127	27.54564117
128	27.54068599
129	27.53804029
130	27.53434326
131	27.53134598
132	27.52770258
133	27.52420628
134	27.5220027
135	27.51784664
136	27.51386328
137	27.51077319
138	27.50613674
139	27.5041099
140	27.50144237
141	27.49878128
142	27.49651153
143	27.49373541
144	27.48983505
145	27.48476113
146	27.48186418
147	27.4761247
148	27.47055921
149	27.46798929
150	27.46352998
151	27.45989706
152	27.45799609
153	27.45789931
154	27.45352103
155	27.45272777
156	27.45006397
157	27.44725775
158	27.44441646
159	27.44090267
160	27.43804225
161	27.43433232
162	27.42801733
163	27.423394
164	27.42063258
165	27.41505503
166	27.40844018
167	27.40603676
168	27.40342708
169	27.40080378
170	27.39241406
171	27.38952086
172	27.38390778
173	27.38213544
174	27.37806779
175	27.37265283
176	27.36844979
177	27.36452442
178	27.36035852
179	27.35679615
180	27.35391286
181	27.35010126
182	27.34782586
183	27.34532103
184	27.34112227
185	27.33681243
186	27.33204337
187	27.32996487
188	27.32711726
189	27.32438963
190	27.32145143
191	27.31774604
192	27.3141427
193	27.30969696
194	27.30645573
195	27.30099586
196	27.2958264
197	27.29068916
198	27.28596977
199	27.28108217
200	27.27795286
201	27.2747095
202	27.27200666
203	27.26787903
204	27.26610401
205	27.26290043
206	27.2584428
207	27.25463661
208	27.25282588
209	27.24838321
210	27.24429896
211	27.24208442
212	27.23936222
213	27.23399979
214	27.23092759
215	27.22760433
216	27.22481431
217	27.22123961
218	27.21901164
219	27.21638594
220	27.2136007
221	27.20906161
222	27.20633202
223	27.20471432
224	27.2020328
225	27.19862376
226	27.19538285
227	27.19110842
228	27.18919606
229	27.18740427
230	27.18496577
231	27.1800683
232	27.17691631
233	27.174504
234	27.16886133
235	27.16401916
236	27.15993596
237	27.1551902
238	27.15277524
239	27.14939085
240	27.14534938
241	27.14141841
242	27.13802722
243	27.1355006
244	27.1321971
245	27.12983048
246	27.1268434
247	27.12230572
248	27.11802454
249	27.1156934
250	27.11335134
251	27.10944477
252	27.10088256
253	27.09691229
254	27.09491306
255	27.09264822
256	27.09051559
257	27.08681587
258	27.08521173
259	27.08321931
260	27.08065037
261	27.07825456
262	27.07588574
263	27.07348573
264	27.06942514
265	27.06570571
266	27.06342905
267	27.06097758
268	27.05767291
269	27.05374821
270	27.04975718
271	27.04824921
272	27.04576151
273	27.04315536
274	27.04103532
275	27.03775414
276	27.03308917
277	27.0303765
278	27.02570976
279	27.0243801
280	27.02167212
281	27.01929411
282	27.01709364
283	27.01333162
284	27.0114134
285	27.00945269
286	27.00606274
287	27.00349612
288	26.99894577
289	26.99524846
290	26.99316724
291	26.98979105
292	26.9878481
293	26.98447853
294	26.98199984
295	26.97838359
296	26.9750143
297	26.97070552
298	26.96645448
299	26.96171679
300	26.95939639
301	26.95623015
302	26.95299993
303	26.95018403
304	26.94767213
305	26.94624076
306	26.94433552
307	26.94101783
308	26.93785442
309	26.93589389
310	26.9327757
311	26.92966495
312	26.92774767
313	26.92632632
314	26.92317955
315	26.92196566
316	26.91944209
317	26.91672702
318	26.90912558
319	26.90667196
320	26.9030027
321	26.89980793
322	26.89754215
323	26.89559804
324	26.89350303
325	26.89060005
326	26.88793615
327	26.88584608
328	26.88364606
329	26.88037297
330	26.87758188
331	26.87535068
332	26.87338702
333	26.8714844
334	26.86924628
335	26.86707725
336	26.86544363
337	26.863857
338	26.858638
339	26.85587342
340	26.85117914
341	26.84923849
342	26.84793406
343	26.84603148
344	26.8437811
345	26.84236108
346	26.83907079
347	26.83597819
348	26.83283988
349	26.83000361
350	26.8274409
351	26.82483732
352	26.82224368
353	26.81885321
354	26.81675557
355	26.81252578
356	26.81039676
357	26.80832824
358	26.80615447
359	26.80378507
360	26.80179198
361	26.79909119
362	26.79772726
363	26.79413883
364	26.79199134
365	26.79015515
366	26.78798444
367	26.78603748
368	26.78477522
369	26.78296462
370	26.78117336
371	26.7781709
372	26.77568319
373	26.77435341
374	26.77065126
375	26.76676543
376	26.76447331
377	26.76249016
378	26.76101236
379	26.75932763
380	26.75745801
381	26.75580279
382	26.75296235
383	26.75169353
384	26.74864801
385	26.74590373
386	26.74388509
387	26.74235725
388	26.74075736
389	26.7392448
390	26.73730879
391	26.73579374
392	26.7337527
393	26.72947904
394	26.72775325
395	26.72498409
396	26.72145037
397	26.71953469
398	26.71679281
399	26.71259671
400	26.71041155
401	26.70667723
402	26.70386668
403	26.70109961
404	26.69808312
405	26.69547145
406	26.69274136
407	26.68988874
408	26.68673129
409	26.68455558
410	26.68289931
411	26.68086008
412	26.67783606
413	26.67423004
414	26.67230524
415	26.66928743
416	26.66758397
417	26.66602029
418	26.66368472
419	26.66120637
420	26.65960884
421	26.65781292
422	26.65520524
423	26.6508994
424	26.64814805
425	26.64584364
426	26.64330131
427	26.64043583
428	26.63787944
429	26.63570169
430	26.63474671
431	26.6316793
432	26.63066142
433	26.62895324
434	26.62634913
435	26.62418075
436	26.62136225
437	26.62057413
438	26.61810067
439	26.61611913
440	26.6144638
441	26.61219814
442	26.61064508
443	26.60952123
444	26.60784834
445	26.60620904
446	26.60240061
447	26.60028129
448	26.59850566
449	26.59756716
450	26.59586985
451	26.59463666
452	26.59331777
453	26.59102271
454	26.58914751
455	26.5868437
456	26.58362749
457	26.5799972
458	26.57807902
459	26.57517513
460	26.56979554
461	26.56790516
462	26.56554574
463	26.56423084
464	26.56255536
465	26.56015004
466	26.55809721
467	26.55676847
468	26.55549598
469	26.55004031
470	26.54819889
471	26.54619351
472	26.54476799
473	26.542977
474	26.54205607
475	26.54040727
476	26.53905353
477	26.5361828
478	26.53299815
479	26.53124056
480	26.52951325
481	26.52741386
482	26.52590931
483	26.52312323
484	26.52004381
485	26.51883893
486	26.51616171
487	26.51264096
488	26.5112948
489	26.50971305
490	26.50827504
491	26.5051978
492	26.50374355
493	26.50084743
494	26.49894729
495	26.49761603
496	26.49398107
497	26.49156968
498	26.49038535
499	26.48840958
500	26.48247117
501	26.47990155
502	26.47441066
503	26.47181806
504	26.47007771
505	26.46826554
506	26.46596253
507	26.46379498
508	26.46211247
509	26.46074912
510	26.45764711
511	26.45651673
512	26.45453651
513	26.45349392
514	26.45142128
515	26.44802657
516	26.4457417
517	26.44480269
518	26.44274732
519	26.44120328
520	26.44074036
521	26.43837297
522	26.43429749
523	26.43242955
524	26.43127266
525	26.42957554
526	26.42782519
527	26.42493768
528	26.4232062
529	26.42176689
530	26.42059885
531	26.41806548
532	26.41649815
533	26.41509523
534	26.41403494
535	26.41255332
536	26.41048809
537	26.4085671
538	26.40742687
539	26.40626521
540	26.40540168
541	26.40433143
542	26.40214455
543	26.39986149
544	26.39827786
545	26.39727153
546	26.39474203
547	26.39211963
548	26.39109269
549	26.38917546
550	26.38823094
551	26.38716852
552	26.38531356
553	26.38449385
554	26.38349331
555	26.38170288
556	26.37981407
557	26.37846116
558	26.37703302
559	26.3744742
560	26.37346489
561	26.37249563
562	26.37042118
563	26.36967557
564	26.36760954
565	26.36546067
566	26.36354998
567	26.36116356
568	26.35948063
569	26.3580702
570	26.35728291
571	26.35621461
572	26.35410047
573	26.35342021
574	26.35183852
575	26.34978374
576	26.34847202
577	26.3467545
578	26.34534034
579	26.34387973
580	26.34291457
581	26.34193868
582	26.33997629
583	26.33879704
584	26.33676715
585	26.33598751
586	26.33529215
587	26.33416708
588	26.33159579
589	26.32901649
590	26.32674091
591	26.32457321
592	26.3236096
593	26.32243108
594	26.32065352
595	26.31992357
596	26.31831516
597	26.31696785
598	26.31519168
599	26.31379249
600	26.31297952
601	26.31185864
602	26.3098684
603	26.30881984
604	26.30675549
605	26.30415864
606	26.30363032
607	26.3027167
608	26.30172957
609	26.29960588
610	26.29745064
611	26.29665155
612	26.2928628
613	26.29129455
614	26.28977323
615	26.28837575
616	26.28680202
617	26.28311374
618	26.28238495
619	26.28095697
620	26.27925368
621	26.27645839
622	26.27402703
623	26.27165508
624	26.27026788
625	26.26920867
626	26.26812363
627	26.26673633
628	26.26503362
629	26.26332462
630	26.26143779
631	26.25972323
632	26.25865474
633	26.25754752
634	26.2566983
635	26.25532227
636	26.25357516
637	26.25201469
638	26.25076323
639	26.24969876
640	26.24826874
641	26.24658172
642	26.24536474
643	26.24283172
644	26.24104157
645	26.23913215
646	26.23785609
647	26.23454905
648	26.23341639
649	26.23147231
650	26.23091668
651	26.22994752
652	26.22851397
653	26.22623054
654	26.22526586
655	26.22203361
656	26.22047445
657	26.21774425
658	26.21698726
659	26.21624806
660	26.21516688
661	26.21421087
662	26.21294066
663	26.21110985
664	26.2085742
665	26.20611265
666	26.20469456
667	26.20205501
668	26.20095373
669	26.20005285
670	26.19731021
671	26.19648947
672	26.19402958
673	26.19323647
674	26.19151612
675	26.18996727
676	26.18929024
677	26.18790703
678	26.18736685
679	26.18532023
680	26.18334557
681	26.1807417
682	26.17917659
683	26.17766544
684	26.17650575
685	26.17479416
686	26.17331857
687	26.17249609
688	26.17104531
689	26.16896281
690	26.16800484
691	26.16463498
692	26.16250477
693	26.16098841
694	26.15990594
695	26.15806871
696	26.15690365
697	26.1550279
698	26.15305424
699	26.1517418
700	26.15053904
701	26.1490116
702	26.14808574
703	26.14699085
704	26.14530292
705	26.1440447
706	26.14281151
707	26.14173588
708	26.14058479
709	26.13862283
710	26.13773381
711	26.13709957
712	26.13554758
713	26.13342314
714	26.13236263
715	26.1307865
716	26.12920272
717	26.12812562
718	26.12688604
719	26.12541859
720	26.12385665
721	26.12235431
722	26.12053845
723	26.11811815
724	26.11720388
725	26.11587317
726	26.11272851
727	26.11222122
728	26.11144136
729	26.110179
730	26.10780885
731	26.10665456
732	26.1058737
733	26.10442512
734	26.1033121
735	26.10281077
736	26.10196454
737	26.10058406
738	26.09929893
739	26.09862243
740	26.09772287
741	26.09686382
742	26.09503969
743	26.09423534
744	26.09335889
745	26.09252245
746	26.08994223
747	26.08933616
748	26.08555553
749	26.08487596
750	26.08367599
751	26.0827625
752	26.08142661
753	26.08068237
754	26.07995979
755	26.07823921
756	26.07732787
757	26.07594954
758	26.07485498
759	26.07312853
760	26.07145916
761	26.07080233
762	26.0698873
763	26.06876368
764	26.06797407
765	26.06565494
766	26.06394212
767	26.06331571
768	26.06222774
769	26.06054983
770	26.05967605
771	26.05755766
772	26.05509456
773	26.05376507
774	26.05264017
775	26.05190337
776	26.05093258
777	26.04772879
778	26.04639514
779	26.04372314
780	26.04227402
781	26.04085577
782	26.0397109
783	26.03893009
784	26.03728138
785	26.03454085
786	26.0329522
787	26.03154156
788	26.03055067
789	26.02915597
790	26.02774054
791	26.02552896
792	26.02394083
793	26.02284564
794	26.02131373
795	26.02015561
796	26.01948437
797	26.01910025
798	26.0176806
799	26.01669493
800	26.01551664
801	26.01423145
802	26.011602
803	26.01017929
804	26.00917877
805	26.00850105
806	26.00686752
807	26.00593416
808	26.00538031
809	26.00393788
810	26.00191532
811	26.00095173
812	26.00018771
813	25.99937932
814	25.99794306
815	25.99652513
816	25.99594278
817	25.99480532
818	25.99302576
819	25.99133983
820	25.9902155
821	25.98923727
822	25.98776838
823	25.9859824
824	25.9837815
825	25.98264388
826	25.98074188
827	25.98041119
828	25.9794991
829	25.97838722
830	25.97731375
831	25.97471307
832	25.97408801
833	25.97281017
834	25.97229446
835	25.97165181
836	25.96922202
837	25.96865668
838	25.96719438
839	25.96530046
840	25.96198352
841	25.96136933
842	25.96090557
843	25.9600361
844	25.95800994
845	25.95671625
846	25.95555785
847	25.95412233
848	25.95211257
849	25.95077691
850	25.94966794
851	25.94779162
852	25.94738641
853	25.94677708
854	25.94592596
855	25.94478332
856	25.94424058
857	25.9438424
858	25.94275982
859	25.94094774
860	25.94036329
861	25.93818224
862	25.9372729
863	25.93542741
864	25.93435671
865	25.93286647
866	25.93228025
867	25.930379
868	25.92882088
869	25.92806564
870	25.92756542
871	25.92607285
872	25.92545201
873	25.92457974
874	25.9224726
875	25.92100856
876	25.91977574
877	25.91682045
878	25.91488394
879	25.91441652
880	25.9131396
881	25.91188586
882	25.91028753
883	25.90794888
884	25.90697799
885	25.90639775
886	25.90537422
887	25.90392815
888	25.90294585
889	25.90119804
890	25.89950547
891	25.89771393
892	25.89709899
893	25.89507245
894	25.89404254
895	25.89306658
896	25.89148144
897	25.89065817
898	25.88928815
899	25.88778186
900	25.88640339
901	25.88278672
902	25.88077992
903	25.87987034
904	25.87949891
905	25.8782107
906	25.8774557
907	25.87634762
908	25.87570879
909	25.87460451
910	25.87171832
911	25.87045652
912	25.86984657
913	25.86944785
914	25.86758653
915	25.86634364
916	25.86566967
917	25.86460584
918	25.86381723
919	25.86278666
920	25.86189929
921	25.86050923
922	25.85938263
923	25.85864282
924	25.85789698
925	25.85705096
926	25.85618222
927	25.85489009
928	25.8537179
929	25.8525354
930	25.85121292
931	25.85003616
932	25.84881074
933	25.8466676
934	25.84544632
935	25.84473544
936	25.84389509
937	25.84264171
938	25.84181858
939	25.84086862
940	25.83961307
941	25.83760643
942	25.83657402
943	25.83501072
944	25.83107924
945	25.82957845
946	25.8293166
947	25.82909793
948	25.82762921
949	25.82684915
950	25.82604535
951	25.82481748
952	25.82329608
953	25.82214518
954	25.82090629
955	25.81975022
956	25.81693046
957	25.81603803
958	25.81466743
959	25.81391825
960	25.81353146
961	25.81158036
962	25.8112299
963	25.81017933
964	25.80860739
965	25.80646305
966	25.80529788
967	25.80356314
968	25.80096047
969	25.79921473
970	25.79750883
971	25.79682782
972	25.7955388
973	25.79454231
974	25.79317861
975	25.79194587
976	25.78954311
977	25.7881268
978	25.78685659
979	25.78594131
980	25.78502358
981	25.78398652
982	25.78251496
983	25.78011375
984	25.77890649
985	25.77857347
986	25.77773209
987	25.7759701
988	25.77497275
989	25.77315294
990	25.77180715
991	25.76998603
992	25.76872604
993	25.76723463
994	25.76618652
995	25.76324989
996	25.76216958
997	25.76167634
998	25.75960382
999	25.75915262
