"MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","ORIGIN","DEST","CRS_DEP_TIME","DEP_DELAY_NEW"
"2","3","AA","LGA","ORD","1230","0.0"
"6","3","B6","JFK","ATL","818","0.0"
"10","1","YX","JFK","ORD","830","0.0"
"11","7","AA","LGA","ORD","630","57.0"
"10","1","DL","JFK","ATL","1955","19.0"
"9","2","AA","JFK","DFW","635","0.0"
"10","3","DL","JFK","LAX","1745","44.0"
"12","3","AA","LGA","DFW","1455","16.0"
"3","2","AA","JFK","LAX","725","0.0"
"8","3","DL","LGA","ORD","1635","0.0"
"6","7","AA","JFK","LAX","959","0.0"
"9","4","AA","LGA","DFW","1455","23.0"
"3","3","DL","LGA","DFW","600","0.0"
"7","2","B6","LGA","ATL","2040","160.0"
"8","1","DL","LGA","ATL","1600","6.0"
"9","6","DL","LGA","ATL","600","1.0"
"2","5","OO","LGA","ORD","1300","0.0"
"8","6","B6","JFK","ATL","2100","24.0"
"3","3","AA","LGA","ORD","1840","0.0"
"8","2","AA","LGA","DFW","1229","0.0"
"8","3","DL","LGA","DFW","810","0.0"
"9","1","DL","LGA","ATL","2005","33.0"
"2","4","DL","JFK","ATL","1655","0.0"
"3","6","AA","JFK","LAX","1930","0.0"
"3","3","DL","LGA","ORD","1820","0.0"
"8","2","UA","LGA","ORD","1005","4.0"
"10","4","DL","JFK","DFW","810","4.0"
"7","6","AA","JFK","LAX","959","0.0"
"6","7","DL","JFK","LAX","1355","8.0"
"3","7","AA","JFK","LAX","1530","26.0"
"10","1","AA","LGA","DFW","1759","0.0"
"8","4","DL","LGA","DFW","800","0.0"
"2","1","DL","LGA","ATL","1150","5.0"
"11","4","DL","JFK","DFW","1755","0.0"
"2","5","DL","LGA","ORD","1129","0.0"
"7","4","B6","JFK","LAX","657","11.0"
"10","7","DL","LGA","ATL","1000","0.0"
"2","7","DL","LGA","ATL","2120","0.0"
"8","3","WN","LGA","ATL","1035","0.0"
"8","2","B6","JFK","ATL","935","1.0"
"7","3","OO","LGA","ORD","1405","105.0"
"2","7","DL","JFK","DFW","1800","0.0"
"9","1","UA","LGA","ORD","1005","0.0"
"10","1","UA","LGA","ORD","630","0.0"
"10","6","AA","JFK","LAX","1915","42.0"
"8","2","AA","LGA","ORD","600","0.0"
"6","3","DL","LGA","DFW","600","0.0"
"2","7","YX","LGA","ATL","1408","0.0"
"12","1","DL","LGA","ATL","1610","10.0"
"6","4","DL","LGA","ATL","1600","17.0"
"12","5","DL","LGA","ATL","1459","0.0"
"8","2","DL","JFK","ATL","600","0.0"
"5","6","DL","JFK","LAX","1545","0.0"
"7","6","DL","JFK","LAX","1005","0.0"
"5","4","DL","LGA","DFW","615","24.0"
"10","3","WN","LGA","ATL","1555","0.0"
"12","7","DL","JFK","LAX","1359","0.0"
"3","5","OO","JFK","ORD","805","0.0"
"3","6","DL","LGA","ATL","745","1.0"
"12","4","DL","LGA","ORD","715","0.0"
"11","4","DL","LGA","ORD","2030","1.0"
"10","4","AA","LGA","DFW","1829","17.0"
"6","5","UA","LGA","ORD","1711","0.0"
"8","4","YX","LGA","ATL","1729","0.0"
"8","4","F9","LGA","ATL","1057","0.0"
"12","2","DL","JFK","LAX","846","65.0"
"5","3","B6","JFK","PHX","1950","18.0"
"8","5","B6","JFK","LAX","2040","105.0"
"7","5","DL","LGA","ATL","1700","48.0"
"12","2","UA","LGA","ORD","629","0.0"
"6","5","UA","LGA","ORD","1915","59.0"
"12","3","AA","LGA","DFW","1839","0.0"
"10","4","DL","LGA","ATL","959","0.0"
"2","5","DL","LGA","ATL","600","2.0"
"12","6","UA","LGA","ORD","900","0.0"
"8","3","AA","LGA","DFW","640","40.0"
"8","7","DL","JFK","LAX","1700","0.0"
"10","2","DL","LGA","DFW","1945","0.0"
"11","4","B6","JFK","LAX","700","0.0"
"9","6","AA","JFK","LAX","1130","0.0"
"3","5","DL","LGA","ATL","2120","4.0"
"4","1","AA","LGA","DFW","729","5.0"
"3","1","DL","LGA","ORD","1425","0.0"
"9","5","AA","LGA","DFW","1100","4.0"
"4","4","AA","LGA","ORD","930","0.0"
"8","7","AA","LGA","ORD","1930","33.0"
"3","1","AA","LGA","ORD","1030","0.0"
"3","2","DL","JFK","ATL","1900","89.0"
"11","4","B6","JFK","LAX","800","0.0"
"6","4","AA","LGA","DFW","1100","0.0"
"3","2","UA","LGA","ORD","900","0.0"
"6","7","DL","LGA","ORD","830","0.0"
"6","4","UA","LGA","ORD","800","0.0"
"2","6","AA","JFK","PHX","1629","0.0"
"10","7","WN","LGA","ATL","1535","0.0"
"11","5","DL","LGA","ATL","2005","52.0"
"11","1","YX","LGA","ATL","1430","0.0"
"5","3","DL","LGA","DFW","615","0.0"
"8","3","OO","JFK","ORD","1610","0.0"
"10","6","B6","JFK","ATL","1600","0.0"
"6","6","AA","JFK","LAX","1800","0.0"
"3","2","AA","LGA","ORD","930","0.0"
"12","5","AA","LGA","DFW","729","0.0"
"11","7","DL","LGA","ORD","1600","32.0"
"10","6","B6","JFK","LAX","630","0.0"
"2","1","AA","LGA","DFW","729","0.0"
"11","4","AA","LGA","ORD","630","0.0"
"11","5","DL","JFK","LAX","1715","0.0"
"2","6","AA","LGA","DFW","1915","0.0"
"9","1","B6","JFK","LAX","1300","7.0"
"2","6","B6","JFK","LAX","1740","0.0"
"11","1","DL","LGA","ATL","1930","17.0"
"5","7","AA","LGA","ORD","1030","0.0"
"6","6","AA","LGA","ORD","1555","0.0"
"7","3","WN","LGA","ATL","1040","0.0"
"7","4","B6","JFK","LAX","900","0.0"
"11","2","AA","JFK","LAX","700","9.0"
"10","5","9E","JFK","ORD","815","0.0"
"6","5","B6","JFK","LAX","2159","81.0"
"12","5","DL","LGA","ORD","1830","87.0"
"10","6","DL","JFK","ATL","2200","0.0"
"12","4","DL","JFK","ATL","815","0.0"
"11","4","B6","JFK","ORD","2100","6.0"
"7","7","AA","LGA","ORD","1842","48.0"
"4","1","B6","JFK","PHX","1000","112.0"
"6","5","DL","LGA","ORD","1630","15.0"
"8","4","AA","LGA","DFW","1247","0.0"
"7","2","AA","LGA","DFW","550","0.0"
"5","5","B6","LGA","ATL","1700","0.0"
"4","7","AA","LGA","DFW","1045","0.0"
"12","5","B6","JFK","ORD","1312","7.0"
"7","6","B6","JFK","PHX","2014","67.0"
"12","4","DL","JFK","LAX","846","0.0"
"6","1","DL","LGA","ATL","1200","2.0"
"3","4","B6","JFK","LAX","850","1.0"
"8","5","DL","LGA","DFW","600","0.0"
"12","5","DL","JFK","LAX","1545","0.0"
"9","1","DL","LGA","ATL","1100","10.0"
"4","5","AA","LGA","DFW","815","0.0"
"4","3","AA","JFK","LAX","1655","0.0"
"5","3","B6","JFK","PHX","1000","0.0"
"12","3","DL","JFK","ATL","2300","32.0"
"2","5","DL","LGA","ORD","1425","78.0"
"10","1","DL","JFK","LAX","1355","0.0"
"5","6","AA","LGA","DFW","1000","0.0"
"5","2","AA","LGA","DFW","1605","0.0"
"8","7","AA","LGA","ORD","1430","19.0"
"12","4","AA","LGA","ORD","1300","0.0"
"12","6","DL","LGA","ATL","600","6.0"
"9","5","AA","JFK","LAX","1530","0.0"
"10","1","B6","JFK","ATL","859","0.0"
"9","4","AA","LGA","DFW","640","0.0"
"12","1","YX","LGA","ORD","1400","0.0"
"8","7","AA","LGA","DFW","640","0.0"
"10","7","DL","LGA","DFW","845","0.0"
"9","4","DL","JFK","LAX","700","0.0"
"11","3","AA","JFK","PHX","640","20.0"
"11","2","WN","LGA","ATL","1540","0.0"
"9","2","DL","LGA","DFW","600","0.0"
"7","5","DL","LGA","ATL","1000","136.0"
"7","7","UA","LGA","ORD","1820","0.0"
"5","3","DL","LGA","ATL","1429","0.0"
"5","2","DL","LGA","DFW","1500","61.0"
"6","2","DL","LGA","ORD","1630","0.0"
"11","3","B6","JFK","LAX","900","0.0"
"10","1","YX","LGA","ATL","1640","0.0"
"7","6","AA","JFK","DFW","820","0.0"
"10","4","WN","LGA","ATL","1040","0.0"
"7","5","B6","JFK","LAX","1100","140.0"
"4","3","AA","LGA","DFW","815","0.0"
"11","6","AA","JFK","LAX","1015","0.0"
"4","3","AA","JFK","LAX","1930","43.0"
"3","5","DL","LGA","DFW","1500","0.0"
"11","3","DL","LGA","ORD","600","0.0"
"9","2","UA","JFK","LAX","1835","0.0"
"7","1","DL","LGA","ORD","610","0.0"
"8","5","B6","JFK","ATL","2100","14.0"
"6","3","DL","JFK","ATL","600","0.0"
"8","4","YX","LGA","ATL","1640","31.0"
"4","4","DL","LGA","ATL","1125","0.0"
"7","1","DL","JFK","ATL","1300","16.0"
"6","4","DL","JFK","ATL","840","0.0"
"3","3","AA","JFK","ORD","915","1.0"
"6","4","AA","LGA","DFW","1229","4.0"
"4","6","B6","JFK","ATL","2135","15.0"
"7","5","DL","JFK","LAX","1355","0.0"
"9","4","AA","JFK","LAX","2030","0.0"
"2","4","B6","JFK","PHX","800","0.0"
"8","1","UA","LGA","ORD","630","0.0"
"7","4","DL","LGA","ATL","1259","2.0"
"5","4","WN","LGA","ATL","1430","5.0"
"5","1","DL","LGA","DFW","1500","4.0"
"8","1","B6","JFK","LAX","2245","0.0"
"11","1","AA","LGA","DFW","1700","0.0"
"11","1","B6","JFK","PHX","800","9.0"
"9","4","UA","LGA","ORD","2100","0.0"
"3","5","DL","LGA","ATL","925","1.0"
"8","1","DL","LGA","ATL","1859","44.0"
"8","3","DL","LGA","DFW","600","0.0"
"12","1","AA","JFK","DFW","1759","5.0"
"11","4","OO","LGA","ORD","1915","0.0"
"10","4","UA","LGA","ORD","1005","0.0"
"4","4","DL","JFK","ATL","835","0.0"
"3","7","DL","JFK","LAX","855","0.0"
"8","2","B6","JFK","LAX","900","0.0"
"11","7","YX","LGA","ATL","1430","0.0"
"8","7","WN","LGA","ATL","1035","2.0"
"7","5","AA","JFK","PHX","1629","58.0"
"4","2","AA","LGA","DFW","1235","0.0"
"12","7","DL","JFK","ATL","1259","6.0"
"5","1","UA","LGA","ORD","1915","0.0"
"9","7","AA","LGA","ORD","1230","57.0"
"11","3","B6","JFK","LAX","1630","0.0"
"9","4","DL","LGA","ATL","600","12.0"
"4","6","DL","JFK","LAX","800","0.0"
"8","2","DL","JFK","LAX","1759","7.0"
"5","5","B6","JFK","LAX","1530","0.0"
"9","3","B6","JFK","ORD","800","0.0"
"6","4","AA","LGA","DFW","829","66.0"
"8","2","DL","JFK","LAX","700","0.0"
"10","5","DL","JFK","ATL","1748","0.0"
"12","7","WN","LGA","ATL","1745","5.0"
"4","7","DL","LGA","DFW","1155","11.0"
"3","7","B6","JFK","LAX","1559","0.0"
"8","1","AA","LGA","ORD","729","0.0"
"8","5","UA","LGA","ORD","800","0.0"
"8","2","AA","LGA","ORD","2030","0.0"
"3","6","B6","JFK","ATL","904","18.0"
"4","6","UA","LGA","ORD","1915","10.0"
"5","3","AA","JFK","PHX","648","0.0"
"2","4","YX","LGA","ATL","835","0.0"
"9","3","AA","LGA","ORD","930","0.0"
"10","5","AA","JFK","DFW","630","0.0"
"6","4","DL","JFK","LAX","1355","0.0"
"5","1","F9","LGA","ATL","1050","1.0"
"7","1","AA","LGA","DFW","550","0.0"
"6","3","DL","LGA","ATL","959","0.0"
"8","3","AA","JFK","LAX","2100","15.0"
"4","1","DL","LGA","DFW","615","0.0"
"4","3","DL","JFK","PHX","715","0.0"
"9","6","DL","JFK","LAX","1355","0.0"
"8","3","DL","LGA","ATL","1000","2.0"
"2","5","AA","LGA","DFW","1555","0.0"
"3","6","UA","LGA","ORD","900","0.0"
"10","4","UA","JFK","LAX","1000","0.0"
"8","2","B6","JFK","LAX","1205","0.0"
"4","4","UA","LGA","ORD","900","0.0"
"6","6","DL","JFK","LAX","800","0.0"
"8","7","AA","JFK","LAX","600","0.0"
"9","4","YX","LGA","ATL","1640","0.0"
"11","3","DL","JFK","LAX","1545","0.0"
"4","7","B6","JFK","ATL","1230","139.0"
"10","2","DL","JFK","LAX","700","0.0"
"5","5","OO","JFK","ORD","1205","0.0"
"3","3","DL","LGA","ORD","600","0.0"
"8","6","DL","LGA","ATL","1805","2.0"
"9","7","DL","JFK","ATL","1800","0.0"
"4","4","UA","LGA","ORD","1915","0.0"
"3","4","AA","JFK","LAX","1100","8.0"
"11","1","B6","JFK","LAX","2055","0.0"
"4","7","B6","JFK","LAX","1100","8.0"
"8","7","DL","LGA","DFW","800","10.0"
"2","6","YX","LGA","ATL","2020","0.0"
"5","6","AA","JFK","DFW","759","0.0"
"12","3","DL","JFK","ATL","615","0.0"
"9","7","AA","JFK","PHX","1629","0.0"
"5","5","DL","JFK","LAX","1915","0.0"
"7","2","UA","LGA","ORD","1500","0.0"
"4","2","DL","JFK","PHX","715","0.0"
"12","3","AA","JFK","LAX","1600","0.0"
"11","7","DL","LGA","ATL","600","0.0"
"6","4","OO","JFK","ORD","1129","3.0"
"8","3","AA","JFK","PHX","658","0.0"
"5","5","AA","JFK","LAX","615","0.0"
"7","4","UA","LGA","ORD","1820","23.0"
"8","2","AA","LGA","DFW","1229","66.0"
"10","5","AA","LGA","ORD","1930","0.0"
"12","5","DL","JFK","ATL","1759","132.0"
"8","2","DL","LGA","ATL","1855","1.0"
"7","6","AA","JFK","LAX","730","0.0"
"7","2","AA","JFK","DFW","645","9.0"
"9","7","B6","JFK","ATL","1345","50.0"
"12","1","B6","JFK","LAX","1300","6.0"
"8","6","B6","JFK","ATL","2055","12.0"
"2","1","B6","JFK","ATL","1543","21.0"
"2","5","AA","JFK","LAX","1530","0.0"
"5","6","B6","LGA","ATL","1700","0.0"
"11","4","UA","LGA","ORD","1005","0.0"
"8","1","AA","JFK","LAX","2000","0.0"
"3","7","DL","LGA","ATL","2020","0.0"
"9","1","B6","JFK","ATL","2100","6.0"
"3","6","B6","JFK","ATL","2130","0.0"
"5","7","UA","LGA","ORD","600","0.0"
"4","1","DL","JFK","LAX","1915","0.0"
"8","3","AA","LGA","DFW","730","0.0"
"4","3","AA","LGA","DFW","1555","76.0"
"12","6","B6","JFK","ORD","1312","44.0"
"5","2","DL","LGA","ORD","2030","0.0"
"8","6","F9","LGA","ATL","1051","42.0"
"9","7","NK","LGA","DFW","1159","0.0"
"2","1","WN","LGA","ATL","1045","0.0"
"10","2","AA","JFK","LAX","1530","0.0"
"11","1","B6","JFK","ORD","630","0.0"
"8","5","UA","LGA","ORD","1305","3.0"
"10","7","UA","LGA","ORD","1815","10.0"
"5","3","AA","LGA","ORD","1930","0.0"
"8","1","AA","LGA","DFW","640","0.0"
"12","5","DL","JFK","ATL","615","0.0"
"5","3","DL","LGA","ATL","1815","0.0"
"4","7","B6","JFK","PHX","2000","51.0"
"7","3","B6","JFK","LAX","2040","29.0"
"5","3","DL","LGA","DFW","1500","0.0"
"10","2","DL","LGA","ATL","1359","1.0"
"8","4","DL","LGA","ORD","1635","0.0"
"7","4","OO","LGA","ORD","2100","0.0"
"7","1","DL","LGA","DFW","810","0.0"
"12","5","DL","JFK","LAX","1545","9.0"
"5","2","DL","LGA","ORD","1829","0.0"
"12","3","AA","JFK","DFW","1759","0.0"
"2","1","AA","LGA","ORD","830","2.0"
"8","4","B6","JFK","LAX","800","34.0"
"10","5","DL","LGA","ATL","1100","0.0"
"6","5","OO","JFK","ORD","800","0.0"
"4","6","AA","JFK","LAX","1655","54.0"
"12","2","YX","LGA","ATL","1735","0.0"
"3","6","DL","LGA","ATL","1545","2.0"
"10","4","OO","LGA","ORD","1915","0.0"
"7","4","DL","JFK","LAX","1355","0.0"
"8","2","DL","LGA","ATL","830","7.0"
"2","3","DL","JFK","LAX","845","0.0"
"5","2","AA","JFK","PHX","1615","147.0"
"8","2","DL","LGA","ATL","1250","0.0"
"6","4","AA","LGA","ORD","1237","21.0"
"8","2","DL","JFK","ATL","700","0.0"
"8","5","DL","LGA","ORD","600","0.0"
"9","3","AA","JFK","DFW","830","0.0"
"5","4","B6","JFK","ORD","1551","0.0"
"7","3","B6","JFK","ORD","730","40.0"
"9","6","AA","LGA","ORD","600","0.0"
"10","5","AA","LGA","DFW","1100","1.0"
"7","6","OO","JFK","ORD","800","36.0"
"8","5","DL","LGA","ORD","1135","0.0"
"7","7","UA","LGA","ORD","800","0.0"
"7","6","AA","JFK","DFW","820","0.0"
"9","3","9E","JFK","ORD","1550","0.0"
"7","3","UA","LGA","ORD","1111","0.0"
"3","3","DL","JFK","ATL","1200","64.0"
"9","2","YX","LGA","ORD","1300","0.0"
"11","3","OO","LGA","ORD","1915","69.0"
"10","2","YX","LGA","ORD","700","0.0"
"6","3","B6","JFK","LAX","655","0.0"
"6","7","DL","JFK","LAX","1005","23.0"
"8","6","B6","JFK","ATL","1345","52.0"
"5","2","AA","LGA","ORD","930","35.0"
"3","5","AA","LGA","DFW","1755","82.0"
"4","4","AA","LGA","ORD","1131","0.0"
"4","1","B6","JFK","ATL","1630","85.0"
"9","2","DL","LGA","ATL","1400","0.0"
"7","5","UA","LGA","ORD","1005","20.0"
"4","3","DL","LGA","ORD","610","0.0"
"4","7","B6","JFK","LAX","545","0.0"
"6","1","AA","LGA","DFW","829","0.0"
"5","3","AA","LGA","DFW","1000","0.0"
"12","2","DL","LGA","ORD","1630","0.0"
"2","1","AA","LGA","ORD","1830","0.0"
"3","5","AA","LGA","DFW","1700","26.0"
"5","7","DL","LGA","ATL","1655","32.0"
"8","4","DL","LGA","ATL","600","0.0"
"5","7","B6","LGA","ATL","1700","0.0"
"7","6","UA","LGA","ORD","1500","0.0"
"6","1","DL","LGA","ORD","1135","0.0"
"8","3","AA","LGA","DFW","829","0.0"
"3","7","DL","LGA","ATL","925","14.0"
"10","2","B6","JFK","LAX","820","0.0"
"6","4","AA","JFK","DFW","1554","0.0"
"10","1","DL","JFK","LAX","700","0.0"
"2","7","AA","LGA","ORD","1630","0.0"
"8","1","WN","LGA","ATL","1450","10.0"
"8","1","DL","JFK","DFW","1755","0.0"
"9","5","DL","JFK","PHX","1825","0.0"
"7","1","DL","JFK","LAX","1905","37.0"
"6","5","AA","JFK","DFW","820","0.0"
"6","3","UA","LGA","ORD","900","0.0"
"9","4","YX","JFK","ORD","1929","85.0"
"7","5","AA","JFK","LAX","600","0.0"
"8","6","AA","LGA","ORD","1900","0.0"
"4","4","OO","LGA","ORD","1659","0.0"
"7","2","DL","LGA","ATL","1500","4.0"
"3","3","B6","JFK","LAX","2010","0.0"
"12","3","AA","JFK","PHX","1310","0.0"
"6","5","AA","JFK","LAX","2100","0.0"
"8","1","AA","JFK","PHX","650","3.0"
"7","4","AA","LGA","DFW","1600","55.0"
"8","3","DL","JFK","ATL","1129","0.0"
"6","5","AA","LGA","DFW","1100","0.0"
"8","1","AA","JFK","DFW","759","0.0"
"9","2","AA","JFK","LAX","1800","0.0"
"9","7","YX","JFK","ORD","830","2.0"
"12","3","AA","LGA","ORD","1930","0.0"
"9","2","UA","LGA","ORD","900","0.0"
"9","5","DL","JFK","ATL","2200","14.0"
"12","7","AA","JFK","ORD","900","0.0"
"10","1","WN","LGA","ATL","1555","1.0"
"5","2","AA","LGA","ORD","1030","0.0"
"12","1","DL","LGA","ATL","1029","2.0"
"3","6","DL","LGA","DFW","1410","0.0"
"8","5","B6","LGA","ATL","1325","5.0"
"9","1","DL","LGA","ATL","1500","8.0"
"3","3","DL","JFK","LAX","845","62.0"
"12","1","DL","LGA","ATL","1845","0.0"
"3","1","DL","LGA","ATL","1125","19.0"
"6","5","AA","JFK","PHX","1645","24.0"
"2","4","B6","JFK","PHX","1030","0.0"
"11","6","AA","LGA","DFW","729","0.0"
"9","4","UA","JFK","LAX","1835","0.0"
"5","3","DL","JFK","LAX","1140","0.0"
"6","4","DL","LGA","ATL","800","19.0"
"3","2","DL","JFK","ATL","840","18.0"
"6","3","DL","LGA","ATL","1859","8.0"
"5","7","DL","LGA","ATL","1815","2.0"
"3","3","AA","LGA","DFW","815","0.0"
"8","3","AA","JFK","LAX","2059","0.0"
"12","3","AA","LGA","ORD","930","0.0"
"4","7","DL","LGA","ORD","1125","0.0"
"8","4","B6","JFK","LAX","529","0.0"
"3","5","WN","LGA","ATL","700","0.0"
"3","2","DL","JFK","ATL","1700","0.0"
"11","5","AA","LGA","ORD","1733","3.0"
"8","5","AA","JFK","PHX","730","0.0"
"11","5","DL","LGA","ATL","959","3.0"
"3","4","DL","LGA","ATL","1545","0.0"
"6","3","AA","JFK","LAX","1800","0.0"
"10","1","B6","JFK","LAX","1100","0.0"
"7","6","DL","LGA","ATL","959","0.0"
"3","4","AA","JFK","LAX","1930","58.0"
"3","2","YX","LGA","ATL","1359","0.0"
"7","1","AA","LGA","ORD","1604","19.0"
"9","7","AA","LGA","DFW","829","0.0"
"9","4","AA","JFK","PHX","630","0.0"
"8","3","B6","JFK","LAX","935","0.0"
"3","3","OO","LGA","ORD","1400","0.0"
"7","1","B6","JFK","LAX","1430","134.0"
"11","5","DL","JFK","PHX","1830","42.0"
"2","7","DL","LGA","ORD","1825","0.0"
"10","7","B6","JFK","ATL","1335","0.0"
"7","5","B6","JFK","LAX","657","0.0"
"7","4","DL","JFK","ATL","1700","15.0"
"8","4","UA","LGA","ORD","1815","0.0"
"2","7","AA","JFK","DFW","1441","1.0"
"3","2","B6","JFK","LAX","710","0.0"
"12","3","YX","LGA","ATL","1729","0.0"
"8","1","DL","LGA","ATL","1459","0.0"
"12","4","AA","JFK","ORD","900","28.0"
"4","6","B6","JFK","ATL","1730","47.0"
"2","4","DL","LGA","ORD","1600","0.0"
"8","6","DL","LGA","ORD","1159","0.0"
"3","3","AA","LGA","DFW","815","0.0"
"4","3","AA","JFK","LAX","2030","12.0"
"9","1","UA","JFK","LAX","1835","26.0"
"4","6","DL","LGA","ATL","1329","0.0"
"7","2","DL","JFK","LAX","1355","1.0"
"3","3","AA","LGA","ORD","1840","0.0"
"9","5","AA","LGA","ORD","1730","0.0"
"5","3","DL","JFK","LAX","1000","0.0"
"10","3","AA","LGA","ORD","1530","96.0"
"12","5","AA","LGA","DFW","1100","18.0"
"3","7","AA","LGA","ORD","1840","44.0"
"9","5","DL","JFK","LAX","700","0.0"
"7","3","AA","JFK","DFW","1559","6.0"
"2","7","AA","LGA","ORD","1630","0.0"
"5","4","B6","JFK","LAX","1100","0.0"
"5","4","DL","LGA","ORD","830","0.0"
"11","6","AA","LGA","DFW","825","1.0"
"6","1","WN","LGA","ATL","725","0.0"
"6","6","B6","JFK","ATL","1500","0.0"
"3","5","AA","LGA","DFW","550","0.0"
"8","3","DL","LGA","ORD","845","0.0"
"8","6","B6","JFK","PHX","1755","6.0"
"7","3","AA","JFK","LAX","1759","0.0"
"11","7","B6","JFK","ATL","810","0.0"
"12","1","UA","LGA","ORD","800","1.0"
"11","2","B6","JFK","LAX","1630","16.0"
"10","6","B6","JFK","PHX","950","0.0"
"8","2","YX","LGA","ATL","1345","0.0"
"5","3","DL","JFK","LAX","700","0.0"
"3","5","AA","LGA","ORD","1030","40.0"
"5","3","DL","JFK","ATL","600","0.0"
"6","1","DL","JFK","LAX","1355","0.0"
"8","3","B6","JFK","LAX","920","12.0"
"10","5","DL","JFK","PHX","715","3.0"
"8","6","DL","LGA","ATL","1200","2.0"
"3","3","AA","JFK","LAX","1559","35.0"
"5","5","AA","LGA","ORD","659","0.0"
"10","2","AA","LGA","ORD","1930","20.0"
"9","5","DL","LGA","ATL","1500","2.0"
"10","2","AA","JFK","LAX","1800","0.0"
"7","3","AA","JFK","LAX","1759","0.0"
"9","4","UA","LGA","ORD","1300","0.0"
"9","3","B6","JFK","ATL","1335","0.0"
"5","5","WN","LGA","ATL","1430","15.0"
"9","7","AA","LGA","ORD","730","0.0"
"12","6","DL","LGA","ATL","955","22.0"
"12","4","AA","JFK","ORD","1728","0.0"
"7","7","AA","LGA","DFW","1815","0.0"
"12","2","AA","LGA","ORD","600","0.0"
"8","6","DL","JFK","LAX","1720","171.0"
"5","7","B6","JFK","ATL","820","6.0"
"2","4","WN","LGA","ATL","715","6.0"
"8","4","DL","LGA","ATL","1600","57.0"
"2","6","B6","JFK","LAX","2159","0.0"
"4","7","B6","JFK","LAX","2130","4.0"
"5","6","WN","LGA","ATL","1505","1.0"
"2","7","AA","LGA","ORD","1335","48.0"
"5","4","AA","JFK","LAX","2015","22.0"
"6","4","WN","LGA","ATL","1040","6.0"
"9","4","UA","LGA","ORD","1500","2.0"
"4","5","YX","LGA","ORD","1110","0.0"
"4","7","DL","LGA","ATL","800","0.0"
"6","6","AA","JFK","LAX","1625","0.0"
"6","1","DL","JFK","PHX","700","0.0"
"9","3","AA","LGA","ORD","1929","7.0"
"10","2","DL","JFK","LAX","1029","14.0"
"7","7","AA","JFK","PHX","1329","0.0"
"4","7","OO","LGA","ORD","1400","56.0"
"3","7","UA","LGA","ORD","1505","0.0"
"8","3","AA","LGA","DFW","1815","147.0"
"7","4","AA","JFK","DFW","820","0.0"
"3","1","B6","JFK","PHX","1000","10.0"
"11","5","B6","JFK","LAX","700","0.0"
"11","7","UA","LGA","ORD","629","0.0"
"2","6","DL","JFK","LAX","1915","0.0"
"10","6","AA","JFK","DFW","630","0.0"
"4","7","AA","JFK","LAX","1559","8.0"
"4","1","YX","LGA","ORD","1300","0.0"
"3","6","B6","JFK","LAX","2229","17.0"
"8","2","AA","LGA","ORD","1330","0.0"
"5","1","YX","LGA","ATL","905","0.0"
"3","1","DL","JFK","DFW","835","0.0"
"9","4","DL","LGA","ORD","1120","0.0"
"6","4","UA","LGA","ORD","1820","6.0"
"12","2","B6","JFK","PHX","1729","123.0"
"10","2","OO","LGA","ORD","1300","0.0"
"2","2","UA","LGA","ORD","1500","0.0"
"10","5","DL","JFK","DFW","1800","0.0"
"10","5","AA","LGA","ORD","1430","0.0"
"11","4","UA","LGA","ORD","900","0.0"
"6","5","DL","JFK","LAX","800","0.0"
"6","6","DL","JFK","LAX","1905","14.0"
"5","6","DL","LGA","ATL","1800","17.0"
"12","2","DL","JFK","LAX","1359","0.0"
"8","5","AA","LGA","ORD","600","0.0"
"10","3","AA","JFK","ORD","900","0.0"
"8","6","YX","JFK","ORD","1959","0.0"
"8","4","B6","JFK","LAX","659","0.0"
"6","2","AA","JFK","LAX","1530","0.0"
"3","2","DL","JFK","ATL","1540","0.0"
"10","2","AA","LGA","ORD","2030","0.0"
"8","7","UA","LGA","ORD","630","0.0"
"8","7","B6","JFK","ATL","900","0.0"
"10","5","DL","LGA","ORD","735","0.0"
"8","2","AA","JFK","LAX","700","0.0"
"7","1","B6","JFK","LAX","1100","0.0"
"10","6","AA","JFK","LAX","600","0.0"
"4","5","NK","LGA","DFW","1230","1.0"
"12","4","AA","JFK","LAX","1100","0.0"
"6","1","AA","JFK","LAX","2100","6.0"
"8","2","AA","JFK","ORD","845","0.0"
"10","4","DL","LGA","ATL","1600","0.0"
"10","2","DL","LGA","ORD","610","84.0"
"7","5","DL","JFK","ATL","1459","10.0"
"11","6","UA","LGA","ORD","1500","3.0"
"2","5","DL","LGA","ATL","1350","0.0"
"8","5","UA","LGA","ORD","1005","0.0"
"8","6","NK","LGA","DFW","1200","9.0"
"2","4","DL","LGA","ATL","1845","63.0"
"9","1","AA","LGA","ORD","1430","0.0"
"8","6","B6","JFK","LAX","2159","84.0"
"6","7","DL","LGA","ATL","1100","0.0"
"4","3","DL","LGA","ATL","925","0.0"
"12","2","YX","LGA","ATL","825","0.0"
"7","5","AA","JFK","LAX","1000","0.0"
"8","6","WN","LGA","ATL","1515","8.0"
"9","5","DL","LGA","DFW","605","0.0"
"4","1","OO","JFK","ORD","805","0.0"
"7","7","UA","LGA","ORD","900","0.0"
"8","3","DL","JFK","PHX","650","4.0"
"9","2","DL","JFK","ATL","2145","15.0"
"10","4","DL","LGA","ATL","1259","0.0"
"3","4","B6","JFK","PHX","930","89.0"
