"MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","ORIGIN","DEST","CRS_DEP_TIME","DEP_DELAY_NEW"
"10","2","DL","JFK","LAX","700","0.0"
"9","7","DL","LGA","ORD","1630","0.0"
"6","7","DL","LGA","ORD","1259","0.0"
"10","7","OO","LGA","ORD","1107","32.0"
"8","3","UA","LGA","ORD","1500","0.0"
"2","7","B6","JFK","LAX","955","1.0"
"4","2","YX","LGA","ORD","2100","0.0"
"6","7","DL","JFK","ATL","1955","0.0"
"11","5","DL","LGA","ORD","1830","1.0"
"5","5","AA","JFK","DFW","759","23.0"
"10","2","AA","LGA","DFW","730","0.0"
"8","4","B6","JFK","ATL","1614","73.0"
"5","3","UA","LGA","ORD","900","0.0"
"9","4","OO","LGA","ORD","1915","0.0"
"8","2","AA","JFK","LAX","700","24.0"
"4","7","YX","LGA","ATL","2059","0.0"
"11","2","AA","JFK","LAX","1530","0.0"
"4","3","DL","JFK","PHX","715","0.0"
"4","1","DL","JFK","LAX","1000","112.0"
"11","4","DL","JFK","ATL","2129","0.0"
"11","7","DL","JFK","DFW","805","14.0"
"7","1","DL","LGA","ORD","1259","0.0"
"5","2","B6","LGA","ATL","1330","0.0"
"10","2","DL","LGA","ATL","1730","0.0"
"8","7","UA","LGA","ORD","629","0.0"
"4","1","YX","LGA","ORD","1300","152.0"
"10","5","AA","LGA","ORD","2030","0.0"
"12","2","WN","LGA","ATL","1540","8.0"
"9","2","DL","LGA","ORD","2040","13.0"
"2","1","AA","LGA","DFW","930","0.0"
"8","3","OO","JFK","ORD","1120","0.0"
"3","4","AA","LGA","ORD","1130","0.0"
"12","2","B6","JFK","DFW","2059","0.0"
"3","4","AA","JFK","PHX","1559","1.0"
"8","7","UA","LGA","ORD","2100","0.0"
"2","4","YX","LGA","ATL","835","0.0"
"11","3","DL","JFK","LAX","1905","83.0"
"8","7","DL","LGA","ORD","1300","0.0"
"6","7","UA","LGA","ORD","1500","0.0"
"12","5","AA","JFK","LAX","1000","0.0"
"3","4","AA","LGA","ORD","730","0.0"
"8","4","F9","LGA","ATL","2245","4.0"
"2","1","OO","LGA","ORD","1500","0.0"
"12","3","AA","LGA","DFW","1459","32.0"
"8","4","B6","JFK","ATL","1345","0.0"
"3","5","DL","JFK","LAX","2129","0.0"
"4","6","DL","LGA","ORD","1100","0.0"
"9","7","DL","JFK","LAX","1920","27.0"
"3","5","AA","JFK","PHX","1400","0.0"
"7","2","AA","LGA","DFW","1915","4.0"
"11","2","DL","LGA","ATL","1259","0.0"
"9","6","DL","JFK","DFW","1805","0.0"
"7","6","DL","LGA","ORD","1240","0.0"
"6","6","OO","JFK","ORD","800","0.0"
"9","3","AA","LGA","DFW","640","0.0"
"3","6","DL","LGA","DFW","855","0.0"
"12","4","B6","JFK","ORD","2100","78.0"
"11","1","AA","LGA","DFW","930","110.0"
"5","5","B6","JFK","LAX","2000","97.0"
"11","5","AA","LGA","DFW","550","0.0"
"5","7","B6","LGA","ATL","1959","42.0"
"3","2","AA","LGA","DFW","1700","0.0"
"2","4","AA","LGA","DFW","1902","0.0"
"10","7","AA","LGA","DFW","1359","2.0"
"6","3","AA","JFK","LAX","729","0.0"
"4","1","B6","JFK","LAX","1720","0.0"
"7","1","F9","LGA","DFW","2255","0.0"
"2","7","AA","LGA","ORD","930","0.0"
"10","5","AA","JFK","ORD","900","114.0"
"9","2","DL","LGA","ATL","2125","0.0"
"8","2","DL","JFK","ATL","1545","0.0"
"11","1","AA","LGA","DFW","825","0.0"
"3","4","AA","LGA","ORD","600","0.0"
"11","3","DL","LGA","ATL","2115","0.0"
"3","6","AA","LGA","DFW","815","0.0"
"7","6","DL","JFK","ATL","1954","0.0"
"3","7","DL","JFK","LAX","1200","6.0"
"4","7","B6","JFK","PHX","2000","24.0"
"9","3","AA","LGA","DFW","1359","0.0"
"6","7","DL","JFK","LAX","1355","0.0"
"6","5","UA","LGA","ORD","1915","107.0"
"8","1","UA","LGA","ORD","1500","0.0"
"8","6","YX","LGA","ATL","1920","0.0"
"7","3","AA","LGA","ORD","729","0.0"
"10","2","AA","JFK","LAX","700","0.0"
"3","2","UA","LGA","ORD","1500","80.0"
"12","3","AA","LGA","DFW","630","0.0"
"6","3","UA","LGA","ORD","629","0.0"
"3","1","AA","LGA","DFW","550","0.0"
"2","4","B6","JFK","DFW","2040","23.0"
"11","3","AA","LGA","DFW","1839","0.0"
"8","1","B6","JFK","LAX","920","8.0"
"9","1","WN","LGA","ATL","1755","12.0"
"6","2","DL","JFK","LAX","1515","0.0"
"6","3","AA","LGA","DFW","730","0.0"
"7","7","DL","LGA","ATL","1959","16.0"
"8","2","DL","LGA","ATL","1145","4.0"
"4","7","AA","JFK","LAX","1930","0.0"
"10","5","AA","JFK","PHX","1629","0.0"
"4","3","AA","LGA","ORD","730","0.0"
"8","7","B6","JFK","LAX","1059","0.0"
"6","7","UA","LGA","ORD","800","0.0"
"7","4","B6","JFK","PHX","2016","2.0"
"2","7","OO","JFK","ORD","1800","0.0"
"8","2","DL","LGA","ATL","2005","0.0"
"8","4","AA","JFK","LAX","1625","0.0"
"6","1","AA","JFK","PHX","640","30.0"
"11","5","DL","LGA","ATL","600","31.0"
"10","7","AA","LGA","ORD","1430","0.0"
"10","2","DL","LGA","ATL","2005","0.0"
"7","4","DL","JFK","ATL","840","0.0"
"9","5","F9","LGA","ATL","1057","8.0"
"9","4","DL","LGA","DFW","1530","0.0"
"9","2","YX","JFK","ORD","1929","0.0"
"3","1","AA","JFK","LAX","1100","0.0"
"3","6","B6","JFK","DFW","2115","4.0"
"5","4","DL","LGA","ATL","1545","1.0"
"4","4","UA","LGA","ORD","1505","0.0"
"7","6","DL","LGA","ATL","1600","0.0"
"10","4","AA","JFK","ORD","900","14.0"
"6","4","OO","JFK","ORD","1920","41.0"
"6","5","WN","LGA","ATL","1035","1.0"
"2","7","DL","LGA","ATL","1250","0.0"
"8","5","AA","LGA","ORD","1930","92.0"
"10","3","DL","JFK","ATL","1748","9.0"
"10","5","DL","JFK","LAX","1029","0.0"
"8","2","DL","LGA","DFW","1205","0.0"
"2","4","DL","JFK","ATL","610","0.0"
"3","4","DL","JFK","DFW","1800","177.0"
"10","6","UA","JFK","LAX","1830","67.0"
"6","2","DL","LGA","ATL","1259","13.0"
"10","5","B6","JFK","ORD","1336","7.0"
"6","7","UA","LGA","ORD","1305","0.0"
"2","4","AA","JFK","LAX","2035","22.0"
"8","4","DL","JFK","ATL","600","7.0"
"6","7","B6","JFK","LAX","820","0.0"
"2","5","AA","LGA","ORD","1130","0.0"
"8","5","UA","LGA","ORD","2100","76.0"
"2","6","AA","LGA","DFW","815","38.0"
"11","2","YX","LGA","ATL","1430","0.0"
"3","4","B6","JFK","LAX","545","0.0"
"7","4","DL","LGA","DFW","600","0.0"
"3","1","DL","JFK","LAX","1200","178.0"
"7","5","DL","JFK","ATL","840","0.0"
"8","5","DL","JFK","LAX","1005","12.0"
"3","5","B6","JFK","LAX","2229","0.0"
"10","7","B6","JFK","LAX","1730","2.0"
"6","4","B6","JFK","ATL","1530","47.0"
"9","6","AA","LGA","DFW","1745","0.0"
"4","2","DL","LGA","ATL","1025","0.0"
"6","7","AA","LGA","DFW","1100","3.0"
"2","7","DL","JFK","LAX","1200","0.0"
"8","7","UA","LGA","ORD","1824","0.0"
"6","5","AA","JFK","LAX","1934","0.0"
"8","7","AA","LGA","ORD","1850","11.0"
"9","2","B6","JFK","ATL","2100","0.0"
"10","6","DL","JFK","LAX","905","54.0"
"3","7","AA","LGA","ORD","830","0.0"
"11","1","DL","JFK","LAX","1405","0.0"
"12","4","AA","JFK","PHX","1320","4.0"
"6","2","DL","JFK","LAX","1905","57.0"
"10","4","B6","JFK","LAX","2229","0.0"
"7","7","AA","JFK","DFW","646","0.0"
"11","1","B6","JFK","ORD","2100","0.0"
"4","3","YX","LGA","ATL","1400","0.0"
"11","1","DL","LGA","ATL","820","41.0"
"12","3","B6","JFK","LAX","1000","0.0"
"5","6","WN","LGA","ATL","1505","21.0"
"3","1","AA","LGA","DFW","630","0.0"
"8","3","AA","LGA","ORD","930","0.0"
"12","1","DL","LGA","ORD","1830","0.0"
"9","2","UA","LGA","ORD","700","0.0"
"6","1","DL","JFK","LAX","1355","0.0"
"3","5","NK","LGA","DFW","1200","0.0"
"2","5","WN","LGA","ATL","1450","0.0"
"7","4","B6","JFK","ATL","1530","19.0"
"8","7","DL","JFK","ATL","1300","0.0"
"6","6","DL","JFK","ATL","1300","0.0"
"2","3","YX","LGA","ATL","1725","78.0"
"3","3","DL","JFK","LAX","1200","0.0"
"8","2","DL","JFK","DFW","830","18.0"
"11","2","B6","JFK","PHX","1729","7.0"
"2","2","DL","LGA","ORD","1610","0.0"
"10","2","AA","LGA","ORD","1030","0.0"
"8","2","B6","JFK","LAX","1559","0.0"
"8","5","AA","LGA","DFW","829","39.0"
"4","3","DL","JFK","ATL","2135","30.0"
"7","5","DL","LGA","ATL","700","2.0"
"8","6","AA","JFK","LAX","2059","0.0"
"5","1","AA","LGA","DFW","1125","0.0"
"2","4","B6","JFK","ATL","630","0.0"
"6","4","DL","LGA","ATL","2000","43.0"
"11","1","AA","JFK","LAX","1100","0.0"
"2","5","AA","LGA","ORD","1830","25.0"
"6","4","DL","JFK","LAX","1905","0.0"
"7","3","OO","JFK","ORD","1120","0.0"
"10","2","DL","JFK","LAX","700","0.0"
"3","5","AA","JFK","LAX","1930","0.0"
"3","1","AA","LGA","ORD","600","0.0"
"8","7","AA","LGA","DFW","929","0.0"
"4","7","YX","LGA","ATL","1400","0.0"
"4","6","DL","LGA","DFW","1410","0.0"
"7","1","B6","JFK","LAX","1205","3.0"
"10","6","AA","JFK","LAX","2030","0.0"
"8","3","DL","LGA","ATL","1700","0.0"
"4","5","DL","JFK","LAX","800","0.0"
"11","1","AA","LGA","DFW","1400","0.0"
"12","5","B6","JFK","ORD","1300","89.0"
"8","1","B6","JFK","ORD","730","0.0"
"3","2","AA","LGA","DFW","1855","38.0"
"8","5","AA","LGA","DFW","1247","3.0"
"5","4","DL","JFK","ATL","1730","0.0"
"6","3","B6","JFK","LAX","710","0.0"
"9","2","WN","LGA","ATL","1755","4.0"
"10","6","YX","JFK","ORD","1929","0.0"
"5","3","DL","JFK","PHX","1900","0.0"
"7","4","WN","LGA","ATL","1430","33.0"
"9","4","OO","LGA","ORD","1915","0.0"
"5","5","DL","LGA","ORD","610","0.0"
"8","5","AA","LGA","ORD","1730","14.0"
"5","3","OO","JFK","ORD","1920","0.0"
"10","1","OO","LGA","ORD","1915","8.0"
"4","3","B6","JFK","LAX","1200","0.0"
"8","4","DL","JFK","LAX","1020","3.0"
"8","6","AA","JFK","LAX","1200","0.0"
"9","1","UA","JFK","LAX","1000","0.0"
"5","7","B6","JFK","LAX","940","0.0"
"10","1","DL","JFK","DFW","819","0.0"
"12","4","DL","JFK","ATL","1959","140.0"
"12","3","AA","JFK","DFW","759","0.0"
"8","2","AA","JFK","LAX","1929","0.0"
"6","4","DL","JFK","ATL","1135","38.0"
"2","5","B6","JFK","LAX","1729","2.0"
"11","6","UA","LGA","ORD","1500","0.0"
"3","1","DL","LGA","DFW","1500","15.0"
"9","6","DL","JFK","ATL","1329","0.0"
"8","7","DL","LGA","ATL","1059","0.0"
"5","6","B6","JFK","ORD","1559","30.0"
"7","2","B6","LGA","ATL","2040","12.0"
"2","2","AA","JFK","LAX","600","0.0"
"5","7","AA","LGA","ORD","1030","0.0"
"2","4","DL","JFK","LAX","1020","0.0"
"9","7","DL","LGA","ATL","600","0.0"
"11","5","WN","LGA","ATL","1455","23.0"
"3","7","AA","LGA","ORD","1430","6.0"
"9","6","UA","LGA","ORD","1815","0.0"
"11","1","DL","JFK","LAX","1215","0.0"
"10","5","YX","LGA","ATL","1345","0.0"
"11","1","OO","LGA","ORD","1915","0.0"
"7","2","WN","LGA","ATL","715","0.0"
"7","5","DL","JFK","ATL","1129","1.0"
"9","1","DL","LGA","ATL","1850","0.0"
"8","5","DL","LGA","ATL","1000","0.0"
"9","4","AA","LGA","ORD","1230","100.0"
"10","7","AA","LGA","ORD","1030","0.0"
"12","4","DL","JFK","LAX","1545","26.0"
"4","2","NK","LGA","DFW","1230","4.0"
"4","4","AA","LGA","ORD","930","0.0"
"3","1","WN","LGA","ATL","1755","10.0"
"8","7","AA","JFK","DFW","820","59.0"
"5","2","DL","JFK","LAX","1645","0.0"
"12","4","DL","LGA","ORD","730","0.0"
"4","6","B6","JFK","PHX","1000","0.0"
"10","7","F9","LGA","ATL","1053","0.0"
"6","3","B6","LGA","ATL","2040","0.0"
"5","5","DL","JFK","ATL","2135","30.0"
"5","4","B6","JFK","ORD","630","16.0"
"5","3","DL","LGA","ORD","1259","0.0"
"12","3","DL","LGA","DFW","1510","0.0"
"4","2","DL","JFK","ATL","1500","0.0"
"8","3","AA","LGA","DFW","829","0.0"
"8","5","DL","LGA","ATL","1359","45.0"
"6","2","DL","JFK","LAX","1355","0.0"
"9","2","NK","LGA","DFW","1159","0.0"
"11","1","9E","JFK","ORD","1215","0.0"
"4","1","AA","LGA","DFW","629","0.0"
"8","6","DL","LGA","DFW","800","0.0"
"6","4","DL","LGA","ATL","2000","0.0"
"8","7","B6","JFK","LAX","659","0.0"
"5","5","B6","JFK","LAX","2130","52.0"
"9","6","DL","LGA","ATL","1200","0.0"
"5","3","DL","JFK","ATL","1159","0.0"
"4","7","AA","LGA","DFW","1355","0.0"
"8","1","DL","LGA","ATL","930","0.0"
"2","7","B6","JFK","ORD","730","0.0"
"9","5","YX","JFK","ORD","1929","41.0"
"2","1","WN","LGA","ATL","1750","13.0"
"2","2","AA","LGA","DFW","1036","0.0"
"11","6","9E","JFK","ORD","1215","0.0"
"8","3","DL","JFK","LAX","700","0.0"
"4","6","AA","LGA","ORD","1231","0.0"
"3","2","B6","JFK","LAX","1559","0.0"
"11","2","AA","JFK","ORD","900","0.0"
"8","4","B6","JFK","LAX","1200","0.0"
"3","6","AA","JFK","LAX","1600","0.0"
"8","3","DL","LGA","DFW","800","7.0"
"8","7","YX","LGA","ATL","1345","0.0"
"10","2","DL","LGA","DFW","845","0.0"
"3","3","OO","LGA","ORD","1400","78.0"
"8","4","DL","LGA","ATL","930","0.0"
"9","1","OO","LGA","ORD","1107","0.0"
"6","4","AA","LGA","ORD","1237","0.0"
"4","3","AA","LGA","DFW","1855","1.0"
"8","2","DL","JFK","LAX","1559","0.0"
"2","5","B6","JFK","LAX","1200","0.0"
"9","4","AA","LGA","ORD","830","0.0"
"8","7","YX","LGA","ORD","700","155.0"
"5","5","DL","JFK","ATL","1551","0.0"
"12","7","YX","LGA","ATL","2045","0.0"
"7","4","DL","LGA","ORD","1635","0.0"
"8","2","AA","LGA","DFW","1829","14.0"
"12","3","DL","LGA","ORD","1830","0.0"
"11","2","YX","LGA","ATL","1730","1.0"
"12","7","DL","LGA","ATL","959","0.0"
"4","1","B6","JFK","LAX","2010","49.0"
"3","4","AA","LGA","DFW","1700","0.0"
"4","4","B6","JFK","LAX","545","0.0"
"2","7","AA","JFK","LAX","1629","1.0"
"3","6","B6","JFK","PHX","930","33.0"
"12","5","DL","LGA","ATL","720","3.0"
"11","2","DL","LGA","ATL","1259","0.0"
"2","7","OO","JFK","ORD","1830","0.0"
"10","7","DL","JFK","LAX","1355","0.0"
"7","1","B6","JFK","LAX","2159","4.0"
"9","2","DL","LGA","ORD","1130","8.0"
"11","5","DL","LGA","ATL","820","0.0"
"9","3","DL","LGA","ORD","1340","0.0"
"8","1","9E","JFK","ORD","1155","0.0"
"8","6","B6","JFK","LAX","1059","0.0"
"6","5","AA","JFK","ORD","1549","9.0"
"5","4","B6","JFK","ATL","1301","0.0"
"11","3","AA","LGA","ORD","1930","36.0"
"8","4","AA","JFK","PHX","730","0.0"
"9","5","DL","LGA","ORD","2030","16.0"
"6","6","DL","JFK","LAX","1515","0.0"
"8","4","UA","LGA","ORD","1005","0.0"
"5","7","DL","JFK","DFW","835","0.0"
"12","6","YX","LGA","ATL","1420","0.0"
"10","7","AA","LGA","DFW","1600","19.0"
"8","7","F9","LGA","ATL","2245","0.0"
"8","6","DL","JFK","LAX","700","0.0"
"4","2","AA","LGA","DFW","1707","0.0"
"8","1","DL","JFK","ATL","1929","35.0"
"9","5","UA","LGA","ORD","900","0.0"
"2","3","AA","LGA","DFW","629","0.0"
"10","2","DL","LGA","ATL","600","44.0"
"8","1","DL","LGA","ORD","1635","0.0"
"9","1","AA","LGA","ORD","600","0.0"
"4","5","DL","JFK","LAX","1700","41.0"
"8","4","AA","JFK","LAX","1130","48.0"
"8","5","AA","JFK","PHX","1629","0.0"
"4","7","B6","JFK","ATL","905","7.0"
"3","1","DL","LGA","DFW","855","0.0"
"6","3","AA","LGA","ORD","1237","0.0"
"3","6","UA","LGA","ORD","900","0.0"
"5","3","AA","LGA","DFW","1700","0.0"
"2","3","AA","JFK","LAX","1929","116.0"
"8","2","DL","JFK","DFW","830","0.0"
"11","1","DL","LGA","ORD","1129","0.0"
"12","2","AA","LGA","ORD","1630","148.0"
"12","6","AA","LGA","ORD","1629","0.0"
"9","7","9E","JFK","ORD","1220","0.0"
"11","5","AA","JFK","ORD","900","22.0"
"9","4","AA","LGA","DFW","1100","0.0"
"6","2","AA","JFK","DFW","1554","16.0"
"12","7","DL","JFK","LAX","1029","127.0"
"2","2","AA","LGA","ORD","1030","0.0"
"12","4","DL","JFK","ATL","2200","0.0"
"8","6","AA","JFK","LAX","1845","0.0"
"2","4","AA","LGA","ORD","1335","0.0"
"12","2","AA","JFK","ORD","900","12.0"
"6","4","AA","JFK","LAX","2100","0.0"
"3","1","DL","JFK","ATL","1230","0.0"
"7","3","AA","LGA","DFW","1815","4.0"
"9","2","AA","LGA","DFW","1745","0.0"
"9","4","AA","JFK","LAX","600","0.0"
"8","2","DL","JFK","LAX","1020","0.0"
"2","6","B6","JFK","LAX","1200","0.0"
"7","3","B6","LGA","ATL","1705","74.0"
"11","7","B6","JFK","LAX","1925","62.0"
"5","5","AA","JFK","LAX","2045","0.0"
"3","4","AA","LGA","DFW","1755","0.0"
"9","2","B6","JFK","LAX","1300","6.0"
"6","7","DL","LGA","DFW","1515","120.0"
"5","4","DL","LGA","ATL","1540","0.0"
"9","6","UA","LGA","ORD","630","0.0"
"9","3","YX","LGA","ATL","2005","0.0"
"3","1","DL","LGA","ATL","1225","1.0"
"12","4","AA","LGA","ORD","830","0.0"
"8","3","AA","JFK","LAX","1530","0.0"
"8","4","B6","LGA","ATL","1325","0.0"
"3","7","AA","LGA","ORD","830","0.0"
"8","3","AA","LGA","ORD","1230","0.0"
"12","7","DL","JFK","LAX","1345","1.0"
"5","4","AA","LGA","ORD","1846","0.0"
"8","1","DL","JFK","ATL","800","1.0"
"12","2","AA","LGA","DFW","810","0.0"
"6","3","AA","LGA","DFW","829","20.0"
"10","3","DL","JFK","PHX","659","0.0"
"3","3","AA","LGA","ORD","1840","0.0"
"2","4","DL","JFK","DFW","700","0.0"
"10","1","F9","LGA","ATL","2245","134.0"
"8","7","DL","LGA","DFW","1506","7.0"
"9","4","DL","JFK","ATL","1605","25.0"
"11","2","B6","JFK","LAX","900","0.0"
"11","2","AA","JFK","LAX","1700","8.0"
"10","5","AA","JFK","LAX","700","0.0"
"7","6","AA","LGA","DFW","1340","145.0"
"8","4","DL","JFK","LAX","805","19.0"
"3","7","AA","LGA","DFW","1657","0.0"
"8","7","DL","JFK","ATL","2200","11.0"
"8","3","WN","LGA","ATL","1725","12.0"
"6","2","UA","LGA","ORD","1005","91.0"
"9","7","DL","JFK","DFW","1825","11.0"
"8","2","UA","LGA","ORD","1405","92.0"
"6","7","DL","LGA","ATL","600","0.0"
"12","6","DL","JFK","DFW","1820","40.0"
"8","3","AA","LGA","ORD","1930","20.0"
"5","4","DL","LGA","ATL","1429","16.0"
"12","6","UA","LGA","ORD","1005","0.0"
"6","3","DL","LGA","ATL","1700","19.0"
"3","3","AA","JFK","ORD","915","0.0"
"4","1","OO","LGA","ORD","1400","84.0"
"8","5","AA","LGA","DFW","640","23.0"
"7","6","DL","JFK","ATL","1710","11.0"
"6","3","AA","LGA","DFW","730","0.0"
"5","2","AA","JFK","LAX","1030","0.0"
"6","7","DL","JFK","ATL","1551","0.0"
"5","2","OO","JFK","ORD","1620","0.0"
"4","5","AA","LGA","DFW","1700","0.0"
"12","2","DL","LGA","DFW","605","0.0"
"5","3","AA","LGA","DFW","1700","0.0"
"9","5","DL","LGA","ATL","1500","0.0"
"8","2","DL","LGA","ATL","1145","0.0"
"8","4","F9","LGA","ATL","2245","142.0"
"5","1","DL","LGA","ORD","610","156.0"
"4","5","AA","LGA","DFW","550","0.0"
"8","5","B6","JFK","ORD","1321","17.0"
"7","1","AA","LGA","ORD","1430","0.0"
"4","1","AA","JFK","LAX","1100","0.0"
"12","6","B6","JFK","ORD","630","0.0"
"9","3","DL","LGA","DFW","1950","29.0"
"3","3","WN","LGA","ATL","700","0.0"
"10","3","B6","JFK","PHX","1755","3.0"
"9","6","AA","LGA","DFW","738","0.0"
"3","5","AA","LGA","DFW","1042","27.0"
"8","2","YX","LGA","ORD","700","0.0"
"6","6","OO","JFK","ORD","1610","20.0"
"6","5","DL","JFK","ATL","840","20.0"
"8","3","AA","LGA","DFW","640","0.0"
"10","6","DL","JFK","LAX","700","0.0"
"5","5","OO","LGA","ORD","1400","0.0"
"5","2","B6","JFK","ATL","1530","0.0"
"11","4","DL","JFK","LAX","1031","26.0"
"5","7","DL","LGA","ORD","829","0.0"
"12","5","AA","JFK","LAX","1100","0.0"
"8","5","AA","JFK","LAX","1000","0.0"
"12","2","DL","LGA","ATL","1440","24.0"
"12","3","DL","LGA","ATL","820","0.0"
"9","2","WN","LGA","ATL","1555","0.0"
"4","3","UA","LGA","ORD","900","0.0"
"11","3","AA","LGA","DFW","729","0.0"
"9","3","UA","JFK","LAX","1835","0.0"
"11","2","DL","LGA","DFW","1929","55.0"
"9","7","DL","LGA","ATL","1730","0.0"
"11","2","DL","LGA","ORD","850","53.0"
"7","4","DL","JFK","ATL","1129","13.0"
"12","4","DL","LGA","ORD","1125","0.0"
"2","4","DL","LGA","ATL","705","0.0"
"3","2","AA","JFK","DFW","1446","0.0"
"5","5","F9","LGA","DFW","2255","0.0"
"9","5","B6","JFK","LAX","630","0.0"
"5","7","AA","JFK","PHX","1615","47.0"
"10","7","DL","JFK","PHX","715","2.0"
"10","5","B6","JFK","DFW","2000","40.0"
"11","3","DL","LGA","ORD","1259","25.0"
"3","5","DL","JFK","LAX","1925","6.0"
"7","5","AA","JFK","LAX","2100","87.0"
"10","2","AA","JFK","ORD","900","0.0"
"8","3","UA","LGA","ORD","1305","4.0"
"5","4","DL","JFK","ATL","2000","39.0"
"8","3","AA","LGA","DFW","1100","3.0"
"6","6","OO","JFK","ORD","805","0.0"
"3","6","DL","JFK","ATL","835","15.0"
"9","3","AA","JFK","LAX","1030","0.0"
"9","7","AA","JFK","LAX","1030","17.0"
"4","4","DL","LGA","DFW","1500","16.0"
"6","1","UA","LGA","ORD","1111","0.0"
"5","2","AA","JFK","DFW","1759","12.0"
"12","5","B6","JFK","ATL","2145","66.0"
"8","6","DL","JFK","DFW","823","0.0"
"7","7","DL","JFK","LAX","1515","0.0"
"8","6","DL","LGA","ATL","1600","0.0"
"7","6","AA","JFK","LAX","1530","0.0"
"12","2","F9","LGA","ATL","1059","168.0"
"4","5","B6","JFK","ATL","1531","13.0"
"7","2","UA","LGA","ORD","1711","89.0"
"11","5","OO","LGA","ORD","1400","0.0"
"8","3","9E","JFK","ORD","1155","0.0"
"5","3","B6","JFK","LAX","530","0.0"
"12","7","UA","LGA","ORD","1500","70.0"
"9","1","B6","JFK","LAX","1100","0.0"
"11","1","B6","JFK","ORD","1305","0.0"
"11","7","DL","LGA","ORD","1259","0.0"
"4","2","AA","JFK","ORD","900","0.0"
"5","3","B6","LGA","ATL","1959","0.0"
"3","7","AA","LGA","DFW","929","0.0"
"8","3","AA","LGA","DFW","555","32.0"
"12","4","DL","LGA","ATL","700","22.0"
"8","3","B6","LGA","ATL","810","0.0"
"3","6","OO","LGA","ORD","1300","0.0"
"3","7","B6","JFK","DFW","2120","8.0"
"7","7","DL","LGA","ORD","1135","0.0"
"3","3","B6","JFK","LAX","545","0.0"
"2","3","UA","LGA","ORD","1100","0.0"
"11","6","AA","LGA","DFW","920","0.0"
"3","5","DL","LGA","ORD","1825","0.0"
"11","7","DL","JFK","ATL","2005","0.0"
"6","3","NK","LGA","DFW","1230","24.0"
"8","3","DL","JFK","ATL","1135","0.0"
"9","4","AA","LGA","ORD","2030","6.0"
"3","1","OO","JFK","ORD","1629","21.0"
"6","5","OO","JFK","ORD","1920","7.0"
"2","6","AA","JFK","LAX","2035","0.0"
"3","7","AA","JFK","PHX","630","0.0"
"7","5","B6","JFK","LAX","1559","22.0"
"4","5","AA","LGA","DFW","1455","45.0"
"6","5","DL","JFK","LAX","1515","0.0"
"7","5","AA","LGA","ORD","1604","26.0"
"10","7","AA","JFK","LAX","600","0.0"
"10","5","F9","LGA","ATL","1057","43.0"
"6","4","AA","LGA","ORD","1430","0.0"
"4","7","AA","LGA","ORD","1929","0.0"
"2","3","UA","LGA","ORD","800","0.0"
"11","6","AA","JFK","LAX","1655","0.0"
"6","7","AA","LGA","ORD","2025","0.0"
"5","4","DL","JFK","ATL","1510","0.0"
"8","3","DL","LGA","ATL","1250","0.0"
"9","2","DL","LGA","ORD","735","0.0"
"12","2","B6","JFK","LAX","959","0.0"
"9","2","DL","LGA","DFW","845","152.0"
"7","5","AA","LGA","DFW","829","0.0"
"10","3","OO","LGA","ORD","1107","60.0"
"3","7","AA","JFK","LAX","725","0.0"
"12","5","DL","JFK","ATL","1556","9.0"
"3","1","B6","JFK","ATL","1555","0.0"
"8","3","UA","LGA","ORD","1305","0.0"
"6","7","DL","JFK","LAX","1700","29.0"
"10","4","AA","LGA","ORD","1130","2.0"
"5","2","DL","LGA","ORD","1829","0.0"
"5","2","AA","LGA","ORD","629","2.0"
"10","1","B6","JFK","LAX","1100","0.0"
"5","1","UA","LGA","ORD","900","12.0"
"7","4","WN","LGA","ATL","1450","0.0"
"4","4","B6","JFK","ATL","1730","0.0"
"12","6","AA","JFK","LAX","1100","0.0"
"6","6","DL","LGA","ATL","1200","0.0"
"9","2","B6","JFK","ORD","1342","0.0"
"10","7","DL","LGA","ATL","1400","35.0"
"10","1","UA","LGA","ORD","1815","0.0"
"11","7","B6","JFK","LAX","530","0.0"
"2","6","DL","JFK","ATL","1555","0.0"
"6","4","UA","LGA","ORD","800","24.0"
"9","2","AA","LGA","DFW","1229","0.0"
"2","7","DL","JFK","PHX","1500","21.0"
"8","1","WN","LGA","ATL","1550","4.0"
"11","2","DL","LGA","ATL","959","0.0"
"10","7","AA","LGA","ORD","1343","0.0"
"6","4","B6","JFK","LAX","800","0.0"
"5","1","AA","JFK","DFW","759","3.0"
"4","1","DL","JFK","PHX","1629","8.0"
"12","4","AA","LGA","DFW","1855","0.0"
"9","3","AA","LGA","ORD","730","0.0"
"7","3","B6","JFK","ORD","730","0.0"
"11","1","AA","JFK","PHX","1559","34.0"
"8","7","B6","JFK","LAX","2040","12.0"
"10","5","AA","LGA","DFW","1459","162.0"
"9","4","B6","JFK","PHX","950","20.0"
"3","3","DL","LGA","ATL","2120","125.0"
"5","3","DL","JFK","LAX","1355","0.0"
"7","2","DL","JFK","ATL","840","25.0"
"10","6","9E","JFK","ORD","1555","0.0"
"3","4","DL","JFK","LAX","2129","22.0"
"2","3","OO","LGA","ORD","1300","28.0"
"12","4","B6","JFK","ATL","2159","0.0"
"5","2","DL","LGA","ATL","600","0.0"
"12","5","DL","JFK","ATL","1556","46.0"
